GenomeID,contig,operon,cluster,Nitrogenase Set,Location_start,Location_end,Orientation,pos_num,GTDB Taxonomy,ncbi_country,Isolation Source,NCBI Taxonomy,ncbi_taxonomy_unfiltered,Organism,Regulon,Operon,Group No
GB_GCA_031282285.1,JAITEA010000055.1,1,nif,B,6363,7319,-1,[9],d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__SZUA-545;g__JAIRNH01;s__JAIRNH01 sp031282285,Kenya: Talek,termite gut,d__Bacteria;p__Campylobacterota;c__Epsilonproteobacteria;o__Campylobacterales;f__Helicobacteraceae;g__;s__,d__Bacteria;x__Pseudomonadati;p__Campylobacterota;c__Epsilonproteobacteria;o__Campylobacterales;f__Helicobacteraceae;x__unclassified Helicobacteraceae;s__Helicobacteraceae bacterium,JAIRNH01 sp031282285,,,
GB_GCA_031282285.1,JAITEA010000059.1,1,nif,B,3483,4856,1,[3],d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__SZUA-545;g__JAIRNH01;s__JAIRNH01 sp031282285,Kenya: Talek,termite gut,d__Bacteria;p__Campylobacterota;c__Epsilonproteobacteria;o__Campylobacterales;f__Helicobacteraceae;g__;s__,d__Bacteria;x__Pseudomonadati;p__Campylobacterota;c__Epsilonproteobacteria;o__Campylobacterales;f__Helicobacteraceae;x__unclassified Helicobacteraceae;s__Helicobacteraceae bacterium,JAIRNH01 sp031282285,,,
GB_GCA_031282285.1,JAITEA010000191.1,1,nif,"D, K, H",821,4825,1,"[4, 5, 2]",d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__SZUA-545;g__JAIRNH01;s__JAIRNH01 sp031282285,Kenya: Talek,termite gut,d__Bacteria;p__Campylobacterota;c__Epsilonproteobacteria;o__Campylobacterales;f__Helicobacteraceae;g__;s__,d__Bacteria;x__Pseudomonadati;p__Campylobacterota;c__Epsilonproteobacteria;o__Campylobacterales;f__Helicobacteraceae;x__unclassified Helicobacteraceae;s__Helicobacteraceae bacterium,JAIRNH01 sp031282285,,,
GB_GCA_031282385.1,JAITDV010000225.1,1,nif,"H, D, K",3992,9371,1,"[4, 7, 8]",d__Bacteria;p__Planctomycetota;c__Planctomycetia;o__Pirellulales;f__Thermoguttaceae;g__WRKP01;s__WRKP01 sp031282385,Kenya: Talek,termite gut,d__Bacteria;p__Planctomycetota;c__Planctomycetia;o__Planctomycetales;f__Planctomycetaceae;g__;s__,d__Bacteria;x__Pseudomonadati;x__PVC group;p__Planctomycetota;c__Planctomycetia;o__Planctomycetales;f__Planctomycetaceae;x__unclassified Planctomycetaceae;s__Planctomycetaceae bacterium,WRKP01 sp031282385,,,
GB_GCA_031282405.1,JAITDU010000003.1,1,nif,"K, B, D, H",207,5764,-1,"[3, 1, 4, 5]",d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__UBA8131;g__JAITDU01;s__JAITDU01 sp031282405,Kenya: Talek,termite gut,d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__;g__;s__,d__Bacteria;x__Bacillati;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;x__unclassified Coriobacteriales;s__Coriobacteriales bacterium,JAITDU01 sp031282405,,,
GB_GCA_031282405.1,JAITDU010000007.1,1,nif,"H, N, E, K, D",2476,11130,-1,"[9, 3, 4, 5, 6]",d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__UBA8131;g__JAITDU01;s__JAITDU01 sp031282405,Kenya: Talek,termite gut,d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__;g__;s__,d__Bacteria;x__Bacillati;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;x__unclassified Coriobacteriales;s__Coriobacteriales bacterium,JAITDU01 sp031282405,,,
GB_GCA_031282535.1,JAITDM010000187.1,1,nif,"K, E, H, D",8097,13761,1,"[12, 13, 8, 11]",d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__UBA929;g__JAIRTA01;s__JAIRTA01 sp031282535,Kenya: Talek,termite gut,d__Bacteria;p__Bacillota;c__Clostridia;o__Eubacteriales;f__Oscillospiraceae;g__;s__,d__Bacteria;x__Bacillati;p__Bacillota;c__Clostridia;o__Eubacteriales;f__Oscillospiraceae;x__unclassified Oscillospiraceae;s__Oscillospiraceae bacterium,JAIRTA01 sp031282535,,,
GB_GCA_031282635.1,JAITDJ010000042.1,1,nif,"D, K, H, B, N, D, H",21005,32441,1,"[18, 19, 22, 24, 25, 26, 28]",d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__WQUN01;g__JAISZF01;s__JAISZF01 sp031282635,Kenya: Talek,termite gut,d__Bacteria;p__Bacillota;c__Clostridia;o__Eubacteriales;f__;g__;s__,d__Bacteria;x__Bacillati;p__Bacillota;c__Clostridia;o__Eubacteriales;x__unclassified Eubacteriales;s__Clostridiales bacterium,JAISZF01 sp031282635,,,
GB_GCA_031282905.1,JAITCV010000048.1,1,nif,B,16491,17984,-1,[20],d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Rhodocyclaceae;g__WRNU01;s__WRNU01 sp031282905,Kenya: Talek,termite gut,d__Bacteria;p__Pseudomonadota;c__Betaproteobacteria;o__Rhodocyclales;f__Zoogloeaceae;g__Azoarcus;s__,d__Bacteria;x__Pseudomonadati;p__Pseudomonadota;c__Betaproteobacteria;o__Rhodocyclales;f__Zoogloeaceae;g__Azoarcus;x__unclassified Azoarcus;s__Azoarcus sp.,WRNU01 sp031282905,,,
GB_GCA_031282905.1,JAITCV010000179.1,1,nif,"K, D, H",6226,10402,-1,"[11, 12, 13]",d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Rhodocyclaceae;g__WRNU01;s__WRNU01 sp031282905,Kenya: Talek,termite gut,d__Bacteria;p__Pseudomonadota;c__Betaproteobacteria;o__Rhodocyclales;f__Zoogloeaceae;g__Azoarcus;s__,d__Bacteria;x__Pseudomonadati;p__Pseudomonadota;c__Betaproteobacteria;o__Rhodocyclales;f__Zoogloeaceae;g__Azoarcus;x__unclassified Azoarcus;s__Azoarcus sp.,WRNU01 sp031282905,,,
GB_GCA_031282925.1,JAITCT010000152.1,1,anf,"O, K, G",1643,4718,-1,"[3, 6, 7]",d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Azobacteroidaceae;g__Azobacteroides;s__Azobacteroides sp031282925,Kenya: Talek,termite gut,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Dysgonomonadaceae;g__;s__,d__Bacteria;x__Pseudomonadati;x__FCB group;x__Bacteroidota/Chlorobiota group;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Dysgonomonadaceae;x__unclassified Dysgonomonadaceae;s__Dysgonamonadaceae bacterium,Azobacteroides sp031282925,,,
GB_GCA_031283085.1,JAITCM010000099.1,1,nif,"K, D, H, E, N",15959,25771,-1,"[18, 19, 22, 23, 25]",d__Bacteria;p__Fibrobacterota;c__Chitinivibrionia;o__Chitinivibrionales;f__Chitinispirillaceae;g__GUT77;s__GUT77 sp031283085,Cameroon: Ebogo II; Mbalmayo,termite gut,d__Bacteria;p__Fibrobacterota;c__Chitinispirillia;o__Chitinispirillales;f__;g__;s__,d__Bacteria;x__Pseudomonadati;x__FCB group;p__Fibrobacterota;c__Chitinispirillia;o__Chitinispirillales;x__unclassified Chitinispirillales;s__Chitinispirillales bacterium,GUT77 sp031283085,,,
GB_GCA_031283515.1,JAITBS010000154.1,1,nif,B,3716,4987,1,[3],d__Bacteria;p__Planctomycetota;c__Planctomycetia;o__Pirellulales;f__Thermoguttaceae;g__WRKP01;s__WRKP01 sp031283515,Cuba: Parque Nacional Topes de Collantes; Sierra del Escambray,termite gut,d__Bacteria;p__Planctomycetota;c__Planctomycetia;o__Planctomycetales;f__Planctomycetaceae;g__;s__,d__Bacteria;x__Pseudomonadati;x__PVC group;p__Planctomycetota;c__Planctomycetia;o__Planctomycetales;f__Planctomycetaceae;x__unclassified Planctomycetaceae;s__Planctomycetaceae bacterium,WRKP01 sp031283515,,,
GB_GCA_031283515.1,JAITBS010000254.1,1,anf,"D, G, K, H, O",729,8240,1,"[5, 6, 7, 2, 10]",d__Bacteria;p__Planctomycetota;c__Planctomycetia;o__Pirellulales;f__Thermoguttaceae;g__WRKP01;s__WRKP01 sp031283515,Cuba: Parque Nacional Topes de Collantes; Sierra del Escambray,termite gut,d__Bacteria;p__Planctomycetota;c__Planctomycetia;o__Planctomycetales;f__Planctomycetaceae;g__;s__,d__Bacteria;x__Pseudomonadati;x__PVC group;p__Planctomycetota;c__Planctomycetia;o__Planctomycetales;f__Planctomycetaceae;x__unclassified Planctomycetaceae;s__Planctomycetaceae bacterium,WRKP01 sp031283515,,,
GB_GCA_031283915.1,JAITAY010000183.1,1,nif,B,5056,6318,-1,[6],d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Tannerella;s__Tannerella sp031283915,Cuba: Parque Nacional Topes de Collantes; Sierra del Escambray,termite gut,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Tannerella;s__,d__Bacteria;x__Pseudomonadati;x__FCB group;x__Bacteroidota/Chlorobiota group;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Tannerella;x__unclassified Tannerella;s__Tannerella sp.,Tannerella sp031283915,,,
GB_GCA_031283915.1,JAITAY010000333.1,1,anf,"O, K, G, D, H",100,6805,-1,"[1, 4, 5, 6, 9]",d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Tannerella;s__Tannerella sp031283915,Cuba: Parque Nacional Topes de Collantes; Sierra del Escambray,termite gut,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Tannerella;s__,d__Bacteria;x__Pseudomonadati;x__FCB group;x__Bacteroidota/Chlorobiota group;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Tannerella;x__unclassified Tannerella;s__Tannerella sp.,Tannerella sp031283915,,,
GB_GCA_031283915.1,JAITAY010000378.1,1,nif,"D, H, K",96,4776,-1,"[2, 5, 1]",d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Tannerella;s__Tannerella sp031283915,Cuba: Parque Nacional Topes de Collantes; Sierra del Escambray,termite gut,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Tannerella;s__,d__Bacteria;x__Pseudomonadati;x__FCB group;x__Bacteroidota/Chlorobiota group;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Tannerella;x__unclassified Tannerella;s__Tannerella sp.,Tannerella sp031283915,,,
GB_GCA_031284085.1,JAITAM010000073.1,1,nif,"H, B, K, D",2065,7219,-1,"[3, 5, 6, 7]",d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Treponematales;f__Breznakiellaceae;g__BOBG01;s__BOBG01 sp031284085,Cuba: Parque Nacional Topes de Collantes; Sierra del Escambray,termite gut,d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Spirochaetales;f__Spirochaetaceae;g__;s__,d__Bacteria;x__Pseudomonadati;p__Spirochaetota;c__Spirochaetia;o__Spirochaetales;f__Spirochaetaceae;x__unclassified Spirochaetaceae;s__Spirochaetaceae bacterium,BOBG01 sp031284085,,,
GB_GCA_031284445.1,JAISZW010000047.1,1,nif,B,3845,4714,1,[7],d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanovirga;s__Methanovirga basalitermitum,Cuba: Parque Nacional Topes de Collantes; Sierra del Escambray,termite gut,d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Candidatus Methanovirga;s__Candidatus Methanovirga basalitermitum,d__Archaea;x__Methanobacteriati;p__Methanobacteriota;x__Methanomada group;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Candidatus Methanovirga;s__Candidatus Methanovirga basalitermitum,Methanovirga basalitermitum,,,
GB_GCA_031284445.1,JAISZW010000195.1,1,nif,"H, D, K, E, K",21606,29194,1,"[13, 16, 17, 18, 19]",d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanovirga;s__Methanovirga basalitermitum,Cuba: Parque Nacional Topes de Collantes; Sierra del Escambray,termite gut,d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Candidatus Methanovirga;s__Candidatus Methanovirga basalitermitum,d__Archaea;x__Methanobacteriati;p__Methanobacteriota;x__Methanomada group;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Candidatus Methanovirga;s__Candidatus Methanovirga basalitermitum,Methanovirga basalitermitum,,,
GB_GCA_031284475.1,JAISZV010000315.1,1,nif,"E, N, K, D, H",302,7973,-1,"[3, 2, 4, 5, 8]",d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Dysgonomonadaceae;g__Proteiniphilum;s__Proteiniphilum sp031284475,Cuba: Parque Nacional Topes de Collantes; Sierra del Escambray,termite gut,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Dysgonomonadaceae;g__Proteiniphilum;s__,d__Bacteria;x__Pseudomonadati;x__FCB group;x__Bacteroidota/Chlorobiota group;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Dysgonomonadaceae;g__Proteiniphilum;x__unclassified Proteiniphilum;s__Proteiniphilum sp.,Proteiniphilum sp031284475,,,
GB_GCA_031284475.1,JAISZV010000328.1,1,nif,B,1,1098,1,[1],d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Dysgonomonadaceae;g__Proteiniphilum;s__Proteiniphilum sp031284475,Cuba: Parque Nacional Topes de Collantes; Sierra del Escambray,termite gut,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Dysgonomonadaceae;g__Proteiniphilum;s__,d__Bacteria;x__Pseudomonadati;x__FCB group;x__Bacteroidota/Chlorobiota group;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Dysgonomonadaceae;g__Proteiniphilum;x__unclassified Proteiniphilum;s__Proteiniphilum sp.,Proteiniphilum sp031284475,,,
GB_GCA_031284485.1,JAISZT010000070.1,1,nif,"K, D, H, O, N, E",4072,14984,-1,"[10, 11, 14, 5, 8, 9]",d__Bacteria;p__Desulfobacterota;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Desulfovibrio;s__Desulfovibrio sp031284485,Cuba: Parque Nacional Topes de Collantes; Sierra del Escambray,termite gut,d__Bacteria;p__Thermodesulfobacteriota;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Desulfovibrio;s__,d__Bacteria;x__Pseudomonadati;p__Thermodesulfobacteriota;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Desulfovibrio;x__unclassified Desulfovibrio;s__Desulfovibrio sp.,Desulfovibrio sp031284485,,,
GB_GCA_031284485.1,JAISZT010000077.1,1,nif,B,13662,14693,-1,[14],d__Bacteria;p__Desulfobacterota;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Desulfovibrio;s__Desulfovibrio sp031284485,Cuba: Parque Nacional Topes de Collantes; Sierra del Escambray,termite gut,d__Bacteria;p__Thermodesulfobacteriota;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Desulfovibrio;s__,d__Bacteria;x__Pseudomonadati;p__Thermodesulfobacteriota;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Desulfovibrio;x__unclassified Desulfovibrio;s__Desulfovibrio sp.,Desulfovibrio sp031284485,,,
GB_GCA_031286975.1,JAITTM010000102.1,1,nif,"K, E, D, H",2,5922,-1,"[2, 1, 3, 6]",d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__UBA8131;g__JAITTM01;s__JAITTM01 sp031286975,Germany: BAM Federal Institute for Materials Research and Testing; Berlin,termite gut,d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__;g__;s__,d__Bacteria;x__Bacillati;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;x__unclassified Coriobacteriales;s__Coriobacteriales bacterium,JAITTM01 sp031286975,,,
GB_GCA_031286975.1,JAITTM010000127.1,1,nif,B,2017,2955,-1,[3],d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__UBA8131;g__JAITTM01;s__JAITTM01 sp031286975,Germany: BAM Federal Institute for Materials Research and Testing; Berlin,termite gut,d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__;g__;s__,d__Bacteria;x__Bacillati;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;x__unclassified Coriobacteriales;s__Coriobacteriales bacterium,JAITTM01 sp031286975,,,
GB_GCA_031287525.1,JAITSU010000090.1,1,nif,"N, E, K, D, H",47389,60996,-1,"[55, 56, 64, 65, 66]",d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Rhodocyclaceae;g__Azovibrio;s__Azovibrio sp031287525,Germany: BAM Federal Institute for Materials Research and Testing; Berlin,termite gut,d__Bacteria;p__Pseudomonadota;c__Betaproteobacteria;o__Rhodocyclales;f__Zoogloeaceae;g__;s__,d__Bacteria;x__Pseudomonadati;p__Pseudomonadota;c__Betaproteobacteria;o__Rhodocyclales;f__Zoogloeaceae;x__unclassified Zoogloeaceae;s__Zoogloeaceae bacterium,Azovibrio sp031287525,,,
GB_GCA_031287525.1,JAITSU010000090.1,2,nif,B,13167,14753,1,[13],d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Rhodocyclaceae;g__Azovibrio;s__Azovibrio sp031287525,Germany: BAM Federal Institute for Materials Research and Testing; Berlin,termite gut,d__Bacteria;p__Pseudomonadota;c__Betaproteobacteria;o__Rhodocyclales;f__Zoogloeaceae;g__;s__,d__Bacteria;x__Pseudomonadati;p__Pseudomonadota;c__Betaproteobacteria;o__Rhodocyclales;f__Zoogloeaceae;x__unclassified Zoogloeaceae;s__Zoogloeaceae bacterium,Azovibrio sp031287525,,,
GB_GCA_031287565.1,JAITSS010000046.1,1,nif,"K, D, H",27346,31978,-1,"[30, 31, 34]",d__Bacteria;p__Desulfobacterota;c__Desulfobulbia;o__Desulfobulbales;f__Desulfocapsaceae;g__UBA8130;s__UBA8130 sp031287565,Germany: BAM Federal Institute for Materials Research and Testing; Berlin,termite gut,d__Bacteria;p__Thermodesulfobacteriota;c__Desulfobulbia;o__Desulfobulbales;f__Desulfobulbaceae;g__;s__,d__Bacteria;x__Pseudomonadati;p__Thermodesulfobacteriota;c__Desulfobulbia;o__Desulfobulbales;f__Desulfobulbaceae;x__unclassified Desulfobulbaceae;s__Desulfobulbaceae bacterium,UBA8130 sp031287565,,,
GB_GCA_031287575.1,JAITSV010000032.1,1,nif,B,74242,75750,-1,[80],d__Bacteria;p__Desulfobacterota;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Cupidesulfovibrio;s__Cupidesulfovibrio sp031287575,Germany: BAM Federal Institute for Materials Research and Testing; Berlin,termite gut,d__Bacteria;p__Thermodesulfobacteriota;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Desulfovibrio;s__,d__Bacteria;x__Pseudomonadati;p__Thermodesulfobacteriota;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Desulfovibrio;x__unclassified Desulfovibrio;s__Desulfovibrio sp.,Cupidesulfovibrio sp031287575,,,
GB_GCA_031287575.1,JAITSV010000032.1,2,vnf,"H, D, G, K",64843,70167,1,"[71, 74, 75, 76]",d__Bacteria;p__Desulfobacterota;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Cupidesulfovibrio;s__Cupidesulfovibrio sp031287575,Germany: BAM Federal Institute for Materials Research and Testing; Berlin,termite gut,d__Bacteria;p__Thermodesulfobacteriota;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Desulfovibrio;s__,d__Bacteria;x__Pseudomonadati;p__Thermodesulfobacteriota;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Desulfovibrio;x__unclassified Desulfovibrio;s__Desulfovibrio sp.,Cupidesulfovibrio sp031287575,,,
GB_GCA_031287575.1,JAITSV010000075.1,1,nif,B,39192,40160,-1,[30],d__Bacteria;p__Desulfobacterota;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Cupidesulfovibrio;s__Cupidesulfovibrio sp031287575,Germany: BAM Federal Institute for Materials Research and Testing; Berlin,termite gut,d__Bacteria;p__Thermodesulfobacteriota;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Desulfovibrio;s__,d__Bacteria;x__Pseudomonadati;p__Thermodesulfobacteriota;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Desulfovibrio;x__unclassified Desulfovibrio;s__Desulfovibrio sp.,Cupidesulfovibrio sp031287575,,,
GB_GCA_031287575.1,JAITSV010000076.1,1,nif,"H, N, E, B, B, K, D",46,11548,-1,"[10, 2, 3, 1, 5, 6, 7]",d__Bacteria;p__Desulfobacterota;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Cupidesulfovibrio;s__Cupidesulfovibrio sp031287575,Germany: BAM Federal Institute for Materials Research and Testing; Berlin,termite gut,d__Bacteria;p__Thermodesulfobacteriota;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Desulfovibrio;s__,d__Bacteria;x__Pseudomonadati;p__Thermodesulfobacteriota;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Desulfovibrio;x__unclassified Desulfovibrio;s__Desulfovibrio sp.,Cupidesulfovibrio sp031287575,,,
GB_GCA_031287685.1,JAITSQ010000030.1,1,nif,"H, B, K, D",15786,25676,-1,"[13, 18, 20, 21]",d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__WQUN01;g__JAITSQ01;s__JAITSQ01 sp031287685,Germany: BAM Federal Institute for Materials Research and Testing; Berlin,termite gut,d__Bacteria;p__Bacillota;c__Clostridia;o__Eubacteriales;f__;g__;s__,d__Bacteria;x__Bacillati;p__Bacillota;c__Clostridia;o__Eubacteriales;x__unclassified Eubacteriales;s__Clostridiales bacterium,JAITSQ01 sp031287685,,,
GB_GCA_031288175.1,JAITRW010000001.1,1,nif,"N, E, K, D, H",2931,10389,-1,"[6, 7, 8, 9, 12]",d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__JAITAD01;s__JAITAD01 sp031288175,Cameroon: Ebogo II; Mbalmayo,termite gut,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__;s__,d__Bacteria;x__Pseudomonadati;x__FCB group;x__Bacteroidota/Chlorobiota group;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;x__unclassified Tannerellaceae;s__Tannerellaceae bacterium,JAITAD01 sp031288175,,,
GB_GCA_031288175.1,JAITRW010000029.1,1,nif,B,47174,48418,1,[35],d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__JAITAD01;s__JAITAD01 sp031288175,Cameroon: Ebogo II; Mbalmayo,termite gut,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__;s__,d__Bacteria;x__Pseudomonadati;x__FCB group;x__Bacteroidota/Chlorobiota group;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;x__unclassified Tannerellaceae;s__Tannerellaceae bacterium,JAITAD01 sp031288175,,,
GB_GCA_031288185.1,JAITRZ010000035.1,1,nif,"H, D, K, B",13736,19447,1,"[12, 13, 14, 16]",d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__UBA8131;g__JAITDU01;s__JAITDU01 sp031288185,Cameroon: Ebogo II; Mbalmayo,termite gut,d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__;g__;s__,d__Bacteria;x__Bacillati;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;x__unclassified Coriobacteriales;s__Coriobacteriales bacterium,JAITDU01 sp031288185,,,
GB_GCA_031288415.1,JAITRL010000028.1,1,nif,"K, E, N, H, D",6792,16850,1,"[10, 11, 12, 6, 9]",d__Bacteria;p__Desulfobacterota;c__Desulfarculia;o__Adiutricales;f__Adiutricaceae;g__JAIRZX01;s__JAIRZX01 sp031288415,Cameroon: Ebogo II; Mbalmayo,termite gut,d__Bacteria;p__Myxococcota;c__Myxococcia;o__;f__;g__;s__,d__Bacteria;x__Pseudomonadati;p__Myxococcota;c__Myxococcia;x__unclassified Myxococcia;s__Deltaproteobacteria bacterium,JAIRZX01 sp031288415,,,
GB_GCA_031288415.1,JAITRL010000323.1,1,anf,"OO, H, D, G, K",3455,14130,1,"[13, 3, 6, 7, 8]",d__Bacteria;p__Desulfobacterota;c__Desulfarculia;o__Adiutricales;f__Adiutricaceae;g__JAIRZX01;s__JAIRZX01 sp031288415,Cameroon: Ebogo II; Mbalmayo,termite gut,d__Bacteria;p__Myxococcota;c__Myxococcia;o__;f__;g__;s__,d__Bacteria;x__Pseudomonadati;p__Myxococcota;c__Myxococcia;x__unclassified Myxococcia;s__Deltaproteobacteria bacterium,JAIRZX01 sp031288415,,,
GB_GCA_031288415.1,JAITRL010000323.1,1,nif,B,11034,11990,1,[11],d__Bacteria;p__Desulfobacterota;c__Desulfarculia;o__Adiutricales;f__Adiutricaceae;g__JAIRZX01;s__JAIRZX01 sp031288415,Cameroon: Ebogo II; Mbalmayo,termite gut,d__Bacteria;p__Myxococcota;c__Myxococcia;o__;f__;g__;s__,d__Bacteria;x__Pseudomonadati;p__Myxococcota;c__Myxococcia;x__unclassified Myxococcia;s__Deltaproteobacteria bacterium,JAIRZX01 sp031288415,,,
GB_GCA_031288475.1,JAITRJ010000007.1,1,nif,"K, E, N, B, H, D",7144,15780,1,"[14, 15, 16, 17, 10, 13]",d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__SZUA-545;g__JAIRKM01;s__JAIRKM01 sp031288475,Cameroon: Ebogo II; Mbalmayo,termite gut,d__Bacteria;p__Campylobacterota;c__Epsilonproteobacteria;o__Campylobacterales;f__Helicobacteraceae;g__;s__,d__Bacteria;x__Pseudomonadati;p__Campylobacterota;c__Epsilonproteobacteria;o__Campylobacterales;f__Helicobacteraceae;x__unclassified Helicobacteraceae;s__Helicobacteraceae bacterium,JAIRKM01 sp031288475,,,
