GenomeID,Gene,Hit,E-value,Bit Score,Bias,Domain Start,Domain End,Location,Orientation,Flag_Bias,contig,pos_num,operon,top_hit,GTDB
GB_GCA_000145985.1,nifB,CP002098.1_844_A,0.00016,17.0,0.0,4,127,794164-794562,1,0,CP002098.1,844,2,nifB,d__Archaea;p__Thermoproteota;c__Thermoprotei_A;o__Sulfolobales;f__Ignisphaeraceae;g__Ignisphaera;s__Ignisphaera aggregans
GB_GCA_028678965.1,nifN,JAJRCM010000168.1_7_A,9.6e-24,79.9,0.1,5,314,4650-5696,1,0,JAJRCM010000168.1,7,1,nifE,d__Archaea;p__Halobacteriota;c__Methanomicrobia;o__Methanomicrobiales;f__JACTUA01;g__JAJRCM01;s__JAJRCM01 sp028678965
GB_GCA_028678965.1,nifE,JAJRCM010000168.1_8_A,1.2e-12,43.5,3.9,7,147,5683-6813,1,0,JAJRCM010000168.1,8,1,nifN,d__Archaea;p__Halobacteriota;c__Methanomicrobia;o__Methanomicrobiales;f__JACTUA01;g__JAJRCM01;s__JAJRCM01 sp028678965
GB_GCA_028678965.1,nifK,JAJRCM010000168.1_8_A,5.8e-14,47.9,0.0,2,195,5683-6813,1,0,JAJRCM010000168.1,8,1,nifN,d__Archaea;p__Halobacteriota;c__Methanomicrobia;o__Methanomicrobiales;f__JACTUA01;g__JAJRCM01;s__JAJRCM01 sp028678965
GB_GCA_028678965.1,nifD,JAJRCM010000168.1_8_A,7.2e-06,21.0,1.4,8,132,5683-6813,1,0,JAJRCM010000168.1,8,1,nifN,d__Archaea;p__Halobacteriota;c__Methanomicrobia;o__Methanomicrobiales;f__JACTUA01;g__JAJRCM01;s__JAJRCM01 sp028678965
GB_GCA_028678965.1,nifK,JAJRCM010000168.1_8_B,1.5e-05,20.2,0.0,287,376,5683-6813,1,0,JAJRCM010000168.1,8,1,nifN,d__Archaea;p__Halobacteriota;c__Methanomicrobia;o__Methanomicrobiales;f__JACTUA01;g__JAJRCM01;s__JAJRCM01 sp028678965
GB_GCA_028678965.1,nifN,JAJRCM010000168.1_8_A,1.3e-15,53.2,0.1,0,182,5683-6813,1,0,JAJRCM010000168.1,8,1,nifN,d__Archaea;p__Halobacteriota;c__Methanomicrobia;o__Methanomicrobiales;f__JACTUA01;g__JAJRCM01;s__JAJRCM01 sp028678965
GB_GCA_028678965.1,nifN,JAJRCM010000168.1_8_B,1.9e-06,22.9,0.0,181,376,5683-6813,1,0,JAJRCM010000168.1,8,1,nifN,d__Archaea;p__Halobacteriota;c__Methanomicrobia;o__Methanomicrobiales;f__JACTUA01;g__JAJRCM01;s__JAJRCM01 sp028678965
GB_GCA_028679035.1,nifB,JAJRCL010000037.1_12_A,1.9e-07,26.3,3.3,5,215,8434-9324,1,1,JAJRCL010000037.1,12,1,nifB,d__Archaea;p__Halobacteriota;c__Methanomicrobia;o__Methanomicrobiales;f__JACTUA01;g__JAJRCL01;s__JAJRCL01 sp028679035
GB_GCA_028679035.1,nifB,JAJRCL010000192.1_5_A,2.5e-108,359.0,1.5,24,310,2791-3735,-1,0,JAJRCL010000192.1,5,1,nifB,d__Archaea;p__Halobacteriota;c__Methanomicrobia;o__Methanomicrobiales;f__JACTUA01;g__JAJRCL01;s__JAJRCL01 sp028679035
GB_GCA_028679035.1,nifB,JAJRCL010000192.1_3_A,1.6e-07,26.6,0.0,25,209,1240-2235,1,0,JAJRCL010000192.1,3,2,nifB,d__Archaea;p__Halobacteriota;c__Methanomicrobia;o__Methanomicrobiales;f__JACTUA01;g__JAJRCL01;s__JAJRCL01 sp028679035
GB_GCA_028679075.1,nifB,JAJRCF010000001.1_125_A,7.7e-10,34.9,1.1,5,223,134342-135220,-1,0,JAJRCF010000001.1,125,1,nifB,d__Archaea;p__Halobacteriota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanospirillaceae;g__Methanoregula;s__Methanoregula sp028679075
GB_GCA_028679075.1,nifB,JAJRCF010000003.1_67_A,6.1e-106,351.9,4.8,7,293,66276-67169,1,0,JAJRCF010000003.1,67,1,nifB,d__Archaea;p__Halobacteriota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanospirillaceae;g__Methanoregula;s__Methanoregula sp028679075
GB_GCA_028679075.1,nifD,JAJRCF010000023.1_24_A,2.9e-05,19.8,1.0,8,119,19666-20787,-1,0,JAJRCF010000023.1,24,1,nifN,d__Archaea;p__Halobacteriota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanospirillaceae;g__Methanoregula;s__Methanoregula sp028679075
GB_GCA_028679075.1,nifE,JAJRCF010000023.1_24_A,9.5e-12,41.4,5.7,7,163,19666-20787,-1,1,JAJRCF010000023.1,24,1,nifN,d__Archaea;p__Halobacteriota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanospirillaceae;g__Methanoregula;s__Methanoregula sp028679075
GB_GCA_028679075.1,nifK,JAJRCF010000023.1_24_A,1.7e-12,43.9,0.2,3,191,19666-20787,-1,0,JAJRCF010000023.1,24,1,nifN,d__Archaea;p__Halobacteriota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanospirillaceae;g__Methanoregula;s__Methanoregula sp028679075
GB_GCA_028679075.1,nifN,JAJRCF010000023.1_24_A,9.4e-19,64.3,0.1,1,169,19666-20787,-1,0,JAJRCF010000023.1,24,1,nifN,d__Archaea;p__Halobacteriota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanospirillaceae;g__Methanoregula;s__Methanoregula sp028679075
GB_GCA_028679075.1,nifE,JAJRCF010000023.1_25_A,1.1e-46,156.9,0.0,6,295,20780-21820,-1,0,JAJRCF010000023.1,25,1,nifE,d__Archaea;p__Halobacteriota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanospirillaceae;g__Methanoregula;s__Methanoregula sp028679075
GB_GCA_028679075.1,nifK,JAJRCF010000023.1_25_A,5e-15,52.3,0.0,5,285,20780-21820,-1,0,JAJRCF010000023.1,25,1,nifE,d__Archaea;p__Halobacteriota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanospirillaceae;g__Methanoregula;s__Methanoregula sp028679075
GB_GCA_028679075.1,nifN,JAJRCF010000023.1_25_A,3.4e-28,95.4,0.0,1,294,20780-21820,-1,0,JAJRCF010000023.1,25,1,nifE,d__Archaea;p__Halobacteriota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanospirillaceae;g__Methanoregula;s__Methanoregula sp028679075
GB_GCA_028679075.1,nifD,JAJRCF010000023.1_25_A,4.5e-32,108.2,0.0,8,287,20780-21820,-1,0,JAJRCF010000023.1,25,1,nifE,d__Archaea;p__Halobacteriota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanospirillaceae;g__Methanoregula;s__Methanoregula sp028679075
GB_GCA_028679075.1,nifH,JAJRCF010000023.1_26_A,1.5e-123,409.2,0.2,0,270,21786-22598,-1,0,JAJRCF010000023.1,26,1,nifH,d__Archaea;p__Halobacteriota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanospirillaceae;g__Methanoregula;s__Methanoregula sp028679075
GB_GCA_028679075.1,nifD,JAJRCF010000030.1_1_A,1.8e-14,50.2,0.0,3,389,1-1209,1,0,JAJRCF010000030.1,1,1,nifK,d__Archaea;p__Halobacteriota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanospirillaceae;g__Methanoregula;s__Methanoregula sp028679075
GB_GCA_028679075.1,nifE,JAJRCF010000030.1_1_A,1e-21,74.3,0.0,10,150,1-1209,1,0,JAJRCF010000030.1,1,1,nifK,d__Archaea;p__Halobacteriota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanospirillaceae;g__Methanoregula;s__Methanoregula sp028679075
GB_GCA_028679075.1,nifE,JAJRCF010000030.1_1_B,3.3e-05,19.8,0.0,160,389,1-1209,1,0,JAJRCF010000030.1,1,1,nifE,d__Archaea;p__Halobacteriota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanospirillaceae;g__Methanoregula;s__Methanoregula sp028679075
GB_GCA_028679075.1,nifK,JAJRCF010000030.1_1_A,1.4e-154,512.5,0.0,0,402,1-1209,1,0,JAJRCF010000030.1,1,1,nifK,d__Archaea;p__Halobacteriota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanospirillaceae;g__Methanoregula;s__Methanoregula sp028679075
GB_GCA_028679075.1,nifN,JAJRCF010000030.1_1_A,8.5e-107,354.6,0.0,0,398,1-1209,1,0,JAJRCF010000030.1,1,1,nifK,d__Archaea;p__Halobacteriota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanospirillaceae;g__Methanoregula;s__Methanoregula sp028679075
GB_GCA_028679075.1,nifK,JAJRCF010000030.1_2_B,8.3e-09,31.7,0.0,226,445,1234-2613,1,0,JAJRCF010000030.1,2,1,nifK,d__Archaea;p__Halobacteriota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanospirillaceae;g__Methanoregula;s__Methanoregula sp028679075
GB_GCA_028679075.1,nifE,JAJRCF010000030.1_2_A,4.4e-188,623.9,0.9,8,458,1234-2613,1,0,JAJRCF010000030.1,2,1,nifE,d__Archaea;p__Halobacteriota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanospirillaceae;g__Methanoregula;s__Methanoregula sp028679075
GB_GCA_028679075.1,nifD,JAJRCF010000030.1_2_A,6.3e-133,440.9,0.1,9,458,1234-2613,1,0,JAJRCF010000030.1,2,1,nifE,d__Archaea;p__Halobacteriota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanospirillaceae;g__Methanoregula;s__Methanoregula sp028679075
GB_GCA_028679075.1,nifN,JAJRCF010000030.1_2_A,7.9e-42,140.4,0.2,32,441,1234-2613,1,0,JAJRCF010000030.1,2,1,nifE,d__Archaea;p__Halobacteriota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanospirillaceae;g__Methanoregula;s__Methanoregula sp028679075
GB_GCA_028679075.1,nifK,JAJRCF010000030.1_2_A,2e-25,86.6,0.1,36,236,1234-2613,1,0,JAJRCF010000030.1,2,1,nifE,d__Archaea;p__Halobacteriota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanospirillaceae;g__Methanoregula;s__Methanoregula sp028679075
GB_GCA_028679075.1,nifD,JAJRCF010000030.1_3_A,3.7e-10,36.0,0.0,17,197,2613-4004,1,0,JAJRCF010000030.1,3,1,nifN,d__Archaea;p__Halobacteriota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanospirillaceae;g__Methanoregula;s__Methanoregula sp028679075
GB_GCA_028679075.1,nifE,JAJRCF010000030.1_3_A,1.1e-17,61.1,0.1,11,200,2613-4004,1,0,JAJRCF010000030.1,3,1,nifN,d__Archaea;p__Halobacteriota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanospirillaceae;g__Methanoregula;s__Methanoregula sp028679075
GB_GCA_028679075.1,nifK,JAJRCF010000030.1_3_A,2.9e-110,366.3,0.0,6,454,2613-4004,1,0,JAJRCF010000030.1,3,1,nifN,d__Archaea;p__Halobacteriota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanospirillaceae;g__Methanoregula;s__Methanoregula sp028679075
GB_GCA_028679075.1,nifE,JAJRCF010000030.1_3_C,0.00018,17.4,0.0,324,451,2613-4004,1,0,JAJRCF010000030.1,3,1,nifE,d__Archaea;p__Halobacteriota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanospirillaceae;g__Methanoregula;s__Methanoregula sp028679075
GB_GCA_028679075.1,nifN,JAJRCF010000030.1_3_A,2.6e-137,455.2,0.0,0,463,2613-4004,1,0,JAJRCF010000030.1,3,1,nifN,d__Archaea;p__Halobacteriota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanospirillaceae;g__Methanoregula;s__Methanoregula sp028679075
GB_GCA_028679075.1,anfO,JAJRCF010000030.1_5_A,4.8e-54,180.0,0.0,3,210,4330-4971,1,0,JAJRCF010000030.1,5,1,anfO,d__Archaea;p__Halobacteriota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanospirillaceae;g__Methanoregula;s__Methanoregula sp028679075
GB_GCA_028679075.1,nifN,JAJRCF010000033.1_1_A,3.9e-29,98.5,1.4,6,94,1-282,-1,0,JAJRCF010000033.1,1,1,nifK,d__Archaea;p__Halobacteriota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanospirillaceae;g__Methanoregula;s__Methanoregula sp028679075
GB_GCA_028679075.1,nifK,JAJRCF010000033.1_1_A,6.6e-44,147.5,1.3,5,94,1-282,-1,0,JAJRCF010000033.1,1,1,nifK,d__Archaea;p__Halobacteriota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanospirillaceae;g__Methanoregula;s__Methanoregula sp028679075
GB_GCA_028679075.1,nifD,JAJRCF010000033.1_2_A,1.7e-204,676.8,0.8,0,540,275-1900,-1,0,JAJRCF010000033.1,2,1,nifD,d__Archaea;p__Halobacteriota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanospirillaceae;g__Methanoregula;s__Methanoregula sp028679075
GB_GCA_028679075.1,nifE,JAJRCF010000033.1_2_A,5.4e-110,365.9,2.2,15,405,275-1900,-1,0,JAJRCF010000033.1,2,1,nifD,d__Archaea;p__Halobacteriota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanospirillaceae;g__Methanoregula;s__Methanoregula sp028679075
GB_GCA_028679075.1,nifK,JAJRCF010000033.1_2_A,5.7e-15,52.1,0.5,43,286,275-1900,-1,0,JAJRCF010000033.1,2,1,nifD,d__Archaea;p__Halobacteriota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanospirillaceae;g__Methanoregula;s__Methanoregula sp028679075
GB_GCA_028679075.1,nifE,JAJRCF010000033.1_2_B,8.4e-16,54.8,0.0,421,541,275-1900,-1,0,JAJRCF010000033.1,2,1,nifE,d__Archaea;p__Halobacteriota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanospirillaceae;g__Methanoregula;s__Methanoregula sp028679075
GB_GCA_028679075.1,nifN,JAJRCF010000033.1_2_A,1.4e-29,100.0,0.5,51,541,275-1900,-1,0,JAJRCF010000033.1,2,1,nifD,d__Archaea;p__Halobacteriota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanospirillaceae;g__Methanoregula;s__Methanoregula sp028679075
GB_GCA_028679075.1,nifH,JAJRCF010000033.1_5_A,6.1e-137,453.1,0.3,0,275,2717-3544,-1,0,JAJRCF010000033.1,5,1,nifH,d__Archaea;p__Halobacteriota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanospirillaceae;g__Methanoregula;s__Methanoregula sp028679075
GB_GCA_028679185.1,nifD,JAJRBZ010000012.1_3_A,2e-06,23.5,0.4,8,127,1242-2363,-1,0,JAJRBZ010000012.1,3,1,nifN,d__Archaea;p__Halobacteriota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanospirillaceae;g__Methanoregula;s__Methanoregula sp028679185
GB_GCA_028679185.1,nifE,JAJRBZ010000012.1_3_A,8.3e-14,48.0,2.0,7,175,1242-2363,-1,0,JAJRBZ010000012.1,3,1,nifN,d__Archaea;p__Halobacteriota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanospirillaceae;g__Methanoregula;s__Methanoregula sp028679185
GB_GCA_028679185.1,nifK,JAJRBZ010000012.1_3_A,4.7e-13,45.6,0.0,3,190,1242-2363,-1,0,JAJRBZ010000012.1,3,1,nifN,d__Archaea;p__Halobacteriota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanospirillaceae;g__Methanoregula;s__Methanoregula sp028679185
GB_GCA_028679185.1,nifN,JAJRBZ010000012.1_3_A,1.4e-19,66.9,0.0,1,179,1242-2363,-1,0,JAJRBZ010000012.1,3,1,nifN,d__Archaea;p__Halobacteriota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanospirillaceae;g__Methanoregula;s__Methanoregula sp028679185
GB_GCA_028679185.1,nifE,JAJRBZ010000012.1_4_A,3.4e-43,145.1,0.0,10,283,2356-3396,-1,0,JAJRBZ010000012.1,4,1,nifE,d__Archaea;p__Halobacteriota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanospirillaceae;g__Methanoregula;s__Methanoregula sp028679185
GB_GCA_028679185.1,nifK,JAJRBZ010000012.1_4_A,6.4e-12,41.8,0.0,6,206,2356-3396,-1,0,JAJRBZ010000012.1,4,1,nifE,d__Archaea;p__Halobacteriota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanospirillaceae;g__Methanoregula;s__Methanoregula sp028679185
GB_GCA_028679185.1,nifN,JAJRBZ010000012.1_4_A,2.2e-24,82.7,0.1,1,289,2356-3396,-1,0,JAJRBZ010000012.1,4,1,nifE,d__Archaea;p__Halobacteriota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanospirillaceae;g__Methanoregula;s__Methanoregula sp028679185
GB_GCA_028679185.1,nifD,JAJRBZ010000012.1_4_A,7.3e-33,110.7,0.0,4,311,2356-3396,-1,0,JAJRBZ010000012.1,4,1,nifE,d__Archaea;p__Halobacteriota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanospirillaceae;g__Methanoregula;s__Methanoregula sp028679185
GB_GCA_028679185.1,nifH,JAJRBZ010000012.1_5_A,3.4e-121,401.2,0.0,0,271,3362-4177,-1,0,JAJRBZ010000012.1,5,1,nifH,d__Archaea;p__Halobacteriota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanospirillaceae;g__Methanoregula;s__Methanoregula sp028679185
GB_GCA_028679185.1,nifB,JAJRBZ010000058.1_37_A,2.5e-106,353.0,5.4,9,295,30081-30983,1,0,JAJRBZ010000058.1,37,1,nifB,d__Archaea;p__Halobacteriota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanospirillaceae;g__Methanoregula;s__Methanoregula sp028679185
GB_GCA_028679185.1,nifB,JAJRBZ010000074.1_13_A,2.4e-05,19.9,0.4,4,221,8756-9634,1,0,JAJRBZ010000074.1,13,1,nifB,d__Archaea;p__Halobacteriota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanospirillaceae;g__Methanoregula;s__Methanoregula sp028679185
GB_GCA_028679185.1,nifH,JAJRBZ010000082.1_21_A,7.7e-109,360.7,0.1,11,297,14683-15576,-1,0,JAJRBZ010000082.1,21,1,nifH,d__Archaea;p__Halobacteriota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanospirillaceae;g__Methanoregula;s__Methanoregula sp028679185
GB_GCA_028679185.1,nifD,JAJRBZ010000082.1_22_A,8.3e-29,97.3,0.0,23,438,15537-16895,-1,0,JAJRBZ010000082.1,22,1,nifN,d__Archaea;p__Halobacteriota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanospirillaceae;g__Methanoregula;s__Methanoregula sp028679185
GB_GCA_028679185.1,nifK,JAJRBZ010000082.1_22_A,7.4e-26,87.8,0.0,6,451,15537-16895,-1,0,JAJRBZ010000082.1,22,1,nifN,d__Archaea;p__Halobacteriota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanospirillaceae;g__Methanoregula;s__Methanoregula sp028679185
GB_GCA_028679185.1,nifE,JAJRBZ010000082.1_22_A,6.3e-34,114.5,0.0,9,302,15537-16895,-1,0,JAJRBZ010000082.1,22,1,nifN,d__Archaea;p__Halobacteriota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanospirillaceae;g__Methanoregula;s__Methanoregula sp028679185
GB_GCA_028679185.1,nifN,JAJRBZ010000082.1_22_A,2.2e-52,175.0,0.0,9,451,15537-16895,-1,0,JAJRBZ010000082.1,22,1,nifN,d__Archaea;p__Halobacteriota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanospirillaceae;g__Methanoregula;s__Methanoregula sp028679185
GB_GCA_028679185.1,nifD,JAJRBZ010000082.1_23_A,3.5e-49,164.5,0.0,27,359,16876-18297,-1,0,JAJRBZ010000082.1,23,1,nifE,d__Archaea;p__Halobacteriota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanospirillaceae;g__Methanoregula;s__Methanoregula sp028679185
GB_GCA_028679185.1,nifE,JAJRBZ010000082.1_23_A,6.9e-70,233.3,0.0,6,461,16876-18297,-1,0,JAJRBZ010000082.1,23,1,nifE,d__Archaea;p__Halobacteriota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanospirillaceae;g__Methanoregula;s__Methanoregula sp028679185
GB_GCA_028679185.1,nifK,JAJRBZ010000082.1_23_A,1.8e-22,76.6,0.0,17,403,16876-18297,-1,0,JAJRBZ010000082.1,23,1,nifE,d__Archaea;p__Halobacteriota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanospirillaceae;g__Methanoregula;s__Methanoregula sp028679185
GB_GCA_028679185.1,nifN,JAJRBZ010000082.1_23_A,7e-39,130.5,0.0,23,361,16876-18297,-1,0,JAJRBZ010000082.1,23,1,nifE,d__Archaea;p__Halobacteriota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanospirillaceae;g__Methanoregula;s__Methanoregula sp028679185
GB_GCA_028679185.1,nifD,JAJRBZ010000092.1_6_A,3.6e-05,19.3,0.1,9,136,5305-6426,-1,0,JAJRBZ010000092.1,6,1,nifN,d__Archaea;p__Halobacteriota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanospirillaceae;g__Methanoregula;s__Methanoregula sp028679185
GB_GCA_028679185.1,nifE,JAJRBZ010000092.1_6_A,6.8e-13,45.0,5.1,7,173,5305-6426,-1,0,JAJRBZ010000092.1,6,1,nifN,d__Archaea;p__Halobacteriota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanospirillaceae;g__Methanoregula;s__Methanoregula sp028679185
GB_GCA_028679185.1,nifK,JAJRBZ010000092.1_6_B,0.00054,15.7,0.0,281,373,5305-6426,-1,0,JAJRBZ010000092.1,6,1,nifK,d__Archaea;p__Halobacteriota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanospirillaceae;g__Methanoregula;s__Methanoregula sp028679185
GB_GCA_028679185.1,nifK,JAJRBZ010000092.1_6_A,5.3e-11,38.8,0.1,3,200,5305-6426,-1,0,JAJRBZ010000092.1,6,1,nifN,d__Archaea;p__Halobacteriota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanospirillaceae;g__Methanoregula;s__Methanoregula sp028679185
GB_GCA_028679185.1,nifN,JAJRBZ010000092.1_6_A,1.8e-18,63.2,0.0,1,172,5305-6426,-1,0,JAJRBZ010000092.1,6,1,nifN,d__Archaea;p__Halobacteriota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanospirillaceae;g__Methanoregula;s__Methanoregula sp028679185
GB_GCA_028679185.1,nifE,JAJRBZ010000092.1_7_A,4.7e-44,147.9,0.0,10,280,6419-7459,-1,0,JAJRBZ010000092.1,7,1,nifE,d__Archaea;p__Halobacteriota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanospirillaceae;g__Methanoregula;s__Methanoregula sp028679185
GB_GCA_028679185.1,nifK,JAJRBZ010000092.1_7_A,4.4e-14,49.0,0.0,9,212,6419-7459,-1,0,JAJRBZ010000092.1,7,1,nifE,d__Archaea;p__Halobacteriota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanospirillaceae;g__Methanoregula;s__Methanoregula sp028679185
GB_GCA_028679185.1,nifD,JAJRBZ010000092.1_7_A,5.9e-34,114.3,0.0,5,289,6419-7459,-1,0,JAJRBZ010000092.1,7,1,nifE,d__Archaea;p__Halobacteriota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanospirillaceae;g__Methanoregula;s__Methanoregula sp028679185
GB_GCA_028679185.1,nifN,JAJRBZ010000092.1_7_A,7.2e-28,94.2,0.0,0,291,6419-7459,-1,0,JAJRBZ010000092.1,7,1,nifE,d__Archaea;p__Halobacteriota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanospirillaceae;g__Methanoregula;s__Methanoregula sp028679185
GB_GCA_028679185.1,nifH,JAJRBZ010000092.1_8_A,1.9e-118,392.2,0.0,0,270,7425-8237,-1,0,JAJRBZ010000092.1,8,1,nifH,d__Archaea;p__Halobacteriota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanospirillaceae;g__Methanoregula;s__Methanoregula sp028679185
GB_GCA_028679275.1,nifH,JAJRBV010000009.1_2_A,1.7e-122,404.6,0.1,0,271,1545-2363,1,0,JAJRBV010000009.1,2,1,nifH,d__Archaea;p__Halobacteriota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanospirillaceae;g__UBA9949;s__UBA9949 sp028679275
GB_GCA_028679275.1,nifD,JAJRBV010000009.1_3_A,4.3e-32,107.2,0.0,2,312,2344-3357,1,0,JAJRBV010000009.1,3,1,nifE,d__Archaea;p__Halobacteriota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanospirillaceae;g__UBA9949;s__UBA9949 sp028679275
GB_GCA_028679275.1,nifK,JAJRBV010000009.1_3_A,1.5e-19,66.1,0.2,3,191,2344-3357,1,0,JAJRBV010000009.1,3,1,nifE,d__Archaea;p__Halobacteriota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanospirillaceae;g__UBA9949;s__UBA9949 sp028679275
GB_GCA_028679275.1,nifE,JAJRBV010000009.1_3_A,1.5e-41,138.8,0.0,1,304,2344-3357,1,0,JAJRBV010000009.1,3,1,nifE,d__Archaea;p__Halobacteriota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanospirillaceae;g__UBA9949;s__UBA9949 sp028679275
GB_GCA_028679275.1,nifN,JAJRBV010000009.1_3_A,1.1e-26,89.4,0.3,0,274,2344-3357,1,0,JAJRBV010000009.1,3,1,nifE,d__Archaea;p__Halobacteriota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanospirillaceae;g__UBA9949;s__UBA9949 sp028679275
GB_GCA_028679275.1,nifD,JAJRBV010000009.1_4_A,1.2e-07,26.6,0.8,5,188,3350-4057,1,0,JAJRBV010000009.1,4,1,nifE,d__Archaea;p__Halobacteriota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanospirillaceae;g__UBA9949;s__UBA9949 sp028679275
GB_GCA_028679275.1,nifE,JAJRBV010000009.1_4_A,1.4e-17,59.6,1.0,5,187,3350-4057,1,0,JAJRBV010000009.1,4,1,nifE,d__Archaea;p__Halobacteriota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanospirillaceae;g__UBA9949;s__UBA9949 sp028679275
GB_GCA_028679275.1,nifK,JAJRBV010000009.1_4_A,3.9e-08,28.5,0.0,6,180,3350-4057,1,0,JAJRBV010000009.1,4,1,nifE,d__Archaea;p__Halobacteriota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanospirillaceae;g__UBA9949;s__UBA9949 sp028679275
GB_GCA_028679275.1,nifN,JAJRBV010000009.1_4_A,7.4e-14,47.1,0.1,6,167,3350-4057,1,0,JAJRBV010000009.1,4,1,nifE,d__Archaea;p__Halobacteriota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanospirillaceae;g__UBA9949;s__UBA9949 sp028679275
GB_GCA_028679315.1,nifD,JAJRBU010000006.1_23_A,6.9e-06,21.8,0.2,6,190,24637-25767,-1,0,JAJRBU010000006.1,23,1,nifN,d__Archaea;p__Halobacteriota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanospirillaceae;g__UBA9949;s__UBA9949 sp028679315
GB_GCA_028679315.1,nifE,JAJRBU010000006.1_23_A,1.6e-13,47.2,2.0,5,187,24637-25767,-1,0,JAJRBU010000006.1,23,1,nifN,d__Archaea;p__Halobacteriota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanospirillaceae;g__UBA9949;s__UBA9949 sp028679315
GB_GCA_028679315.1,nifK,JAJRBU010000006.1_23_A,4.6e-08,29.2,0.1,1,175,24637-25767,-1,0,JAJRBU010000006.1,23,1,nifN,d__Archaea;p__Halobacteriota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanospirillaceae;g__UBA9949;s__UBA9949 sp028679315
