,hit,contig,score
RS_GCF_000687555.1,NZ_JHWJ01000012.1_115_A,NZ_JHWJ01000012.1_115,0
RS_GCF_000807255.1,NZ_CP009268.1_264_A,NZ_CP009268.1_264,0
RS_GCF_001263355.1,NZ_LGYO01000022.1_261_A,NZ_LGYO01000022.1_261,0
RS_GCF_001611555.1,NZ_LSGP01000001.1_121_A,NZ_LSGP01000001.1_121,0
RS_GCF_001877035.1,NZ_CP015756.1_1242_A,NZ_CP015756.1_1242,0
RS_GCF_002029255.1,NZ_MZGT01000078.1_4_A,NZ_MZGT01000078.1_4,0
RS_GCF_002257705.2,NZ_CP155573.1_4983_A,NZ_CP155573.1_4983,0
RS_GCF_002933875.1,NZ_BFAV01000157.1_123_A,NZ_BFAV01000157.1_123,0
RS_GCF_003182475.1,NZ_QGTS01000007.1_177_A,NZ_QGTS01000007.1_177,0
RS_GCF_003833015.1,NZ_RJLQ01000001.1_16_A,NZ_RJLQ01000001.1_16,0
RS_GCF_004309735.1,NZ_SIXC01000007.1_111_A,NZ_SIXC01000007.1_111,0
RS_GCF_005144475.1,NZ_SWJZ01000010.1_24_A,NZ_SWJZ01000010.1_24,0
RS_GCF_007830255.1,NZ_VLKG01000004.1_29_A,NZ_VLKG01000004.1_29,0
RS_GCF_008630065.1,NZ_VWPL01000005.1_55_A,NZ_VWPL01000005.1_55,0
RS_GCF_009928485.1,NZ_JAABNP010000002.1_178_A,NZ_JAABNP010000002.1_178,0
RS_GCF_013036995.1,NZ_JAAOXG010000093.1_3_A,NZ_JAAOXG010000093.1_3,0
RS_GCF_014203125.1,NZ_JACHIH010000003.1_51_A,NZ_JACHIH010000003.1_51,0
RS_GCF_015762685.1,NZ_PEHF01000066.1_124_A,NZ_PEHF01000066.1_124,0
RS_GCF_017569925.1,NZ_CP050854.1_833_A,NZ_CP050854.1_833,0
RS_GCF_018861295.1,NZ_JAHLDM010000008.1_61_A,NZ_JAHLDM010000008.1_61,0
RS_GCF_019207025.1,NZ_JAEEGC010000053.1_7_A,NZ_JAEEGC010000053.1_7,0
RS_GCF_020443705.1,NZ_JAIZZK010000006.1_121_A,NZ_JAIZZK010000006.1_121,0
RS_GCF_022410535.1,NZ_JAKNBL010000052.1_10_A,NZ_JAKNBL010000052.1_10,0
RS_GCF_024692365.1,NZ_JAILMR010000036.1_45_A,NZ_JAILMR010000036.1_45,0
RS_GCF_026723765.1,NZ_CP113524.1_3255_A,NZ_CP113524.1_3255,0
RS_GCF_030542965.1,NZ_JAUAOA010000004.1_135_A,NZ_JAUAOA010000004.1_135,0
RS_GCF_031954385.1,NZ_JAUSUY010000008.1_76_A,NZ_JAUSUY010000008.1_76,0
RS_GCF_033342255.1,NZ_JAWONS010000290.1_64_A,NZ_JAWONS010000290.1_64,0
RS_GCF_036404135.1,NZ_DASWPE010000143.1_2_A,NZ_DASWPE010000143.1_2,0
RS_GCF_036781005.1,NZ_DAIQBT010000001.1_18_A,NZ_DAIQBT010000001.1_18,0
RS_GCF_041428575.1,NZ_CP155570.1_3337_A,NZ_CP155570.1_3337,0
RS_GCF_042610375.1,NZ_JBGJZL010000016.1_12_A,NZ_JBGJZL010000016.1_12,0
RS_GCF_045310515.1,NZ_JBJHZX010000007.1_50_A,NZ_JBJHZX010000007.1_50,0
RS_GCF_047324175.1,NZ_CP178732.1_5008_A,NZ_CP178732.1_5008,0
RS_GCF_047692315.1,NZ_JBLLJS010000011.1_95_A,NZ_JBLLJS010000011.1_95,0
RS_GCF_047718555.1,NZ_JBDNRK010000044.1_3_A,NZ_JBDNRK010000044.1_3,0
RS_GCF_052363175.1,NZ_CP198946.1_697_A,NZ_CP198946.1_697,0
RS_GCF_900110485.1,NZ_FODY01000019.1_13_A,NZ_FODY01000019.1_13,0
RS_GCF_900115975.1,NZ_FOYM01000036.1_3_A,NZ_FOYM01000036.1_3,0
RS_GCF_900142375.1,NZ_FRAR01000012.1_101_A,NZ_FRAR01000012.1_101,0
RS_GCF_900176305.1,NZ_FWXH01000008.1_60_A,NZ_FWXH01000008.1_60,0
RS_GCF_902702915.1,NZ_LR738849.1_1804_A,NZ_LR738849.1_1804,0
RS_GCF_963676665.2,NZ_CAXXNL010000010.1_12_A,NZ_CAXXNL010000010.1_12,0
GB_GCA_002506425.1,DAXO01000070.1_2_A,DAXO01000070.1_2,0
GB_GCA_006954465.1,LVVU01000031.1_11_A,LVVU01000031.1_11,0
GB_GCA_016296195.1,JAEDJU010000072.1_2_A,JAEDJU010000072.1_2,0
GB_GCA_023228295.1,JALOBP010000043.1_20_A,JALOBP010000043.1_20,0
GB_GCA_028679075.1,JAJRCF010000030.1_5_A,JAJRCF010000030.1_5,0
GB_GCA_030653335.1,JAURZP010000061.1_9_A,JAURZP010000061.1_9,0
GB_GCA_031290095.1,JAITOF010000023.1_22_A,JAITOF010000023.1_22,0
GB_GCA_039679395.1,JBDKUZ010000070.1_5_A,JBDKUZ010000070.1_5,0
GB_GCA_041652515.1,JBAZHD010000057.1_20_A,JBAZHD010000057.1_20,0
GB_GCA_050944155.1,JBMNQN010000002.1_58_A,JBMNQN010000002.1_58,0
GB_GCA_949295765.1,CASFMM010000043.1_4_A,CASFMM010000043.1_4,0
GB_GCA_963637895.1,CAVHQB010000033.1_2_A,CAVHQB010000033.1_2,0
GB_GCA_963667985.1,OY764081.1_955_A,OY764081.1_955,0
GB_GCA_963701095.1,OY969564.1_326_A,OY969564.1_326,0
GB_GCA_963761105.1,CAVXFW010000023.1_547_A,CAVXFW010000023.1_547,0
GB_GCA_963818955.1,CAWFUY010000034.1_63_A,CAWFUY010000034.1_63,0
GB_GCA_964454995.1,CAYVTY010000002.1_76_A,CAYVTY010000002.1_76,0
GB_GCA_964592875.1,CAZQGG010000006.1_163_A,CAZQGG010000006.1_163,0
RS_GCF_000007345.1,NC_003552.1_1242_A,NC_003552.1_1242,0
RS_GCF_000147875.1,NC_014507.1_255_A,NC_014507.1_255,0
RS_GCF_000800805.1,NZ_CP010070.1_133_A,NZ_CP010070.1_133,0
RS_GCF_016294135.1,NZ_JAEDCO010000002.1_92_A,NZ_JAEDCO010000002.1_92,0
RS_GCF_022768985.1,NZ_JALEKL010000009.1_266_A,NZ_JALEKL010000009.1_266,0
RS_GCF_029633965.1,NZ_CP091277.1_1741_A,NZ_CP091277.1_1741,0
RS_GCF_041645475.1,NZ_JBAZQA010000001.1_361_A,NZ_JBAZQA010000001.1_361,0
RS_GCF_049686655.1,NZ_JBAVIG010000045.1_12_A,NZ_JBAVIG010000045.1_12,0
GB_GCA_000802095.1,JUEB01000015.1_30_A,JUEB01000015.1_30,0
GB_GCA_001603145.1,LVBI01000002.1_19_A,LVBI01000002.1_19,0
GB_GCA_002067965.1,MVRN01000118.1_19_A,MVRN01000118.1_19,0
GB_GCA_002306975.1,DBTI01000267.1_41_A,DBTI01000267.1_41,0
GB_GCA_002339745.1,DDKP01000095.1_11_A,DDKP01000095.1_11,0
GB_GCA_002398825.1,DHBS01000007.1_75_A,DHBS01000007.1_75,0
GB_GCA_002422265.1,DIUB01000170.1_4_A,DIUB01000170.1_4,0
GB_GCA_002840275.1,PHAB01000006.1_19_A,PHAB01000006.1_19,0
GB_GCA_003252385.1,QKEH01000151.1_14_A,QKEH01000151.1_14,0
GB_GCA_004321915.1,SCQE01000003.1_15_A,SCQE01000003.1_15,0
GB_GCA_009711615.1,VENI01000005.1_299_A,VENI01000005.1_299,0
GB_GCA_012517475.1,JAAYUV010000017.1_17_A,JAAYUV010000017.1_17,0
GB_GCA_013178275.1,JABLWZ010000015.1_52_A,JABLWZ010000015.1_52,0
GB_GCA_013619105.1,JABXKU010000001.1_27_A,JABXKU010000001.1_27,0
GB_GCA_015548865.1,JADMXW010000009.1_71_A,JADMXW010000009.1_71,0
GB_GCA_015654835.1,JAATGG010000122.1_19_A,JAATGG010000122.1_19,0
GB_GCA_016215155.1,JACRLQ010000084.1_27_A,JACRLQ010000084.1_27,0
GB_GCA_016287245.1,JAEEWG010000012.1_25_A,JAEEWG010000012.1_25,0
GB_GCA_016841605.1,JAENYV010000001.1_357_A,JAENYV010000001.1_357,0
GB_GCA_017442845.1,JAFRYW010000184.1_9_A,JAFRYW010000184.1_9,0
GB_GCA_017551865.1,JAFZKB010000029.1_62_A,JAFZKB010000029.1_62,0
GB_GCA_017889545.1,JAGFZV010000013.1_52_A,JAGFZV010000013.1_52,0
GB_GCA_017958365.1,JAGDCV010000081.1_23_A,JAGDCV010000081.1_23,0
GB_GCA_018434355.1,JAHDPL010000023.1_19_A,JAHDPL010000023.1_19,0
GB_GCA_020062745.1,JAGUVT010000060.1_2_A,JAGUVT010000060.1_2,0
GB_GCA_021781655.1,JAJXWJ010000037.1_6_A,JAJXWJ010000037.1_6,0
GB_GCA_021791055.1,JAJYXI010000038.1_39_A,JAJYXI010000038.1_39,0
GB_GCA_022735835.1,DYZU01000096.1_20_A,DYZU01000096.1_20,0
GB_GCA_023390335.1,JAEWCZ010000013.1_136_A,JAEWCZ010000013.1_136,0
GB_GCA_023392595.1,JAEVYU010000053.1_97_A,JAEVYU010000053.1_97,0
GB_GCA_023397905.1,JAEWSZ010000134.1_70_A,JAEWSZ010000134.1_70,0
GB_GCA_023401925.1,JAEXDA010000039.1_100_A,JAEXDA010000039.1_100,0
GB_GCA_023408315.1,JAEYKI010000006.1_99_A,JAEYKI010000006.1_99,0
GB_GCA_023410275.1,JAEYPZ010000059.1_25_A,JAEYPZ010000059.1_25,0
GB_GCA_023412635.1,JAEYNI010000204.1_5_A,JAEYNI010000204.1_5,0
GB_GCA_023417285.1,JAEZFR010000447.1_1_C,JAEZFR010000447.1_1,0
GB_GCA_023424995.1,JAFADH010000181.1_9_A,JAFADH010000181.1_9,0
GB_GCA_023431385.1,JAEYWA010000154.1_1_A,JAEYWA010000154.1_1,0
GB_GCA_023436485.1,JAEZIU010000326.1_6_A,JAEZIU010000326.1_6,0
GB_GCA_023450835.1,JAEXGM010000033.1_16_A,JAEXGM010000033.1_16,0
GB_GCA_024689365.1,JAILDQ010000004.1_2_A,JAILDQ010000004.1_2,0
GB_GCA_027492445.1,JAPUES010000132.1_3_A,JAPUES010000132.1_3,0
GB_GCA_029239975.1,JARBTX010000039.1_13_A,JARBTX010000039.1_13,0
GB_GCA_029974635.1,JARKQY010000044.1_83_A,JARKQY010000044.1_83,0
GB_GCA_030705885.1,JAUZPN010000018.1_9_A,JAUZPN010000018.1_9,0
GB_GCA_031261325.1,JAISKH010000065.1_25_A,JAISKH010000065.1_25,0
GB_GCA_031267965.1,JAIRYC010000003.1_24_A,JAIRYC010000003.1_24,0
GB_GCA_031271165.1,JAISWF010000076.1_3_A,JAISWF010000076.1_3,0
GB_GCA_031273455.1,JAISRZ010000065.1_20_A,JAISRZ010000065.1_20,0
GB_GCA_031275405.1,JAISOV010000006.1_99_A,JAISOV010000006.1_99,0
GB_GCA_031276985.1,JAISMA010000080.1_5_A,JAISMA010000080.1_5,0
GB_GCA_031279155.1,JAITJB010000095.1_3_A,JAITJB010000095.1_3,0
GB_GCA_031281265.1,JAITFO010000096.1_9_A,JAITFO010000096.1_9,0
GB_GCA_031284485.1,JAISZT010000070.1_5_A,JAISZT010000070.1_5,0
GB_GCA_031289675.1,JAITOZ010000183.1_8_A,JAITOZ010000183.1_8,0
GB_GCA_031290435.1,JAITNQ010000273.1_8_A,JAITNQ010000273.1_8,0
GB_GCA_031401815.1,JANNRW010000263.1_5_A,JANNRW010000263.1_5,0
GB_GCA_032469775.1,JAWDJY010000023.1_17_A,JAWDJY010000023.1_17,0
GB_GCA_035399245.1,DAOPIR010000126.1_6_A,DAOPIR010000126.1_6,0
GB_GCA_035561035.1,DATMYI010000113.1_8_A,DATMYI010000113.1_8,0
GB_GCA_036261135.1,DATALJ010000044.1_32_A,DATALJ010000044.1_32,0
GB_GCA_036824225.1,DAITAP010000119.1_4_A,DAITAP010000119.1_4,0
GB_GCA_039594335.1,JBCNNS010000023.1_27_A,JBCNNS010000023.1_27,0
GB_GCA_040753155.1,JBFMEU010000042.1_3_A,JBFMEU010000042.1_3,0
GB_GCA_040773465.1,JAXGWF010000009.1_54_A,JAXGWF010000009.1_54,0
GB_GCA_041639455.1,JBEQCC010000035.1_6_A,JBEQCC010000035.1_6,0
GB_GCA_042691655.1,CP170506.1_2654_A,CP170506.1_2654,0
GB_GCA_046704045.1,JBJKSM010000174.1_8_A,JBJKSM010000174.1_8,0
GB_GCA_047602655.1,JASGGT010000077.1_10_A,JASGGT010000077.1_10,0
GB_GCA_047777345.1,JBKEEJ010000009.1_24_A,JBKEEJ010000009.1_24,0
GB_GCA_049323915.1,JBMOPC010000114.1_38_A,JBMOPC010000114.1_38,0
GB_GCA_049840475.1,JASGKX010000001.1_1994_A,JASGKX010000001.1_1994,0
GB_GCA_050251875.1,JBFWMA010000009.1_30_A,JBFWMA010000009.1_30,0
GB_GCA_051874315.1,JBJEFT010000086.1_2_A,JBJEFT010000086.1_2,0
GB_GCA_900316715.1,ONEC01000059.1_7_A,ONEC01000059.1_7,0
GB_GCA_902776945.1,CACYSH010000001.1_51_A,CACYSH010000001.1_51,0
GB_GCA_902797535.1,CADBTD010000242.1_8_A,CADBTD010000242.1_8,0
GB_GCA_905235345.1,CAJOLO010000024.1_6_A,CAJOLO010000024.1_6,0
GB_GCA_937876625.1,CALEGN010000204.1_11_A,CALEGN010000204.1_11,0
GB_GCA_946405625.1,CAMJHQ010000006.1_24_A,CAMJHQ010000006.1_24,0
GB_GCA_946415545.1,CAMKSY010000014.1_12_A,CAMKSY010000014.1_12,0
GB_GCA_947167565.1,CAMVIN010000005.1_32_A,CAMVIN010000005.1_32,0
GB_GCA_947628795.1,CANRBF010000008.1_102_A,CANRBF010000008.1_102,0
GB_GCA_963526485.1,CAURNS010000004.1_16_A,CAURNS010000004.1_16,0
GB_GCA_963664135.1,OY760905.1_2641_A,OY760905.1_2641,0
GB_GCA_963667185.2,OY762953.2_273_A,OY762953.2_273,0
GB_GCA_963675925.2,CAXXIB010000002.1_55_A,CAXXIB010000002.1_55,0
GB_GCA_963677375.2,CAXXIF010000019.1_180_A,CAXXIF010000019.1_180,0
GB_GCA_963725425.1,CAVRYJ010000009.1_146_A,CAVRYJ010000009.1_146,0
GB_GCA_963787125.1,CAWBBV010000023.1_80_A,CAWBBV010000023.1_80,0
GB_GCA_964292275.1,CAXYUZ010000018.1_12_A,CAXYUZ010000018.1_12,0
GB_GCA_964405715.1,CAYOOW010000019.1_9_A,CAYOOW010000019.1_9,0
GB_GCA_964426655.1,CAYRQT010000012.1_11_A,CAYRQT010000012.1_11,0
GB_GCA_964454195.1,CAYVRD010000023.1_6_A,CAYVRD010000023.1_6,0
GB_GCA_964490805.1,CAZBEB010000001.1_183_A,CAZBEB010000001.1_183,0
GB_GCA_964538245.1,CAZIFO010000019.1_28_A,CAZIFO010000019.1_28,0
GB_GCA_964551055.1,CAZKCR010000094.1_5_A,CAZKCR010000094.1_5,0
GB_GCA_964609115.1,CAZSRN010000003.1_2_A,CAZSRN010000003.1_2,0
GB_GCA_964632255.1,CAZWCA010000009.1_70_A,CAZWCA010000009.1_70,0
GB_GCA_965140355.1,OZ223193.1_421_A,OZ223193.1_421,0
RS_GCF_000016165.1,NC_009253.1_2994_A,NC_009253.1_2994,0
RS_GCF_000171235.2,NZ_ABEA03000203.1_47_A,NZ_ABEA03000203.1_47,0
RS_GCF_000189755.2,NZ_KI912183.1_840_A,NZ_KI912183.1_840,0
RS_GCF_000244875.1,NC_016791.1_1755_A,NC_016791.1_1755,0
RS_GCF_000280495.2,NZ_CP018016.1_2218_A,NZ_CP018016.1_2218,0
RS_GCF_000340885.1,NC_020291.1_2995_A,NC_020291.1_2995,0
RS_GCF_000376385.1,NZ_AQWN01000004.1_187_A,NZ_AQWN01000004.1_187,0
RS_GCF_000426485.1,NZ_AUFL01000008.1_97_A,NZ_AUFL01000008.1_97,0
RS_GCF_000521465.1,NZ_BAVR01000001.1_85_A,NZ_BAVR01000001.1_85,0
RS_GCF_000621505.1,NZ_JHYD01000046.1_30_A,NZ_JHYD01000046.1_30,0
RS_GCF_000702205.1,NZ_JNKW01000004.1_162_A,NZ_JNKW01000004.1_162,0
RS_GCF_000807255.1,NZ_CP009268.1_1367_A,NZ_CP009268.1_1367,0
RS_GCF_001263415.1,NZ_LGTE01000008.1_66_A,NZ_LGTE01000008.1_66,0
RS_GCF_001623875.1,NZ_LWAE01000003.1_277_A,NZ_LWAE01000003.1_277,0
RS_GCF_001887775.1,NZ_CP015519.1_178_A,NZ_CP015519.1_178,0
RS_GCF_002051585.1,NZ_MZGX01000028.1_75_A,NZ_MZGX01000028.1_75,0
RS_GCF_002291445.1,NZ_CP014137.1_64_A,NZ_CP014137.1_64,0
RS_GCF_002934545.1,NZ_PTJA01000002.1_79_A,NZ_PTJA01000002.1_79,0
RS_GCF_003217355.1,NZ_QJTK01000011.1_25_A,NZ_QJTK01000011.1_25,0
RS_GCF_003854965.1,NZ_RQPI01000001.1_160_A,NZ_RQPI01000001.1_160,0
RS_GCF_004339805.1,NZ_SLUI01000005.1_193_A,NZ_SLUI01000005.1_193,0
RS_GCF_005217455.1,NZ_SZPQ01000006.1_126_A,NZ_SZPQ01000006.1_126,0
RS_GCF_007830295.1,NZ_VLKC01000002.1_1163_A,NZ_VLKC01000002.1_1163,0
RS_GCF_008802355.1,NZ_VZRA01000001.1_843_A,NZ_VZRA01000001.1_843,0
RS_GCF_009928485.1,NZ_JAABNP010000002.1_184_A,NZ_JAABNP010000002.1_184,0
RS_GCF_013393385.1,NZ_AP023239.1_3233_A,NZ_AP023239.1_3233,0
RS_GCF_014218355.1,NZ_AP023368.1_654_A,NZ_AP023368.1_654,0
RS_GCF_016583785.1,NZ_NRRU01000136.1_9_A,NZ_NRRU01000136.1_9,0
RS_GCF_017874415.1,NZ_JAGGLM010000008.1_63_A,NZ_JAGGLM010000008.1_63,0
RS_GCF_018861295.1,NZ_JAHLDM010000008.1_75_A,NZ_JAHLDM010000008.1_75,0
RS_GCF_019704135.1,NZ_AP024355.1_3577_A,NZ_AP024355.1_3577,0
RS_GCF_020443705.1,NZ_JAIZZK010000011.1_56_A,NZ_JAIZZK010000011.1_56,0
RS_GCF_022482905.1,NZ_JAKVOI010000001.1_1081_A,NZ_JAKVOI010000001.1_1081,0
RS_GCF_024972775.1,NZ_CP092282.1_605_A,NZ_CP092282.1_605,0
RS_GCF_027943965.1,NZ_AP027151.1_536_A,NZ_AP027151.1_536,0
RS_GCF_030652775.1,NZ_JAUSPS010000042.1_10_A,NZ_JAUSPS010000042.1_10,0
RS_GCF_031982545.1,NZ_DALYXB010000002.1_252_A,NZ_DALYXB010000002.1_252,0
RS_GCF_034006445.1,NZ_JAVESS010000012.1_59_A,NZ_JAVESS010000012.1_59,0
RS_GCF_036508315.1,NZ_DATCHP010000002.1_11_A,NZ_DATCHP010000002.1_11,0
RS_GCF_038725785.1,NZ_CP109796.1_4541_A,NZ_CP109796.1_4541,0
RS_GCF_041428715.1,NZ_CP155572.1_609_A,NZ_CP155572.1_609,0
RS_GCF_042647235.1,NZ_JBHRVE010000003.1_3254_A,NZ_JBHRVE010000003.1_3254,0
RS_GCF_045310695.1,NZ_JBJIAA010000006.1_98_A,NZ_JBJIAA010000006.1_98,0
RS_GCF_047324305.1,NZ_CP178740.1_1533_A,NZ_CP178740.1_1533,0
RS_GCF_047718555.1,NZ_JBDNRK010000013.1_29_A,NZ_JBDNRK010000013.1_29,0
RS_GCF_047719395.1,NZ_JBDNTB010000001.1_1_A,NZ_JBDNTB010000001.1_1,0
RS_GCF_052363185.1,NZ_CP198955.1_2198_A,NZ_CP198955.1_2198,0
RS_GCF_900111235.1,NZ_FOJI01000013.1_47_A,NZ_FOJI01000013.1_47,0
RS_GCF_900116535.1,NZ_FPAU01000007.1_150_A,NZ_FPAU01000007.1_150,0
RS_GCF_900142955.1,NZ_FRCP01000009.1_191_A,NZ_FRCP01000009.1_191,0
RS_GCF_900184995.1,NZ_LT860098.1_204_A,NZ_LT860098.1_204,0
RS_GCF_946187255.1,NZ_CAMHRZ010000316.1_5_A,NZ_CAMHRZ010000316.1_5,0
RS_GCF_965644225.1,NZ_CBFFRJ010000167.1_4_A,NZ_CBFFRJ010000167.1_4,0
GB_GCA_002506905.1,DAYM01000013.1_2_A,DAYM01000013.1_2,0
GB_GCA_009777615.1,WRLM01000001.1_311_A,WRLM01000001.1_311,0
GB_GCA_016928355.1,JAFGKW010000034.1_2_A,JAFGKW010000034.1_2,0
GB_GCA_023396065.1,JAEWXF010000023.1_20_A,JAEWXF010000023.1_20,0
GB_GCA_028679485.1,JAJRBL010000228.1_8_A,JAJRBL010000228.1_8,0
GB_GCA_031256955.1,JAIRPP010000008.1_191_A,JAIRPP010000008.1_191,0
GB_GCA_031290095.1,JAITOF010000079.1_11_A,JAITOF010000079.1_11,0
GB_GCA_039683275.1,JBDKRP010000004.1_21_A,JBDKRP010000004.1_21,0
GB_GCA_041653075.1,JBAZFZ010000028.1_18_A,JBAZFZ010000028.1_18,0
GB_GCA_052325125.1,JBKQWO010000034.1_69_A,JBKQWO010000034.1_69,0
GB_GCA_959597175.1,CAUFXM010000012.1_2_A,CAUFXM010000012.1_2,0
GB_GCA_963640995.1,CAVICI010000028.1_22_A,CAVICI010000028.1_22,0
GB_GCA_963668475.1,OY764544.1_447_A,OY764544.1_447,0
GB_GCA_963727895.1,CAVSHT010000007.1_58_A,CAVSHT010000007.1_58,0
GB_GCA_963763235.1,CAVXNY010000013.1_173_A,CAVXNY010000013.1_173,0
GB_GCA_963825335.1,CAWGSP010000001.1_384_A,CAWGSP010000001.1_384,0
GB_GCA_964479785.1,CAYZSQ010000031.1_10_A,CAYZSQ010000031.1_10,0
GB_GCA_964620455.1,CAZUIU010000001.1_182_A,CAZUIU010000001.1_182,0
RS_GCF_000017165.1,NC_009634.1_60_A,NC_009634.1_60,0
RS_GCF_000251105.1,NC_017034.1_148_A,NC_017034.1_148,0
RS_GCF_000969985.1,NZ_CP009526.1_3435_B,NZ_CP009526.1_3435,0
RS_GCF_017873855.1,NZ_JAGGKR010000001.1_837_A,NZ_JAGGKR010000001.1_837,0
RS_GCF_023167465.1,NZ_AP025698.1_1255_A,NZ_AP025698.1_1255,0
RS_GCF_030651615.1,NZ_JAUSCG010000065.1_4_A,NZ_JAUSCG010000065.1_4,0
RS_GCF_041663825.1,NZ_JBAYLY010000024.1_28_A,NZ_JBAYLY010000024.1_28,0
RS_GCF_050010295.1,NZ_JBEKLH010000004.1_82_A,NZ_JBEKLH010000004.1_82,0
GB_GCA_000961575.1,LADP01000032.1_52_A,LADP01000032.1_52,0
GB_GCA_001604185.1,LVAV01000054.1_58_A,LVAV01000054.1_58,0
GB_GCA_002294045.1,DBEP01000075.1_40_A,DBEP01000075.1_40,0
GB_GCA_002307035.1,DBTL01000134.1_14_A,DBTL01000134.1_14,0
GB_GCA_002348905.1,DEBW01000034.1_27_A,DEBW01000034.1_27,0
GB_GCA_002402945.1,DHGV01000056.1_3_A,DHGV01000056.1_3,0
GB_GCA_002423105.1,DIUT01000007.1_32_A,DIUT01000007.1_32,0
GB_GCA_002897855.1,BDTO01000027.1_2_A,BDTO01000027.1_2,0
GB_GCA_003501365.1,DNPP01000252.1_4_A,DNPP01000252.1_4,0
GB_GCA_007123515.1,SKKY01000079.1_3_A,SKKY01000079.1_3,0
GB_GCA_009711705.1,VENG01000008.1_190_A,VENG01000008.1_190,0
GB_GCA_012517475.1,JAAYUV010000017.1_18_A,JAAYUV010000017.1_18,0
GB_GCA_013334225.1,JAAXXY010000035.1_20_A,JAAXXY010000035.1_20,0
GB_GCA_015057705.1,SVDU01000009.1_55_A,SVDU01000009.1_55,0
GB_GCA_015654525.1,JAATGT010000298.1_9_A,JAATGT010000298.1_9,0
GB_GCA_015654985.1,JAATFW010000214.1_7_A,JAATFW010000214.1_7,0
GB_GCA_016215605.1,JACRJB010000068.1_92_A,JACRJB010000068.1_92,0
GB_GCA_016290995.1,JAEEVR010000028.1_19_A,JAEEVR010000028.1_19,0
GB_GCA_016931575.1,JAFGEO010000164.1_2_A,JAFGEO010000164.1_2,0
GB_GCA_017453705.1,JAFTEK010000035.1_6_B,JAFTEK010000035.1_6,0
GB_GCA_017634275.1,JAGBNQ010000052.1_6_A,JAGBNQ010000052.1_6,0
GB_GCA_017889585.1,JAGFZX010000051.1_23_A,JAGFZX010000051.1_23,0
GB_GCA_017961235.1,JAGCXQ010000022.1_2_A,JAGCXQ010000022.1_2,0
GB_GCA_018434945.1,JAHDOI010000017.1_12_A,JAHDOI010000017.1_12,0
GB_GCA_021107335.1,JAIOSZ010000015.1_4_A,JAIOSZ010000015.1_4,0
GB_GCA_021781745.1,JAJXWH010000032.1_51_A,JAJXWH010000032.1_51,0
GB_GCA_021810985.1,JAJZQA010000284.1_2_A,JAJZQA010000284.1_2,0
GB_GCA_023249405.1,JAHFCR010000013.1_31_A,JAHFCR010000013.1_31,0
GB_GCA_023390555.1,JAEWCQ010000016.1_18_A,JAEWCQ010000016.1_18,0
GB_GCA_023392595.1,JAEVYU010000055.1_59_A,JAEVYU010000055.1_59,0
GB_GCA_023398375.1,JAEWSH010000042.1_390_A,JAEWSH010000042.1_390,0
GB_GCA_023401925.1,JAEXDA010000044.1_117_A,JAEXDA010000044.1_117,0
GB_GCA_023408315.1,JAEYKI010000019.1_186_A,JAEYKI010000019.1_186,0
GB_GCA_023410445.1,JAEYPT010000004.1_45_A,JAEYPT010000004.1_45,0
GB_GCA_023412715.1,JAEZCC010000019.1_46_A,JAEZCC010000019.1_46,0
GB_GCA_023417475.1,JAEZFP010000045.1_4_A,JAEZFP010000045.1_4,0
GB_GCA_023424995.1,JAFADH010000181.1_14_A,JAFADH010000181.1_14,0
GB_GCA_023433405.1,JAEZCT010000019.1_2_A,JAEZCT010000019.1_2,0
GB_GCA_023437715.1,JAEZFK010000083.1_14_A,JAEZFK010000083.1_14,0
GB_GCA_023458095.1,JAEXAS010000034.1_2_A,JAEXAS010000034.1_2,0
GB_GCA_025355325.1,JANXZX010000088.1_8_A,JANXZX010000088.1_8,0
GB_GCA_028681335.1,JAQUIT010000001.1_56_A,JAQUIT010000001.1_56,0
GB_GCA_029256305.1,JAQSYE010000096.1_8_A,JAQSYE010000096.1_8,0
GB_GCA_029975275.1,JARKPN010000027.1_26_A,JARKPN010000027.1_26,0
GB_GCA_031222025.1,CP130740.1_815_A,CP130740.1_815,0
GB_GCA_031261445.1,JAISJQ010000022.1_19_A,JAISJQ010000022.1_19,0
GB_GCA_031269465.1,JAISZB010000292.1_25_A,JAISZB010000292.1_25,0
GB_GCA_031271265.1,JAISWB010000019.1_19_B,JAISWB010000019.1_19,0
GB_GCA_031273805.1,JAISRE010000078.1_15_A,JAISRE010000078.1_15,0
GB_GCA_031275465.1,JAISOT010000039.1_13_A,JAISOT010000039.1_13,0
GB_GCA_031277075.1,JAISLV010000070.1_2_A,JAISLV010000070.1_2,0
GB_GCA_031279515.1,JAITII010000037.1_53_A,JAITII010000037.1_53,0
GB_GCA_031281345.1,JAITFN010000026.1_16_A,JAITFN010000026.1_16,0
GB_GCA_031288415.1,JAITRL010000323.1_13_A,JAITRL010000323.1_13,0
GB_GCA_031289735.1,JAITOV010000141.1_12_A,JAITOV010000141.1_12,0
GB_GCA_031290515.1,JAITNK010000001.1_5_A,JAITNK010000001.1_5,0
GB_GCA_031460455.1,JAVKTQ010000010.1_127_A,JAVKTQ010000010.1_127,0
GB_GCA_034429935.1,DAOUFJ010000017.1_13_A,DAOUFJ010000017.1_13,0
GB_GCA_035470605.1,DATIQS010000044.1_4_A,DATIQS010000044.1_4,0
