,hit,contig,score
RS_GCF_005217455.1,NZ_SZPQ01000006.1_130_A,NZ_SZPQ01000006.1_130,0
RS_GCF_007830255.1,NZ_VLKG01000003.1_121_A,NZ_VLKG01000003.1_121,0
RS_GCF_007992075.1,NZ_BJZO01000043.1_23_A,NZ_BJZO01000043.1_23,0
RS_GCF_009498235.1,NZ_CP044205.1_363_A,NZ_CP044205.1_363,0
RS_GCF_009856605.1,NZ_CP047242.1_5205_B,NZ_CP047242.1_5205,0
RS_GCF_011022235.1,NZ_JAAIYP010000026.1_38_A,NZ_JAAIYP010000026.1_38,0
RS_GCF_013376455.1,NZ_CP045504.1_2412_A,NZ_CP045504.1_2412,0
RS_GCF_014191985.1,NZ_JACHXI010000006.1_25_A,NZ_JACHXI010000006.1_25,0
RS_GCF_014202345.1,NZ_JACHGO010000001.1_26_A,NZ_JACHGO010000001.1_26,0
RS_GCF_014698475.1,NZ_JACJTB010000003.1_86_B,NZ_JACJTB010000003.1_86,0
RS_GCF_016056275.1,NZ_JAECZA010000233.1_7_A,NZ_JAECZA010000233.1_7,0
RS_GCF_016919065.1,NZ_JAFFQA010000010.1_68_A,NZ_JAFFQA010000010.1_68,0
RS_GCF_017115095.1,NZ_JABXKI010000283.1_19_A,NZ_JABXKI010000283.1_19,0
RS_GCF_018224925.1,NZ_JAGTUF010000023.1_4_A,NZ_JAGTUF010000023.1_4,0
RS_GCF_018861295.1,NZ_JAHLDM010000008.1_78_A,NZ_JAHLDM010000008.1_78,0
RS_GCF_019207025.1,NZ_JAEEGC010000053.1_15_A,NZ_JAEEGC010000053.1_15,0
RS_GCF_020443705.1,NZ_JAIZZK010000006.1_109_A,NZ_JAIZZK010000006.1_109,0
RS_GCF_020829685.1,NZ_JAIVFR010000293.1_4_B,NZ_JAIVFR010000293.1_4,0
RS_GCF_022271405.1,NZ_JAJNAL010000004.1_21_A,NZ_JAJNAL010000004.1_21,0
RS_GCF_024125445.1,NZ_JAMXWM010000003.1_153_A,NZ_JAMXWM010000003.1_153,0
RS_GCF_025961575.1,NZ_JAOQNX010000014.1_28_A,NZ_JAOQNX010000014.1_28,0
RS_GCF_027571405.1,NZ_CP092968.1_2156_A,NZ_CP092968.1_2156,0
RS_GCF_029267515.1,NZ_JAJUIS010000005.1_165_A,NZ_JAJUIS010000005.1_165,0
RS_GCF_030269905.1,NZ_BSVC01000010.1_157_A,NZ_BSVC01000010.1_157,0
RS_GCF_031291415.1,NZ_JARLJB010000007.1_53_A,NZ_JARLJB010000007.1_53,0
RS_GCF_034531155.1,NZ_JAVRBS010000049.1_33_B,NZ_JAVRBS010000049.1_33,0
RS_GCF_036016195.1,NZ_JAYWTM010000022.1_64_A,NZ_JAYWTM010000022.1_64,0
RS_GCF_036781005.1,NZ_DAIQBT010000001.1_27_A,NZ_DAIQBT010000001.1_27,0
RS_GCF_036916655.1,NZ_JBALFY010000108.1_6_B,NZ_JBALFY010000108.1_6,0
RS_GCF_036917135.1,NZ_JBALEA010000023.1_138_B,NZ_JBALEA010000023.1_138,0
RS_GCF_036917415.1,NZ_JBALDJ010000064.1_1_B,NZ_JBALDJ010000064.1_1,0
RS_GCF_036917535.1,NZ_JBALDA010000087.1_7_B,NZ_JBALDA010000087.1_7,0
RS_GCF_036917815.1,NZ_JBALEK010000068.1_103_B,NZ_JBALEK010000068.1_103,0
RS_GCF_036919575.1,NZ_JBALBY010000023.1_1_B,NZ_JBALBY010000023.1_1,0
RS_GCF_036919815.1,NZ_JBALCE010000109.1_63_A,NZ_JBALCE010000109.1_63,0
RS_GCF_040939125.1,NZ_CP162495.1_1848_A,NZ_CP162495.1_1848,0
RS_GCF_042432815.1,NZ_JBHLWM010000001.1_38_A,NZ_JBHLWM010000001.1_38,0
RS_GCF_042649925.1,NZ_JBHSAF010000014.1_110_A,NZ_JBHSAF010000014.1_110,0
RS_GCF_043194945.1,NZ_JBAFWG010000010.1_89_A,NZ_JBAFWG010000010.1_89,0
RS_GCF_045865695.1,NZ_BAACAP010000128.1_19_B,NZ_BAACAP010000128.1_19,0
RS_GCF_046603805.1,NZ_CP176628.1_1836_A,NZ_CP176628.1_1836,0
RS_GCF_047602565.1,NZ_JASGGX010000001.1_2694_A,NZ_JASGGX010000001.1_2694,0
RS_GCF_047719395.1,NZ_JBDNTB010000001.1_5_A,NZ_JBDNTB010000001.1_5,0
RS_GCF_048629425.1,NZ_CP184532.1_3828_A,NZ_CP184532.1_3828,0
RS_GCF_052363185.1,NZ_CP198955.1_2200_A,NZ_CP198955.1_2200,0
RS_GCF_900108475.1,NZ_FNWO01000003.1_261_A,NZ_FNWO01000003.1_261,0
RS_GCF_900110885.1,NZ_FOFJ01000009.1_60_A,NZ_FOFJ01000009.1_60,0
RS_GCF_900141835.1,NZ_FQZD01000006.1_93_A,NZ_FQZD01000006.1_93,0
RS_GCF_900167465.1,NZ_FUWR01000020.1_37_A,NZ_FUWR01000020.1_37,0
RS_GCF_900476375.1,NZ_UPPP01000127.1_93_A,NZ_UPPP01000127.1_93,0
RS_GCF_937863485.1,NZ_CALMFY010000211.1_9_A,NZ_CALMFY010000211.1_9,0
RS_GCF_963665355.2,NZ_OY762228.2_2772_A,NZ_OY762228.2_2772,0
RS_GCF_963920915.1,NZ_CAWUDN010000054.1_1_A,NZ_CAWUDN010000054.1_1,0
RS_GCF_964247315.1,NZ_CAXTTT010000145.1_15_B,NZ_CAXTTT010000145.1_15,0
GB_GCA_002508465.1,DAQQ01000252.1_5_A,DAQQ01000252.1_5,0
GB_GCA_003164755.1,PLUB01000010.1_87_A,PLUB01000010.1_87,0
GB_GCA_015661405.1,JACWMK010000023.1_15_A,JACWMK010000023.1_15,0
GB_GCA_027066965.1,JAMOMT010000139.1_7_A,JAMOMT010000139.1_7,0
GB_GCA_035560835.1,DATMYS010000534.1_5_A,DATMYS010000534.1_5,0
GB_GCA_963707035.1,CAVPON010000009.1_254_A,CAVPON010000009.1_254,0
GB_GCA_963763235.1,CAVXNY010000013.1_170_A,CAVXNY010000013.1_170,0
GB_GCA_963818955.1,CAWFUY010000034.1_74_A,CAWFUY010000034.1_74,0
RS_GCF_000007345.1,NC_003552.1_1244_A,NC_003552.1_1244,0
RS_GCF_000969905.1,NZ_CP009520.1_2331_A,NZ_CP009520.1_2331,0
RS_GCF_000970085.1,NZ_CP009506.1_3113_A,NZ_CP009506.1_3113,0
RS_GCF_002287235.1,NZ_LMVP01000035.1_32_A,NZ_LMVP01000035.1_32,0
RS_GCF_049688275.1,NZ_JBAVKK010000007.1_6_A,NZ_JBAVKK010000007.1_6,0
RS_GCF_963678545.2,NZ_OY782867.2_1788_A,NZ_OY782867.2_1788,0
GB_GCA_001443525.1,LKPX01000006.1_65_A,LKPX01000006.1_65,0
GB_GCA_001657575.1,LBCX01000005.1_30_A,LBCX01000005.1_30,0
GB_GCA_002298145.1,DBMP01000016.1_5_A,DBMP01000016.1_5,0
GB_GCA_002306975.1,DBTI01000114.1_49_A,DBTI01000114.1_49,0
GB_GCA_002307175.1,DBTS01000093.1_14_A,DBTS01000093.1_14,0
GB_GCA_002307725.1,DBUB01000018.1_88_A,DBUB01000018.1_88,0
GB_GCA_002382085.1,DFZK01000005.1_71_A,DFZK01000005.1_71,0
GB_GCA_002435715.1,DISD01000051.1_28_A,DISD01000051.1_28,0
GB_GCA_003105285.1,PQAN01000100.1_11_A,PQAN01000100.1_11,0
GB_GCA_003246335.1,QKAR01000043.1_10_A,QKAR01000043.1_10,0
GB_GCA_003501365.1,DNPP01000004.1_25_A,DNPP01000004.1_25,0
GB_GCA_003989065.1,RXIW01000090.1_3_A,RXIW01000090.1_3,0
GB_GCA_013334225.1,JAAXXY010000035.1_17_A,JAAXXY010000035.1_17,0
GB_GCA_013336025.1,JAAXUM010000012.1_5_A,JAAXUM010000012.1_5,0
GB_GCA_015654525.1,JAATGT010000298.1_5_A,JAATGT010000298.1_5,0
GB_GCA_015654615.1,JAATGN010000138.1_5_A,JAATGN010000138.1_5,0
GB_GCA_015654835.1,JAATGG010000122.1_22_A,JAATGG010000122.1_22,0
GB_GCA_015655565.1,JAATEU010000056.1_6_A,JAATEU010000056.1_6,0
GB_GCA_016215605.1,JACRJB010000068.1_116_A,JACRJB010000068.1_116,0
GB_GCA_017889635.1,JAGGAC010000077.1_2_A,JAGGAC010000077.1_2,0
GB_GCA_018241725.1,JAFEDI010000127.1_36_A,JAFEDI010000127.1_36,0
GB_GCA_018262505.1,JAGSYV010000169.1_6_A,JAGSYV010000169.1_6,0
GB_GCA_020692325.1,JAIMKR010000007.1_130_A,JAIMKR010000007.1_130,0
GB_GCA_021781745.1,JAJXWH010000032.1_25_A,JAJXWH010000032.1_25,0
GB_GCA_022378355.1,JAKMAJ010000002.1_91_A,JAKMAJ010000002.1_91,0
GB_GCA_023388195.1,JAEWGR010000043.1_29_A,JAEWGR010000043.1_29,0
GB_GCA_023390555.1,JAEWCQ010000016.1_12_A,JAEWCQ010000016.1_12,0
GB_GCA_023392615.1,JAEVYT010000017.1_393_A,JAEVYT010000017.1_393,0
GB_GCA_023399355.1,JAEWQC010000274.1_8_A,JAEWQC010000274.1_8,0
GB_GCA_023401925.1,JAEXDA010000039.1_109_A,JAEXDA010000039.1_109,0
GB_GCA_023408315.1,JAEYKI010000006.1_105_A,JAEYKI010000006.1_105,0
GB_GCA_023415815.1,JAEZJL010000433.1_6_A,JAEZJL010000433.1_6,0
GB_GCA_023423335.1,JAFAFU010000074.1_63_A,JAFAFU010000074.1_63,0
GB_GCA_023426125.1,JAFABI010000007.1_21_A,JAFABI010000007.1_21,0
GB_GCA_023435825.1,JAEZMB010000328.1_2_A,JAEZMB010000328.1_2,0
GB_GCA_023446675.1,JAEXPO010000607.1_8_A,JAEXPO010000607.1_8,0
GB_GCA_023460395.1,JAEWQB010000015.1_51_A,JAEWQB010000015.1_51,0
GB_GCA_028683595.1,JAQUHM010000027.1_14_A,JAQUHM010000027.1_14,0
GB_GCA_029256725.1,JAQSXJ010000016.1_24_A,JAQSXJ010000016.1_24,0
GB_GCA_029379285.1,JAQYWP010000242.1_1_B,JAQYWP010000242.1_1,0
GB_GCA_030705885.1,JAUZPN010000018.1_5_A,JAUZPN010000018.1_5,0
GB_GCA_031259505.1,JAIRLL010000343.1_9_A,JAIRLL010000343.1_9,0
GB_GCA_031269465.1,JAISZB010000292.1_15_A,JAISZB010000292.1_15,0
GB_GCA_031282925.1,JAITCT010000152.1_7_A,JAITCT010000152.1_7,0
GB_GCA_031287575.1,JAITSV010000032.1_75_A,JAITSV010000032.1_75,0
GB_GCA_031290435.1,JAITNQ010000273.1_12_A,JAITNQ010000273.1_12,0
GB_GCA_031292095.1,JARLHU010000002.1_9_A,JARLHU010000002.1_9,0
GB_GCA_031732755.1,JAVMKI010000051.1_102_A,JAVMKI010000051.1_102,0
GB_GCA_035470605.1,DATIQS010000060.1_9_A,DATIQS010000060.1_9,0
GB_GCA_035560935.1,DATMYQ010000163.1_7_A,DATMYQ010000163.1_7,0
GB_GCA_036171535.1,JAVHRG010000139.1_7_A,JAVHRG010000139.1_7,0
GB_GCA_036771135.1,DAIPHW010000103.1_6_A,DAIPHW010000103.1_6,0
GB_GCA_039594245.1,JBCNNT010000012.1_1387_A,JBCNNT010000012.1_1387,0
GB_GCA_041223105.1,JBCLPO010000001.1_6_A,JBCLPO010000001.1_6,0
GB_GCA_041821265.1,JBGUEQ010000028.1_34_A,JBGUEQ010000028.1_34,0
GB_GCA_041915065.1,JAYSCC010000013.1_14_A,JAYSCC010000013.1_14,0
GB_GCA_046533095.1,JAJQRA010000025.1_16_A,JAJQRA010000025.1_16,0
GB_GCA_047605765.1,JASGFB010000143.1_8_A,JASGFB010000143.1_8,0
GB_GCA_047974325.1,JBKECE010000070.1_2_A,JBKECE010000070.1_2,0
GB_GCA_049692775.1,JBAVPE010000186.1_25_A,JBAVPE010000186.1_25,0
GB_GCA_050251875.1,JBFWMA010000009.1_33_A,JBFWMA010000009.1_33,0
GB_GCA_050633005.1,JBODRP010000134.1_3_B,JBODRP010000134.1_3,0
GB_GCA_052445935.1,JBQTCH010000003.1_468_A,JBQTCH010000003.1_468,0
GB_GCA_903851415.1,CAINOE010000124.1_80_A,CAINOE010000124.1_80,0
GB_GCA_903918195.1,CAIXDS010000051.1_12_A,CAIXDS010000051.1_12,0
GB_GCA_903931645.1,CAIZDF010000566.1_3_A,CAIZDF010000566.1_3,0
GB_GCA_937873135.1,CALMVQ010000359.1_12_B,CALMVQ010000359.1_12,0
GB_GCA_945957385.1,CAMFKP010000030.1_26_A,CAMFKP010000030.1_26,0
GB_GCA_963664135.1,OY760905.1_2644_A,OY760905.1_2644,0
GB_GCA_963667185.2,OY762953.2_275_A,OY762953.2_275,0
GB_GCA_963677095.1,OY781875.1_3231_A,OY781875.1_3231,0
GB_GCA_963678265.1,OY782761.1_2314_A,OY782761.1_2314,0
GB_GCA_963724785.1,CAVRWC010000014.1_223_A,CAVRWC010000014.1_223,0
GB_GCA_963747865.1,CAVVHK010000060.1_17_A,CAVVHK010000060.1_17,0
GB_GCA_963757945.1,CAVWTN010000002.1_147_A,CAVWTN010000002.1_147,0
GB_GCA_963767435.1,CAVYEY010000043.1_424_A,CAVYEY010000043.1_424,0
GB_GCA_963791805.1,CAWBTU010000004.1_105_A,CAWBTU010000004.1_105,0
GB_GCA_963804495.1,CAWDQN010000012.1_91_A,CAWDQN010000012.1_91,0
GB_GCA_963817705.1,CAWFPF010000001.1_2735_A,CAWFPF010000001.1_2735,0
GB_GCA_963849665.1,CAWKJW010000080.1_33_A,CAWKJW010000080.1_33,0
GB_GCA_964292325.1,CAXYVG010000043.1_23_A,CAXYVG010000043.1_23,0
GB_GCA_964435365.1,CAYSZM010000022.1_9_A,CAYSZM010000022.1_9,0
GB_GCA_964523045.1,CAZFXO010000038.1_12_A,CAZFXO010000038.1_12,0
GB_GCA_964611215.1,CAZSXF010000011.1_11_A,CAZSXF010000011.1_11,0
GB_GCA_964651515.1,CAZYYB010000009.1_9_A,CAZYYB010000009.1_9,0
GB_GCA_964658545.1,CAZZZY010000205.1_1_B,CAZZZY010000205.1_1,0
RS_GCF_000016505.1,NC_009706.1_1716_A,NC_009706.1_1716,0
RS_GCF_000166055.1,NC_014664.1_3347_A,NC_014664.1_3347,0
RS_GCF_000183135.1,NC_014734.1_1370_A,NC_014734.1_1370,0
RS_GCF_000224515.1,NZ_AGAF01000212.1_39_A,NZ_AGAF01000212.1_39,0
RS_GCF_000271485.2,NZ_AKVN02000001.1_1165_A,NZ_AKVN02000001.1_1165,0
RS_GCF_000294655.1,NZ_CAHP01000020.1_250_A,NZ_CAHP01000020.1_250,0
RS_GCF_000340885.1,NC_020291.1_3021_A,NC_020291.1_3021,0
RS_GCF_000381065.1,NZ_KB905840.1_20_A,NZ_KB905840.1_20,0
RS_GCF_000442515.1,NZ_AQPH01000008.1_68_A,NZ_AQPH01000008.1_68,0
RS_GCF_000520715.1,NZ_ASSD01000655.1_8_A,NZ_ASSD01000655.1_8,0
RS_GCF_000621145.1,NZ_JHZB01000015.1_73_A,NZ_JHZB01000015.1_73,0
RS_GCF_000725345.1,NZ_CP008852.1_3860_A,NZ_CP008852.1_3860,0
RS_GCF_000758685.1,NZ_CP009286.1_2182_A,NZ_CP009286.1_2182,0
RS_GCF_000813325.1,NZ_BBQE01000001.1_135_A,NZ_BBQE01000001.1_135,0
RS_GCF_001295845.1,NZ_LJIC01000158.1_104_A,NZ_LJIC01000158.1_104,0
RS_GCF_001571105.1,NZ_BCTD01000003.1_26_A,NZ_BCTD01000003.1_26,0
RS_GCF_001874525.1,NZ_LKAQ01000004.1_2351_A,NZ_LKAQ01000004.1_2351,0
RS_GCF_002051585.1,NZ_MZGX01000018.1_65_A,NZ_MZGX01000018.1_65,0
RS_GCF_002196705.1,NZ_NADJ01000015.1_11_A,NZ_NADJ01000015.1_11,0
RS_GCF_002760435.1,NZ_AUUU01000066.1_42_A,NZ_AUUU01000066.1_42,0
RS_GCF_002937075.1,NZ_NHSJ01000060.1_15_A,NZ_NHSJ01000060.1_15,0
RS_GCF_003031265.1,NZ_CP019966.1_1410_A,NZ_CP019966.1_1410,0
RS_GCF_003182095.1,NZ_QGTJ01000006.1_6_A,NZ_QGTJ01000006.1_6,0
RS_GCF_003254295.1,NZ_QKZO01000014.1_45_A,NZ_QKZO01000014.1_45,0
RS_GCF_003966895.1,NZ_AP018449.1_448_A,NZ_AP018449.1_448,0
RS_GCF_004337445.1,NZ_SJZB01000009.1_15_A,NZ_SJZB01000009.1_15,0
RS_GCF_004342175.1,NZ_SMAO01000001.1_332_A,NZ_SMAO01000001.1_332,0
RS_GCF_004801305.1,NZ_SSOD01000026.1_22_A,NZ_SSOD01000026.1_22,0
RS_GCF_006715975.1,NZ_VFOF01000001.1_272_A,NZ_VFOF01000001.1_272,0
RS_GCF_007830255.1,NZ_VLKG01000004.1_31_A,NZ_VLKG01000004.1_31,0
RS_GCF_008086595.1,NZ_RXYA01000003.1_87_A,NZ_RXYA01000003.1_87,0
RS_GCF_009617575.1,NZ_WIXJ01000009.1_24_A,NZ_WIXJ01000009.1_24,0
RS_GCF_009877435.1,NZ_WXEX01000005.1_219_A,NZ_WXEX01000005.1_219,0
RS_GCF_011758645.1,NZ_JAAMOZ010000001.1_2437_A,NZ_JAAMOZ010000001.1_2437,0
RS_GCF_013393385.1,NZ_AP023239.1_2219_A,NZ_AP023239.1_2219,0
RS_GCF_014191985.1,NZ_JACHXI010000008.1_98_A,NZ_JACHXI010000008.1_98,0
RS_GCF_014203125.1,NZ_JACHIH010000003.1_49_A,NZ_JACHIH010000003.1_49,0
RS_GCF_015207245.1,NZ_JADEXF010000046.1_1_B,NZ_JADEXF010000046.1_1,0
RS_GCF_016583785.1,NZ_NRRU01000136.1_7_A,NZ_NRRU01000136.1_7,0
RS_GCF_017114945.1,NZ_JABXKQ010000098.1_17_B,NZ_JABXKQ010000098.1_17,0
RS_GCF_017115105.1,NZ_JABXKH010000140.1_13_B,NZ_JABXKH010000140.1_13,0
RS_GCF_018449575.1,NZ_JAAVUT010000006.1_99_A,NZ_JAAVUT010000006.1_99,0
RS_GCF_018905915.1,NZ_CP064782.1_65_A,NZ_CP064782.1_65,0
RS_GCF_019352175.1,NZ_JACBYI010000014.1_106_A,NZ_JACBYI010000014.1_106,0
RS_GCF_020523985.1,NZ_JAIVKM010000001.1_397_A,NZ_JAIVKM010000001.1_397,0
RS_GCF_021209385.1,NZ_JAJOIL010000007.1_13_A,NZ_JAJOIL010000007.1_13,0
RS_GCF_022369515.1,NZ_CP059724.1_4290_A,NZ_CP059724.1_4290,0
RS_GCF_024460775.1,NZ_JANFYZ010000004.1_22_A,NZ_JANFYZ010000004.1_22,0
RS_GCF_025962655.1,NZ_JAGFPE010000009.1_75_A,NZ_JAGFPE010000009.1_75,0
RS_GCF_027925445.1,NZ_AP027149.1_4170_A,NZ_AP027149.1_4170,0
RS_GCF_029379315.1,NZ_JAQYWQ010000199.1_6_B,NZ_JAQYWQ010000199.1_6,0
RS_GCF_030813505.1,NZ_JAUSUE010000023.1_46_A,NZ_JAUSUE010000023.1_46,0
RS_GCF_031292145.1,NZ_JARLHR010000095.1_23_A,NZ_JARLHR010000095.1_23,0
RS_GCF_034931845.1,NZ_JAYGHN010000059.1_17_A,NZ_JAYGHN010000059.1_17,0
RS_GCF_036398755.1,NZ_DASWOM010000129.1_9_A,NZ_DASWOM010000129.1_9,0
RS_GCF_036781005.1,NZ_DAIQBT010000016.1_36_A,NZ_DAIQBT010000016.1_36,0
RS_GCF_036916735.1,NZ_JBALFV010000076.1_11_A,NZ_JBALFV010000076.1_11,0
RS_GCF_036917155.1,NZ_JBALDZ010000215.1_86_B,NZ_JBALDZ010000215.1_86,0
RS_GCF_036917435.1,NZ_JBALDM010000031.1_29_B,NZ_JBALDM010000031.1_29,0
RS_GCF_036917615.1,NZ_JBALCZ010000026.1_186_A,NZ_JBALCZ010000026.1_186,0
RS_GCF_036917935.1,NZ_JBALEL010000060.1_80_C,NZ_JBALEL010000060.1_80,0
RS_GCF_036919595.1,NZ_JBALCO010000003.1_6_B,NZ_JBALCO010000003.1_6,0
RS_GCF_038725785.1,NZ_CP109796.1_4546_A,NZ_CP109796.1_4546,0
RS_GCF_041320595.1,NZ_CP166625.1_4333_A,NZ_CP166625.1_4333,0
RS_GCF_042434745.1,NZ_JBHLSS010000027.1_11_A,NZ_JBHLSS010000027.1_11,0
RS_GCF_042682685.1,NZ_JBHUHX010000058.1_7_A,NZ_JBHUHX010000058.1_7,0
RS_GCF_043195065.1,NZ_JBAFWM010000004.1_216_A,NZ_JBAFWM010000004.1_216,0
RS_GCF_046054165.1,NZ_JBFNXK010000012.1_85_A,NZ_JBFNXK010000012.1_85,0
RS_GCF_047308185.1,NZ_JAHXPU010000027.1_71_A,NZ_JAHXPU010000027.1_71,0
RS_GCF_047607245.1,NZ_JASGDK010000168.1_2_A,NZ_JASGDK010000168.1_2,0
RS_GCF_048571275.1,NZ_CP182357.1_807_A,NZ_CP182357.1_807,0
RS_GCF_050058015.1,NZ_CP170111.1_398_A,NZ_CP170111.1_398,0
RS_GCF_900102215.1,NZ_FNBG01000001.1_80_A,NZ_FNBG01000001.1_80,0
RS_GCF_900108475.1,NZ_FNWO01000012.1_10_A,NZ_FNWO01000012.1_10,0
RS_GCF_900114615.1,NZ_FOTS01000037.1_20_A,NZ_FOTS01000037.1_20,0
RS_GCF_900142215.1,NZ_FRAC01000010.1_254_A,NZ_FRAC01000010.1_254,0
RS_GCF_900187365.1,NZ_FYDG01000003.1_241_A,NZ_FYDG01000003.1_241,0
RS_GCF_902702915.1,NZ_LR738849.1_698_A,NZ_LR738849.1_698,0
RS_GCF_963556105.3,NZ_CAUVYG020000001.1_1897_A,NZ_CAUVYG020000001.1_1897,0
RS_GCF_963676665.2,NZ_CAXXNL010000010.1_16_A,NZ_CAXXNL010000010.1_16,0
RS_GCF_963920935.1,NZ_CAWUDO010000051.1_54_B,NZ_CAWUDO010000051.1_54,0
RS_GCF_965644225.1,NZ_CBFFRJ010000167.1_8_A,NZ_CBFFRJ010000167.1_8,0
GB_GCA_003151535.1,PLXT01000077.1_58_A,PLXT01000077.1_58,0
GB_GCA_003978865.1,QNXS01000077.1_16_A,QNXS01000077.1_16,0
GB_GCA_023399215.1,JAEWQJ010000031.1_66_A,JAEWQJ010000031.1_66,0
GB_GCA_028679775.1,JAJRAX010000194.1_7_A,JAJRAX010000194.1_7,0
GB_GCA_039666455.1,JAVSLW010000019.1_51_A,JAVSLW010000019.1_51,0
GB_GCA_963727895.1,CAVSHT010000007.1_61_A,CAVSHT010000007.1_61,0
GB_GCA_963775495.1,CAVZIM010000003.1_252_A,CAVZIM010000003.1_252,0
GB_GCA_963825335.1,CAWGSP010000001.1_1002_A,CAWGSP010000001.1_1002,0
RS_GCF_000007345.1,NC_003552.1_1252_A,NC_003552.1_1252,0
RS_GCF_000969985.1,NZ_CP009526.1_2663_A,NZ_CP009526.1_2663,0
RS_GCF_000970085.1,NZ_CP009506.1_3121_A,NZ_CP009506.1_3121,0
RS_GCF_002287235.1,NZ_LMVP01000090.1_22_A,NZ_LMVP01000090.1_22,0
RS_GCF_052057765.1,NZ_CP195120.1_2856_A,NZ_CP195120.1_2856,0
GB_GCA_000242935.3,CP007053.1_261_A,CP007053.1_261,0
GB_GCA_001577715.1,LQAA01000036.1_7_A,LQAA01000036.1_7,0
GB_GCA_001871085.1,MNUQ01000086.1_9_A,MNUQ01000086.1_9,0
GB_GCA_002298145.1,DBMP01000017.1_48_A,DBMP01000017.1_48,0
GB_GCA_002306975.1,DBTI01000267.1_34_A,DBTI01000267.1_34,0
GB_GCA_002307185.1,DBTT01000042.1_8_A,DBTT01000042.1_8,0
GB_GCA_002367995.1,AP018207.1_6557_B,AP018207.1_6557,0
GB_GCA_002403785.1,DHIM01000108.1_6_A,DHIM01000108.1_6,0
GB_GCA_002452335.1,DKFJ01000006.1_208_A,DKFJ01000006.1_208,0
GB_GCA_003154095.1,PMCK01000589.1_65_A,PMCK01000589.1_65,0
GB_GCA_003250275.1,QKGW01000496.1_4_A,QKGW01000496.1_4,0
GB_GCA_003501365.1,DNPP01000004.1_38_A,DNPP01000004.1_38,0
GB_GCA_003990955.1,BIFV01000009.1_39_A,BIFV01000009.1_39,0
GB_GCA_013334335.1,JAAXXR010000070.1_6_A,JAAXXR010000070.1_6,0
GB_GCA_013426805.1,JACDZG010000014.1_54_A,JACDZG010000014.1_54,0
GB_GCA_015654535.1,JAATGU010000114.1_29_A,JAATGU010000114.1_29,0
GB_GCA_015654635.1,JAATGP010000008.1_8_A,JAATGP010000008.1_8,0
GB_GCA_015654985.1,JAATFW010000214.1_3_A,JAATFW010000214.1_3,0
GB_GCA_015709205.1,JACCQO010000008.1_39_A,JACCQO010000008.1_39,0
GB_GCA_016793875.1,JAEULG010000021.1_13_A,JAEULG010000021.1_13,0
GB_GCA_017889725.1,JAGGAE010000092.1_3_A,JAGGAE010000092.1_3,0
GB_GCA_018261905.1,JAGTRU010000040.1_20_A,JAGTRU010000040.1_20,0
GB_GCA_019359415.1,JAHHHH010000012.1_67_B,JAHHHH010000012.1_67,0
GB_GCA_021286985.1,JAJTBJ010000005.1_2_A,JAJTBJ010000005.1_2,0
GB_GCA_021782815.1,JAJXUO010000019.1_8_A,JAJXUO010000019.1_8,0
GB_GCA_023249405.1,JAHFCR010000013.1_29_A,JAHFCR010000013.1_29,0
GB_GCA_023390115.1,JAEWDM010000011.1_84_A,JAEWDM010000011.1_84,0
GB_GCA_023391695.1,JAEWAK010000045.1_41_A,JAEWAK010000045.1_41,0
GB_GCA_023397905.1,JAEWSZ010000134.1_75_A,JAEWSZ010000134.1_75,0
GB_GCA_023399375.1,JAEWPX010000116.1_5_A,JAEWPX010000116.1_5,0
GB_GCA_023402395.1,JAEYGI010000069.1_5_A,JAEYGI010000069.1_5,0
GB_GCA_023410275.1,JAEYPZ010000059.1_19_A,JAEYPZ010000059.1_19,0
GB_GCA_023417475.1,JAEZFP010000059.1_128_A,JAEZFP010000059.1_128,0
GB_GCA_023424965.1,JAFADI010000182.1_57_A,JAFADI010000182.1_57,0
GB_GCA_023426245.1,JAFABB010000050.1_29_A,JAFABB010000050.1_29,0
GB_GCA_023435985.1,JAEZKY010000376.1_13_A,JAEZKY010000376.1_13,0
GB_GCA_023454275.1,JAEYGM010000006.1_18_A,JAEYGM010000006.1_18,0
GB_GCA_024707145.1,JANQAI010000003.1_208_A,JANQAI010000003.1_208,0
GB_GCA_028688525.1,JAQTYA010000126.1_10_A,JAQTYA010000126.1_10,0
GB_GCA_029266335.1,JAQSXC010000001.1_42_A,JAQSXC010000001.1_42,0
GB_GCA_029624735.1,JARSSM010000003.1_16_A,JARSSM010000003.1_16,0
GB_GCA_030837445.1,JAUPKM010000030.1_5_A,JAUPKM010000030.1_5,0
GB_GCA_031260045.1,JAIRKO010000051.1_106_A,JAIRKO010000051.1_106,0
GB_GCA_031270945.1,JAISWZ010000225.1_14_A,JAISWZ010000225.1_14,0
GB_GCA_031283515.1,JAITBS010000254.1_6_A,JAITBS010000254.1_6,0
GB_GCA_031288415.1,JAITRL010000323.1_7_A,JAITRL010000323.1_7,0
GB_GCA_031291185.1,JARLJM010000034.1_9_A,JARLJM010000034.1_9,0
GB_GCA_031292275.1,JARLHL010000048.1_6_A,JARLHL010000048.1_6,0
GB_GCA_032079965.1,DAMATJ010000028.1_53_A,DAMATJ010000028.1_53,0
GB_GCA_035538795.1,DATLJS010000003.1_11_A,DATLJS010000003.1_11,0
GB_GCA_035561035.1,DATMYI010000113.1_5_A,DATMYI010000113.1_5,0
