query_id,genome,contig,operon,cluster,gene,start,end,orientation
JAABPV010000013.1_10,GB_GCA_011391865.1,JAABPV010000013.1,1,nif,WP_028317104.1,12728.0,13282.0,-1.0
JAABPV010000013.1_11,GB_GCA_011391865.1,JAABPV010000013.1,1,nif,WP_267927436.1,13298.0,13903.0,-1.0
JAABPV010000013.1_15,GB_GCA_011391865.1,JAABPV010000013.1,1,nif,nifI2,17811.0,18185.0,-1.0
JAABPV010000013.1_16,GB_GCA_011391865.1,JAABPV010000013.1,1,nif,WP_267927804.1,18188.0,18514.0,-1.0
JAABPV010000013.1_18,GB_GCA_011391865.1,JAABPV010000013.1,1,nif,epsG,20009.0,21046.0,-1.0
JAABPV010000013.1_20,GB_GCA_011391865.1,JAABPV010000013.1,1,nif,WP_297952712.1,22974.0,23426.0,-1.0
WYCW01000001.1_1245,GB_GCA_011392765.1,WYCW01000001.1,1,nif,nifB,1260909.0,1261982.0,1.0
WYCW01000001.1_1246,GB_GCA_011392765.1,WYCW01000001.1,1,nif,tsaB,1262013.0,1262297.0,1.0
WYCW01000001.1_1247,GB_GCA_011392765.1,WYCW01000001.1,1,nif,cbdC,1262325.0,1262672.0,1.0
WYCW01000001.1_1241,GB_GCA_011392765.1,WYCW01000001.1,1,nif,rnfD,1256382.0,1257488.0,-1.0
WYCW01000001.1_1243,GB_GCA_011392765.1,WYCW01000001.1,1,nif,rnfB,1259239.0,1259769.0,-1.0
WYCW01000001.1_1242,GB_GCA_011392765.1,WYCW01000001.1,1,nif,rnfC,1257788.0,1259224.0,-1.0
WYCW01000001.1_1240,GB_GCA_011392765.1,WYCW01000001.1,1,nif,RNFG_CERS1,1255636.0,1256259.0,-1.0
WYCW01000001.1_1244,GB_GCA_011392765.1,WYCW01000001.1,1,nif,RNFA_AZOSB,1259937.0,1260518.0,-1.0
WYCW01000001.1_1248,GB_GCA_011392765.1,WYCW01000001.1,1,nif,NIFQ_AZOVI,1262675.0,1263253.0,1.0
WYCW01000001.1_1240,GB_GCA_011392765.1,WYCW01000001.1,1,nif,rnfG,1255636.0,1256259.0,-1.0
WYCW01000001.1_1244,GB_GCA_011392765.1,WYCW01000001.1,1,nif,rnfA,1259937.0,1260518.0,-1.0
WYCW01000001.1_1248,GB_GCA_011392765.1,WYCW01000001.1,1,nif,nifQ,1262675.0,1263253.0,1.0
WYCW01000001.1_1249,GB_GCA_011392765.1,WYCW01000001.1,1,nif,ctaA,1263646.0,1264710.0,1.0
WYCW01000003.1_54,GB_GCA_011392765.1,WYCW01000003.1,1,nif,glk,57998.0,58972.0,1.0
WYCW01000003.1_45,GB_GCA_011392765.1,WYCW01000003.1,1,nif,SKI8,47252.0,49378.0,1.0
WYCW01000003.1_53,GB_GCA_011392765.1,WYCW01000003.1,1,nif,vnfH,56323.0,57204.0,-1.0
WYCW01000003.1_50,GB_GCA_011392765.1,WYCW01000003.1,1,nif,nifK,52422.0,53993.0,-1.0
WYCW01000003.1_47,GB_GCA_011392765.1,WYCW01000003.1,1,nif,nifX,50608.0,51120.0,-1.0
WYCW01000003.1_56,GB_GCA_011392765.1,WYCW01000003.1,1,nif,tamA,60164.0,62011.0,1.0
WYCW01000003.1_51,GB_GCA_011392765.1,WYCW01000003.1,1,nif,nifD,54320.0,55786.0,-1.0
WYCW01000003.1_57,GB_GCA_011392765.1,WYCW01000003.1,1,nif,tamB,62008.0,66078.0,1.0
WYCW01000003.1_48,GB_GCA_011392765.1,WYCW01000003.1,1,nif,FDXN_RHOCB,51437.0,51631.0,-1.0
WYCW01000003.1_46,GB_GCA_011392765.1,WYCW01000003.1,1,nif,WP_256091519.1,49639.0,50568.0,-1.0
WYCW01000003.1_48,GB_GCA_011392765.1,WYCW01000003.1,1,nif,WP_089723918.1,51437.0,51631.0,-1.0
WYCW01000003.1_49,GB_GCA_011392765.1,WYCW01000003.1,1,nif,nifT,51694.0,51909.0,-1.0
WYCW01000003.1_55,GB_GCA_011392765.1,WYCW01000003.1,1,nif,WP_133513398.1,59462.0,59755.0,-1.0
WOZS01000025.1_15,GB_GCA_011620135.1,WOZS01000025.1,1,nif,nifH,9247.0,10128.0,1.0
WOZS01000025.1_8,GB_GCA_011620135.1,WOZS01000025.1,1,nif,NFS1,4900.0,6030.0,-1.0
WOZS01000025.1_13,GB_GCA_011620135.1,WOZS01000025.1,1,nif,nifB,7292.0,8830.0,-1.0
WOZS01000025.1_10,GB_GCA_011620135.1,WOZS01000025.1,1,nif,BGLF4,6395.0,6655.0,-1.0
WOZS01000025.1_17,GB_GCA_011620135.1,WOZS01000025.1,1,nif,nifK,11772.0,13313.0,1.0
WOZS01000025.1_16,GB_GCA_011620135.1,WOZS01000025.1,1,nif,nifD,10222.0,11679.0,1.0
WOZS01000025.1_9,GB_GCA_011620135.1,WOZS01000025.1,1,nif,NIFZ_SINFN,6027.0,6380.0,-1.0
WOZS01000025.1_12,GB_GCA_011620135.1,WOZS01000025.1,1,nif,FER1_RHOPA,7031.0,7228.0,-1.0
WOZS01000025.1_9,GB_GCA_011620135.1,WOZS01000025.1,1,nif,WP_232368574.1,6027.0,6380.0,-1.0
WOZS01000025.1_11,GB_GCA_011620135.1,WOZS01000025.1,1,nif,WP_163097649.1,6652.0,6987.0,-1.0
WOZS01000025.1_12,GB_GCA_011620135.1,WOZS01000025.1,1,nif,WP_026609980.1,7031.0,7228.0,-1.0
WOZS01000025.1_15,GB_GCA_011620135.1,WOZS01000025.1,2,nif,nifH,9247.0,10128.0,1.0
WOZS01000025.1_13,GB_GCA_011620135.1,WOZS01000025.1,2,nif,nifB,7292.0,8830.0,-1.0
WOZS01000025.1_10,GB_GCA_011620135.1,WOZS01000025.1,2,nif,BGLF4,6395.0,6655.0,-1.0
WOZS01000025.1_17,GB_GCA_011620135.1,WOZS01000025.1,2,nif,nifK,11772.0,13313.0,1.0
WOZS01000025.1_19,GB_GCA_011620135.1,WOZS01000025.1,2,nif,nifN,14817.0,16190.0,1.0
WOZS01000025.1_16,GB_GCA_011620135.1,WOZS01000025.1,2,nif,nifD,10222.0,11679.0,1.0
WOZS01000025.1_18,GB_GCA_011620135.1,WOZS01000025.1,2,nif,nifE,13413.0,14813.0,1.0
WOZS01000025.1_12,GB_GCA_011620135.1,WOZS01000025.1,2,nif,FER1_RHOPA,7031.0,7228.0,-1.0
WOZS01000025.1_20,GB_GCA_011620135.1,WOZS01000025.1,2,nif,NIFX_HERSE,16213.0,16617.0,1.0
WOZS01000025.1_21,GB_GCA_011620135.1,WOZS01000025.1,2,nif,Y4VQ_SINFN,16630.0,17091.0,1.0
WOZS01000025.1_11,GB_GCA_011620135.1,WOZS01000025.1,2,nif,WP_163097649.1,6652.0,6987.0,-1.0
WOZS01000025.1_12,GB_GCA_011620135.1,WOZS01000025.1,2,nif,WP_026609980.1,7031.0,7228.0,-1.0
WOZS01000025.1_20,GB_GCA_011620135.1,WOZS01000025.1,2,nif,WP_226822568.1,16213.0,16617.0,1.0
WOZS01000025.1_21,GB_GCA_011620135.1,WOZS01000025.1,2,nif,WP_129331626.1,16630.0,17091.0,1.0
WOZJ01000062.1_15,GB_GCA_011620345.1,WOZJ01000062.1,1,nif,vnfH,10613.0,11494.0,-1.0
WOZJ01000062.1_13,GB_GCA_011620345.1,WOZJ01000062.1,1,nif,nifK,7559.0,9109.0,-1.0
WOZJ01000062.1_11,GB_GCA_011620345.1,WOZJ01000062.1,1,nif,nifN,4801.0,6165.0,-1.0
WOZJ01000062.1_10,GB_GCA_011620345.1,WOZJ01000062.1,1,nif,nifX,4427.0,4804.0,-1.0
WOZJ01000062.1_14,GB_GCA_011620345.1,WOZJ01000062.1,1,nif,nifD,9113.0,10576.0,-1.0
WOZJ01000062.1_12,GB_GCA_011620345.1,WOZJ01000062.1,1,nif,nifN,6170.0,7549.0,-1.0
WOZJ01000062.1_16,GB_GCA_011620345.1,WOZJ01000062.1,1,nif,nifB,11522.0,12946.0,-1.0
WOZJ01000062.1_6,GB_GCA_011620345.1,WOZJ01000062.1,1,nif,FER3_NOSS1,3124.0,3402.0,-1.0
WOZJ01000062.1_9,GB_GCA_011620345.1,WOZJ01000062.1,1,nif,YNI3_FRAAL,3963.0,4430.0,-1.0
WOZJ01000062.1_6,GB_GCA_011620345.1,WOZJ01000062.1,1,nif,WP_190982802.1,3124.0,3402.0,-1.0
WOZJ01000062.1_9,GB_GCA_011620345.1,WOZJ01000062.1,1,nif,WP_009741529.1,3963.0,4430.0,-1.0
WOYJ01000090.1_10,GB_GCA_011620845.1,WOYJ01000090.1,1,nif,vnfH,8367.0,9188.0,-1.0
WOYJ01000090.1_8,GB_GCA_011620845.1,WOYJ01000090.1,1,nif,nifI2,7592.0,7960.0,-1.0
WOYJ01000090.1_6,GB_GCA_011620845.1,WOYJ01000090.1,1,nif,nifK,4653.0,6038.0,-1.0
WOYJ01000090.1_4,GB_GCA_011620845.1,WOYJ01000090.1,1,nif,nifN,1794.0,3185.0,-1.0
WOYJ01000090.1_1,GB_GCA_011620845.1,WOYJ01000090.1,1,nif,psrA,2.0,1060.0,-1.0
WOYJ01000090.1_5,GB_GCA_011620845.1,WOYJ01000090.1,1,nif,nifN,3187.0,4545.0,-1.0
WOYJ01000090.1_7,GB_GCA_011620845.1,WOYJ01000090.1,1,nif,nifD,6035.0,7513.0,-1.0
WOYJ01000090.1_9,GB_GCA_011620845.1,WOYJ01000090.1,1,nif,GLNB1_METIV,7965.0,8282.0,-1.0
WOYJ01000090.1_2,GB_GCA_011620845.1,WOYJ01000090.1,1,nif,WP_248611965.1,1139.0,1381.0,-1.0
WOYJ01000090.1_3,GB_GCA_011620845.1,WOYJ01000090.1,1,nif,WP_048082149.1,1411.0,1731.0,-1.0
WOYJ01000090.1_9,GB_GCA_011620845.1,WOYJ01000090.1,1,nif,nifI1,7965.0,8282.0,-1.0
WOYJ01000090.1_11,GB_GCA_011620845.1,WOYJ01000090.1,1,nif,WP_013826523.1,9362.0,10963.0,1.0
WOYJ01000090.1_13,GB_GCA_011620845.1,WOYJ01000090.1,1,nif,WP_223790832.1,11180.0,11647.0,1.0
WOYJ01000111.1_25,GB_GCA_011620845.1,WOYJ01000111.1,1,nif,CNX2,21111.0,22133.0,1.0
WOYJ01000111.1_23,GB_GCA_011620845.1,WOYJ01000111.1,1,nif,fwdH,19679.0,20140.0,-1.0
WOYJ01000111.1_20,GB_GCA_011620845.1,WOYJ01000111.1,1,nif,fmdD,17830.0,18372.0,-1.0
WOYJ01000111.1_27,GB_GCA_011620845.1,WOYJ01000111.1,1,nif,K07744,22481.0,23434.0,1.0
WOYJ01000111.1_21,GB_GCA_011620845.1,WOYJ01000111.1,1,nif,fwdG,18382.0,18615.0,-1.0
WOYJ01000111.1_22,GB_GCA_011620845.1,WOYJ01000111.1,1,nif,fmdF,18625.0,19689.0,-1.0
WOYJ01000111.1_24,GB_GCA_011620845.1,WOYJ01000111.1,1,nif,WP_308572055.1,20420.0,21124.0,1.0
WOYJ01000111.1_26,GB_GCA_011620845.1,WOYJ01000111.1,1,nif,WP_286243715.1,22145.0,22351.0,-1.0
WOYJ01000111.1_28,GB_GCA_011620845.1,WOYJ01000111.1,1,nif,WP_286243719.1,24149.0,24808.0,1.0
WOYJ01000135.1_7,GB_GCA_011620845.1,WOYJ01000135.1,1,nif,mtnA,6420.0,7361.0,-1.0
WOYJ01000135.1_5,GB_GCA_011620845.1,WOYJ01000135.1,1,nif,TMTC,5208.0,5789.0,1.0
WOYJ01000135.1_6,GB_GCA_011620845.1,WOYJ01000135.1,1,nif,udg,5848.0,6282.0,-1.0
WOYJ01000135.1_8,GB_GCA_011620845.1,WOYJ01000135.1,1,nif,nifB,7430.0,8281.0,-1.0
WOYJ01000135.1_3,GB_GCA_011620845.1,WOYJ01000135.1,1,nif,TRM5B_PYRAB,3166.0,4188.0,1.0
WOYJ01000135.1_10,GB_GCA_011620845.1,WOYJ01000135.1,1,nif,Y800_METJA,9029.0,10264.0,-1.0
WOYJ01000135.1_11,GB_GCA_011620845.1,WOYJ01000135.1,1,nif,Y404_METJA,10257.0,10703.0,-1.0
WOYJ01000135.1_12,GB_GCA_011620845.1,WOYJ01000135.1,1,nif,Y405_METJA,10700.0,11080.0,-1.0
WOYJ01000135.1_3,GB_GCA_011620845.1,WOYJ01000135.1,1,nif,TRMT5,3166.0,4188.0,1.0
WOYJ01000135.1_4,GB_GCA_011620845.1,WOYJ01000135.1,1,nif,K07052,4251.0,5180.0,1.0
WOYJ01000135.1_9,GB_GCA_011620845.1,WOYJ01000135.1,1,nif,WP_209625430.1,8420.0,8995.0,-1.0
WOYJ01000135.1_10,GB_GCA_011620845.1,WOYJ01000135.1,1,nif,WP_048072133.1,9029.0,10264.0,-1.0
WOYJ01000135.1_11,GB_GCA_011620845.1,WOYJ01000135.1,1,nif,WP_013826081.1,10257.0,10703.0,-1.0
WOYJ01000135.1_12,GB_GCA_011620845.1,WOYJ01000135.1,1,nif,WP_292754279.1,10700.0,11080.0,-1.0
VEPB01000023.1_3,GB_GCA_012026715.1,VEPB01000023.1,1,nif,vnfH,2825.0,3712.0,-1.0
VEPB01000023.1_1,GB_GCA_012026715.1,VEPB01000023.1,1,nif,nifK,3.0,1043.0,-1.0
VEPB01000023.1_2,GB_GCA_012026715.1,VEPB01000023.1,1,nif,nifD,1241.0,2728.0,-1.0
VEPB01000023.1_6,GB_GCA_012026715.1,VEPB01000023.1,1,nif,dnaE2,6832.0,9840.0,-1.0
VEPB01000023.1_4,GB_GCA_012026715.1,VEPB01000023.1,1,nif,WP_205434310.1,4038.0,4736.0,1.0
VEPB01000023.1_5,GB_GCA_012026715.1,VEPB01000023.1,1,nif,WP_150046077.1,5580.0,6773.0,1.0
VEPB01000473.1_29,GB_GCA_012026715.1,VEPB01000473.1,1,nif,isiB,26187.0,26723.0,1.0
VEPB01000473.1_36,GB_GCA_012026715.1,VEPB01000473.1,1,nif,tsaB,31257.0,31544.0,1.0
VEPB01000473.1_35,GB_GCA_012026715.1,VEPB01000473.1,1,nif,fprA1_2,29945.0,31243.0,1.0
VEPB01000473.1_32,GB_GCA_012026715.1,VEPB01000473.1,1,nif,nifB,27639.0,29129.0,1.0
VEPB01000473.1_27,GB_GCA_012026715.1,VEPB01000473.1,1,nif,fccB,24242.0,25507.0,1.0
VEPB01000473.1_33,GB_GCA_012026715.1,VEPB01000473.1,1,nif,FERN_AZOVI,29232.0,29510.0,1.0
VEPB01000473.1_34,GB_GCA_012026715.1,VEPB01000473.1,1,nif,YDRA_RHORU,29514.0,29948.0,1.0
VEPB01000473.1_30,GB_GCA_012026715.1,VEPB01000473.1,1,nif,WP_110020165.1,26748.0,26966.0,1.0
VEPB01000473.1_31,GB_GCA_012026715.1,VEPB01000473.1,1,nif,WP_054774763.1,27025.0,27327.0,1.0
VEPB01000473.1_33,GB_GCA_012026715.1,VEPB01000473.1,1,nif,WP_080523842.1,29232.0,29510.0,1.0
VEPB01000473.1_34,GB_GCA_012026715.1,VEPB01000473.1,1,nif,WP_266020667.1,29514.0,29948.0,1.0
VEPM01000035.1_37,GB_GCA_012026795.1,VEPM01000035.1,1,nif,MEP,26099.0,27415.0,1.0
VEPM01000035.1_36,GB_GCA_012026795.1,VEPM01000035.1,1,nif,chlL,25117.0,25941.0,-1.0
VEPM01000035.1_32,GB_GCA_012026795.1,VEPM01000035.1,1,nif,nifK,21666.0,22985.0,-1.0
VEPM01000035.1_33,GB_GCA_012026795.1,VEPM01000035.1,1,nif,nifD,22987.0,24357.0,-1.0
VEPM01000035.1_39,GB_GCA_012026795.1,VEPM01000035.1,1,nif,glnB,27832.0,28170.0,1.0
VEPM01000035.1_35,GB_GCA_012026795.1,VEPM01000035.1,1,nif,glnK,24795.0,25112.0,-1.0
VEPM01000035.1_34,GB_GCA_012026795.1,VEPM01000035.1,1,nif,glnK,24409.0,24786.0,-1.0
VEPM01000035.1_28,GB_GCA_012026795.1,VEPM01000035.1,1,nif,K06926,19284.0,20537.0,-1.0
VEPM01000035.1_27,GB_GCA_012026795.1,VEPM01000035.1,1,nif,WP_097299126.1,18762.0,19280.0,-1.0
VEPM01000035.1_28,GB_GCA_012026795.1,VEPM01000035.1,1,nif,K06926,19284.0,20537.0,-1.0
VEPM01000035.1_29,GB_GCA_012026795.1,VEPM01000035.1,1,nif,WP_176505148.1,20541.0,20708.0,-1.0
VEPM01000035.1_30,GB_GCA_012026795.1,VEPM01000035.1,1,nif,WP_097299123.1,20868.0,21254.0,-1.0
VEPM01000035.1_31,GB_GCA_012026795.1,VEPM01000035.1,1,nif,WP_141398866.1,21381.0,21650.0,-1.0
VEPM01000035.1_38,GB_GCA_012026795.1,VEPM01000035.1,1,nif,WP_097299117.1,27428.0,27835.0,1.0
VEPM01000038.1_22,GB_GCA_012026795.1,VEPM01000038.1,1,nif,CNX2,18787.0,19689.0,1.0
VEPM01000038.1_26,GB_GCA_012026795.1,VEPM01000038.1,1,nif,DPH6,21615.0,22283.0,1.0
VEPM01000038.1_17,GB_GCA_012026795.1,VEPM01000038.1,1,nif,pabAB,14836.0,15411.0,-1.0
VEPM01000038.1_19,GB_GCA_012026795.1,VEPM01000038.1,1,nif,secD,16530.0,18191.0,1.0
VEPM01000038.1_18,GB_GCA_012026795.1,VEPM01000038.1,1,nif,SECF_METP4,15577.0,16533.0,1.0
VEPM01000038.1_25,GB_GCA_012026795.1,VEPM01000038.1,1,nif,Y968_METBU,21223.0,21609.0,1.0
VEPM01000038.1_18,GB_GCA_012026795.1,VEPM01000038.1,1,nif,WP_097298363.1,15577.0,16533.0,1.0
VEPM01000038.1_21,GB_GCA_012026795.1,VEPM01000038.1,1,nif,thiS,18555.0,18761.0,1.0
VEPM01000038.1_23,GB_GCA_012026795.1,VEPM01000038.1,1,nif,WP_097298370.1,19671.0,20612.0,-1.0
VEPM01000038.1_24,GB_GCA_012026795.1,VEPM01000038.1,1,nif,K09728,20899.0,21207.0,1.0
VEPM01000038.1_25,GB_GCA_012026795.1,VEPM01000038.1,1,nif,K09731,21223.0,21609.0,1.0
VEPM01000046.1_23,GB_GCA_012026795.1,VEPM01000046.1,1,nif,hmuS,18903.0,20222.0,1.0
VEPM01000046.1_19,GB_GCA_012026795.1,VEPM01000046.1,1,nif,ahbD,15972.0,16862.0,1.0
VEPM01000046.1_21,GB_GCA_012026795.1,VEPM01000046.1,1,nif,CBIM2_METBF,17154.0,18068.0,1.0
VEPM01000046.1_14,GB_GCA_012026795.1,VEPM01000046.1,1,nif,K09803,12851.0,13141.0,-1.0
VEPM01000046.1_15,GB_GCA_012026795.1,VEPM01000046.1,1,nif,K07038,13242.0,13604.0,-1.0
VEPM01000046.1_16,GB_GCA_012026795.1,VEPM01000046.1,1,nif,WP_014866634.1,13755.0,14174.0,-1.0
VEPM01000046.1_17,GB_GCA_012026795.1,VEPM01000046.1,1,nif,WP_083608978.1,14164.0,14733.0,-1.0
VEPM01000046.1_18,GB_GCA_012026795.1,VEPM01000046.1,1,nif,K07038,14882.0,15286.0,-1.0
VEPM01000046.1_20,GB_GCA_012026795.1,VEPM01000046.1,1,nif,WP_176505251.1,16914.0,17069.0,1.0
VEPM01000046.1_21,GB_GCA_012026795.1,VEPM01000046.1,1,nif,cbiM,17154.0,18068.0,1.0
VEPM01000046.1_22,GB_GCA_012026795.1,VEPM01000046.1,1,nif,cbiQ,18068.0,18898.0,1.0
VEPN01000001.1_16,GB_GCA_012026835.1,VEPN01000001.1,1,nif,prgQ,15746.0,16504.0,-1.0
VEPN01000001.1_4,GB_GCA_012026835.1,VEPN01000001.1,1,nif,aprD4,3587.0,4945.0,-1.0
VEPN01000001.1_11,GB_GCA_012026835.1,VEPN01000001.1,1,nif,nifD,9767.0,11308.0,-1.0
VEPN01000001.1_15,GB_GCA_012026835.1,VEPN01000001.1,1,nif,ABC.SN.S,14531.0,15550.0,-1.0
VEPN01000001.1_14,GB_GCA_012026835.1,VEPN01000001.1,1,nif,ABC.SN.S,13534.0,14538.0,-1.0
VEPN01000001.1_10,GB_GCA_012026835.1,VEPN01000001.1,1,nif,nifK,8350.0,9774.0,-1.0
VEPN01000001.1_12,GB_GCA_012026835.1,VEPN01000001.1,1,nif,nifH,11320.0,12201.0,-1.0
VEPN01000001.1_9,GB_GCA_012026835.1,VEPN01000001.1,1,nif,nifB,7457.0,8353.0,-1.0
VEPN01000001.1_6,GB_GCA_012026835.1,VEPN01000001.1,1,nif,WP_080459785.1,5649.0,6806.0,-1.0
VEPN01000001.1_7,GB_GCA_012026835.1,VEPN01000001.1,1,nif,WP_048092994.1,7000.0,7236.0,-1.0
VEPN01000005.1_73,GB_GCA_012026835.1,VEPN01000005.1,1,nif,atdA2,53651.0,54346.0,-1.0
VEPN01000005.1_83,GB_GCA_012026835.1,VEPN01000005.1,1,nif,MEP,60442.0,61743.0,1.0
VEPN01000005.1_86,GB_GCA_012026835.1,VEPN01000005.1,1,nif,GRPE,63923.0,64516.0,1.0
VEPN01000005.1_82,GB_GCA_012026835.1,VEPN01000005.1,1,nif,cfbC,59463.0,60287.0,-1.0
VEPN01000005.1_78,GB_GCA_012026835.1,VEPN01000005.1,1,nif,nifK,56050.0,57369.0,-1.0
VEPN01000005.1_85,GB_GCA_012026835.1,VEPN01000005.1,1,nif,K22447,62188.0,63831.0,1.0
VEPN01000005.1_79,GB_GCA_012026835.1,VEPN01000005.1,1,nif,nifD,57370.0,58740.0,-1.0
VEPN01000005.1_84,GB_GCA_012026835.1,VEPN01000005.1,1,nif,glnK,61754.0,62092.0,1.0
VEPN01000005.1_81,GB_GCA_012026835.1,VEPN01000005.1,1,nif,glnK,59141.0,59458.0,-1.0
VEPN01000005.1_80,GB_GCA_012026835.1,VEPN01000005.1,1,nif,glnK,58755.0,59132.0,-1.0
VEPN01000005.1_74,GB_GCA_012026835.1,VEPN01000005.1,1,nif,WP_140167898.1,54350.0,55015.0,-1.0
VEPN01000005.1_76,GB_GCA_012026835.1,VEPN01000005.1,1,nif,WP_096207377.1,55248.0,55625.0,-1.0
VEPN01000005.1_77,GB_GCA_012026835.1,VEPN01000005.1,1,nif,WP_141398866.1,55765.0,56040.0,-1.0
VEPN01000018.1_54,GB_GCA_012026835.1,VEPN01000018.1,1,nif,CNX2,44079.0,44999.0,-1.0
VEPN01000018.1_56,GB_GCA_012026835.1,VEPN01000018.1,1,nif,K09746,46380.0,47318.0,1.0
VEPN01000018.1_52,GB_GCA_012026835.1,VEPN01000018.1,1,nif,Y3887_METAC,41445.0,42476.0,-1.0
VEPN01000018.1_53,GB_GCA_012026835.1,VEPN01000018.1,1,nif,DNAG_METTP,42485.0,43777.0,-1.0
VEPN01000018.1_49,GB_GCA_012026835.1,VEPN01000018.1,1,nif,K07013,40086.0,40826.0,1.0
VEPN01000018.1_50,GB_GCA_012026835.1,VEPN01000018.1,1,nif,WP_097297859.1,40834.0,41016.0,-1.0
VEPN01000018.1_51,GB_GCA_012026835.1,VEPN01000018.1,1,nif,WP_096207202.1,41105.0,41458.0,1.0
VEPN01000018.1_52,GB_GCA_012026835.1,VEPN01000018.1,1,nif,WP_048088929.1,41445.0,42476.0,-1.0
VEPN01000018.1_53,GB_GCA_012026835.1,VEPN01000018.1,1,nif,dnaG,42485.0,43777.0,-1.0
VEPN01000018.1_55,GB_GCA_012026835.1,VEPN01000018.1,1,nif,rpa,45116.0,46396.0,1.0
VEPN01000018.1_56,GB_GCA_012026835.1,VEPN01000018.1,1,nif,WP_218838047.1,46380.0,47318.0,1.0
VEPN01000018.1_57,GB_GCA_012026835.1,VEPN01000018.1,1,nif,K06953,47340.0,48146.0,1.0
VEPN01000018.1_58,GB_GCA_012026835.1,VEPN01000018.1,1,nif,WP_096204126.1,48150.0,48797.0,1.0
VEPN01000026.1_40,GB_GCA_012026835.1,VEPN01000026.1,1,nif,thrC,31750.0,32958.0,-1.0
VEPN01000026.1_38,GB_GCA_012026835.1,VEPN01000026.1,1,nif,ASY,30708.0,31217.0,-1.0
VEPN01000026.1_41,GB_GCA_012026835.1,VEPN01000026.1,1,nif,norV,33007.0,34203.0,-1.0
VEPN01000026.1_46,GB_GCA_012026835.1,VEPN01000026.1,1,nif,rho2,36368.0,37198.0,-1.0
VEPN01000026.1_42,GB_GCA_012026835.1,VEPN01000026.1,1,nif,alkT,34303.0,34458.0,1.0
VEPN01000026.1_43,GB_GCA_012026835.1,VEPN01000026.1,1,nif,nifB,34572.0,35462.0,1.0
VEPN01000026.1_45,GB_GCA_012026835.1,VEPN01000026.1,1,nif,THPR_METJA,35663.0,36202.0,-1.0
VEPN01000026.1_44,GB_GCA_012026835.1,VEPN01000026.1,1,nif,WP_176505251.1,35511.0,35666.0,1.0
VEPN01000026.1_45,GB_GCA_012026835.1,VEPN01000026.1,1,nif,thpR,35663.0,36202.0,-1.0
VEPN01000026.1_47,GB_GCA_012026835.1,VEPN01000026.1,1,nif,K06940,37223.0,37927.0,-1.0
VEPL01000007.1_112,GB_GCA_012026885.1,VEPL01000007.1,1,nif,gca,110590.0,111348.0,-1.0
VEPL01000007.1_119,GB_GCA_012026885.1,VEPL01000007.1,1,nif,vnfH,116093.0,116974.0,-1.0
VEPL01000007.1_117,GB_GCA_012026885.1,VEPL01000007.1,1,nif,nifK,112901.0,114469.0,-1.0
VEPL01000007.1_114,GB_GCA_012026885.1,VEPL01000007.1,1,nif,nifX,111598.0,112329.0,-1.0
VEPL01000007.1_121,GB_GCA_012026885.1,VEPL01000007.1,1,nif,bvgS,118017.0,121409.0,1.0
VEPL01000007.1_120,GB_GCA_012026885.1,VEPL01000007.1,1,nif,draT,117090.0,117974.0,1.0
VEPL01000007.1_122,GB_GCA_012026885.1,VEPL01000007.1,1,nif,phoB,121396.0,122346.0,1.0
VEPL01000007.1_118,GB_GCA_012026885.1,VEPL01000007.1,1,nif,nifD,114530.0,116002.0,-1.0
VEPL01000007.1_115,GB_GCA_012026885.1,VEPL01000007.1,1,nif,FDXN_RHOCB,112408.0,112599.0,-1.0
VEPL01000007.1_113,GB_GCA_012026885.1,VEPL01000007.1,1,nif,WP_153145844.1,111338.0,111601.0,-1.0
VEPL01000007.1_115,GB_GCA_012026885.1,VEPL01000007.1,1,nif,WP_153145846.1,112408.0,112599.0,-1.0
VEPL01000007.1_116,GB_GCA_012026885.1,VEPL01000007.1,1,nif,nifT,112611.0,112838.0,-1.0
VEPL01000007.1_123,GB_GCA_012026885.1,VEPL01000007.1,1,nif,gst,122434.0,123090.0,-1.0
VEPL01000007.1_157,GB_GCA_012026885.1,VEPL01000007.1,2,nif,fprA1_2,152980.0,154263.0,-1.0
VEPL01000007.1_160,GB_GCA_012026885.1,VEPL01000007.1,2,nif,nifB,154995.0,156497.0,-1.0
VEPL01000007.1_156,GB_GCA_012026885.1,VEPL01000007.1,2,nif,tsaB,152677.0,152964.0,-1.0
VEPL01000007.1_155,GB_GCA_012026885.1,VEPL01000007.1,2,nif,cbdC,152237.0,152599.0,-1.0
VEPL01000007.1_164,GB_GCA_012026885.1,VEPL01000007.1,2,nif,modA,159309.0,160052.0,-1.0
VEPL01000007.1_158,GB_GCA_012026885.1,VEPL01000007.1,2,nif,YDRA_RHORU,154241.0,154714.0,-1.0
VEPL01000007.1_159,GB_GCA_012026885.1,VEPL01000007.1,2,nif,FERN_AZOVI,154714.0,154992.0,-1.0
VEPL01000007.1_158,GB_GCA_012026885.1,VEPL01000007.1,2,nif,WP_275709458.1,154241.0,154714.0,-1.0
VEPL01000007.1_159,GB_GCA_012026885.1,VEPL01000007.1,2,nif,WP_153145864.1,154714.0,154992.0,-1.0
VEPL01000007.1_161,GB_GCA_012026885.1,VEPL01000007.1,2,nif,WP_153146232.1,156742.0,157680.0,1.0
