,genome,contig,query_id,gene,start,end,orientation
0,GB_GCA_030706465.1,JAUZOM010000020.1,JAUZOM010000020.1_12,pmmS,11454.0,12596.0,1.0
1,GB_GCA_030706465.1,JAUZOM010000020.1,JAUZOM010000020.1_2,cysA,342.0,1115.0,1.0
2,GB_GCA_030706465.1,JAUZOM010000020.1,JAUZOM010000020.1_3,cfbC,1351.0,2175.0,1.0
3,GB_GCA_030706465.1,JAUZOM010000020.1,JAUZOM010000020.1_16,bgpA,14416.0,16692.0,-1.0
4,GB_GCA_030706465.1,JAUZOM010000020.1,JAUZOM010000020.1_17,SIAE,16797.0,18809.0,-1.0
5,GB_GCA_030706465.1,JAUZOM010000020.1,JAUZOM010000020.1_7,nifK,5096.0,6475.0,1.0
6,GB_GCA_030706465.1,JAUZOM010000020.1,JAUZOM010000020.1_9,nifK,8052.0,9422.0,1.0
7,GB_GCA_030706465.1,JAUZOM010000020.1,JAUZOM010000020.1_8,nifE,6632.0,7966.0,1.0
8,GB_GCA_030706465.1,JAUZOM010000020.1,JAUZOM010000020.1_6,nifD,3322.0,4956.0,1.0
9,GB_GCA_030706465.1,JAUZOM010000020.1,JAUZOM010000020.1_10,nifB,9483.0,10793.0,1.0
0,GB_GCA_016793925.1,JAEULH010000097.1,JAEULH010000097.1_13,gltD,11046.0,13391.0,1.0
1,GB_GCA_016793925.1,JAEULH010000097.1,JAEULH010000097.1_11,pmmS,9448.0,10638.0,1.0
2,GB_GCA_016793925.1,JAEULH010000097.1,JAEULH010000097.1_10,BMT,9041.0,9364.0,1.0
3,GB_GCA_016793925.1,JAEULH010000097.1,JAEULH010000097.1_3,nifK,2566.0,4104.0,1.0
4,GB_GCA_016793925.1,JAEULH010000097.1,JAEULH010000097.1_5,nifN,5544.0,6935.0,1.0
5,GB_GCA_016793925.1,JAEULH010000097.1,JAEULH010000097.1_2,nifD,1003.0,2472.0,1.0
6,GB_GCA_016793925.1,JAEULH010000097.1,JAEULH010000097.1_4,nifE,4153.0,5547.0,1.0
7,GB_GCA_016793925.1,JAEULH010000097.1,JAEULH010000097.1_1,bchX,55.0,954.0,1.0
0,GB_GCA_018822665.1,JAHJJX010000027.1,JAHJJX010000027.1_440,frdA,451780.0,453435.0,-1.0
1,GB_GCA_018822665.1,JAHJJX010000027.1,JAHJJX010000027.1_437,tpx,449176.0,449724.0,-1.0
2,GB_GCA_018822665.1,JAHJJX010000027.1,JAHJJX010000027.1_438,nifA,449877.0,451514.0,1.0
3,GB_GCA_018822665.1,JAHJJX010000027.1,JAHJJX010000027.1_441,PR,453425.0,454546.0,-1.0
4,GB_GCA_018822665.1,JAHJJX010000027.1,JAHJJX010000027.1_430,E2.1.1.72,439509.0,441425.0,1.0
5,GB_GCA_018822665.1,JAHJJX010000027.1,JAHJJX010000027.1_433,nifK,444418.0,445962.0,-1.0
6,GB_GCA_018822665.1,JAHJJX010000027.1,JAHJJX010000027.1_434,nifD,445962.0,447434.0,-1.0
7,GB_GCA_018822665.1,JAHJJX010000027.1,JAHJJX010000027.1_432,res,441771.0,444329.0,1.0
0,GB_GCA_023428085.1,JAEYZK010000392.1,JAEYZK010000392.1_7,ASS1,7121.0,8533.0,-1.0
1,GB_GCA_023428085.1,JAEYZK010000392.1,JAEYZK010000392.1_6,bglX,4603.0,6978.0,-1.0
2,GB_GCA_023428085.1,JAEYZK010000392.1,JAEYZK010000392.1_9,ADPRHL2,9266.0,10186.0,1.0
3,GB_GCA_023428085.1,JAEYZK010000392.1,JAEYZK010000392.1_11,nifA,11115.0,12704.0,1.0
4,GB_GCA_023428085.1,JAEYZK010000392.1,JAEYZK010000392.1_12,sat3,12771.0,13223.0,1.0
5,GB_GCA_023428085.1,JAEYZK010000392.1,JAEYZK010000392.1_13,vnfH,13469.0,14341.0,1.0
6,GB_GCA_023428085.1,JAEYZK010000392.1,JAEYZK010000392.1_15,nifD,15942.0,17411.0,1.0
7,GB_GCA_023428085.1,JAEYZK010000392.1,JAEYZK010000392.1_16,nifE,17433.0,20186.0,1.0
8,GB_GCA_023428085.1,JAEYZK010000392.1,JAEYZK010000392.1_17,nifX,20197.0,20652.0,1.0
9,GB_GCA_023428085.1,JAEYZK010000392.1,JAEYZK010000392.1_10,draT,10161.0,10952.0,-1.0
10,GB_GCA_023428085.1,JAEYZK010000392.1,JAEYZK010000392.1_14,nifD,14357.0,15799.0,1.0
11,GB_GCA_023428085.1,JAEYZK010000392.1,JAEYZK010000392.1_19,nifB,20980.0,22041.0,1.0
0,GB_GCA_015655365.1,JAATFE010000358.1,JAATFE010000358.1_10,GGCT,11584.0,12204.0,-1.0
1,GB_GCA_015655365.1,JAATFE010000358.1,JAATFE010000358.1_15,nifA,17322.0,18908.0,-1.0
2,GB_GCA_015655365.1,JAATFE010000358.1,JAATFE010000358.1_14,vnfH,15763.0,16590.0,-1.0
3,GB_GCA_015655365.1,JAATFE010000358.1,JAATFE010000358.1_11,vnfK,12298.0,13686.0,-1.0
4,GB_GCA_015655365.1,JAATFE010000358.1,JAATFE010000358.1_3,vorB,1420.0,2916.0,1.0
5,GB_GCA_015655365.1,JAATFE010000358.1,JAATFE010000358.1_12,anfG,13697.0,14035.0,-1.0
6,GB_GCA_015655365.1,JAATFE010000358.1,JAATFE010000358.1_13,vnfD,14059.0,15633.0,-1.0
0,GB_GCA_025458165.1,JALOTB010000014.1,JALOTB010000014.1_59,gntZ,64935.0,66386.0,-1.0
1,GB_GCA_025458165.1,JALOTB010000014.1,JALOTB010000014.1_63,nroR,70418.0,72562.0,-1.0
2,GB_GCA_025458165.1,JALOTB010000014.1,JALOTB010000014.1_57,auaF,63697.0,64461.0,1.0
3,GB_GCA_025458165.1,JALOTB010000014.1,JALOTB010000014.1_54,vnfH,61659.0,62543.0,-1.0
4,GB_GCA_025458165.1,JALOTB010000014.1,JALOTB010000014.1_52,nifK,58373.0,59944.0,-1.0
5,GB_GCA_025458165.1,JALOTB010000014.1,JALOTB010000014.1_49,nifE,54704.0,57529.0,-1.0
6,GB_GCA_025458165.1,JALOTB010000014.1,JALOTB010000014.1_46,aatP,52564.0,53646.0,-1.0
7,GB_GCA_025458165.1,JALOTB010000014.1,JALOTB010000014.1_48,nifX,54174.0,54707.0,-1.0
8,GB_GCA_025458165.1,JALOTB010000014.1,JALOTB010000014.1_50,nifX,57577.0,58053.0,-1.0
9,GB_GCA_025458165.1,JALOTB010000014.1,JALOTB010000014.1_61,atpI,67432.0,69240.0,-1.0
10,GB_GCA_025458165.1,JALOTB010000014.1,JALOTB010000014.1_56,draT,62728.0,63585.0,1.0
11,GB_GCA_025458165.1,JALOTB010000014.1,JALOTB010000014.1_53,nifD,60057.0,61541.0,-1.0
12,GB_GCA_025458165.1,JALOTB010000014.1,JALOTB010000014.1_62,phnN,69734.0,70345.0,1.0
0,GB_GCA_003133225.1,PKWL01000107.1,PKWL01000107.1_2,nifH,1017.0,1901.0,1.0
1,GB_GCA_003133225.1,PKWL01000107.1,PKWL01000107.1_4,nifK,3485.0,5041.0,1.0
2,GB_GCA_003133225.1,PKWL01000107.1,PKWL01000107.1_3,nifD,2005.0,3459.0,1.0
0,GB_GCA_002899765.1,PPDH01000028.1,PPDH01000028.1_227,nifH,199728.0,200633.0,-1.0
1,GB_GCA_002899765.1,PPDH01000028.1,PPDH01000028.1_230,sat3,201687.0,203189.0,-1.0
2,GB_GCA_002899765.1,PPDH01000028.1,PPDH01000028.1_224,nifK,196167.0,197711.0,-1.0
3,GB_GCA_002899765.1,PPDH01000028.1,PPDH01000028.1_216,nifN,190436.0,191737.0,-1.0
4,GB_GCA_002899765.1,PPDH01000028.1,PPDH01000028.1_225,nifD,197711.0,199183.0,-1.0
5,GB_GCA_002899765.1,PPDH01000028.1,PPDH01000028.1_218,nifK,192556.0,193098.0,-1.0
6,GB_GCA_002899765.1,PPDH01000028.1,PPDH01000028.1_217,nifD,191737.0,192516.0,-1.0
7,GB_GCA_002899765.1,PPDH01000028.1,PPDH01000028.1_234,sat2,204047.0,204613.0,-1.0
0,RS_GCF_003201855.1,NZ_QJKI01000003.1,NZ_QJKI01000003.1_215,vnfH,229033.0,229917.0,-1.0
1,RS_GCF_003201855.1,NZ_QJKI01000003.1,NZ_QJKI01000003.1_213,nifK,225788.0,227356.0,-1.0
2,RS_GCF_003201855.1,NZ_QJKI01000003.1,NZ_QJKI01000003.1_206,nifN,219544.0,220935.0,-1.0
3,RS_GCF_003201855.1,NZ_QJKI01000003.1,NZ_QJKI01000003.1_210,nifX,224479.0,225207.0,-1.0
4,RS_GCF_003201855.1,NZ_QJKI01000003.1,NZ_QJKI01000003.1_205,nifX,219099.0,219527.0,-1.0
5,RS_GCF_003201855.1,NZ_QJKI01000003.1,NZ_QJKI01000003.1_216,draT,230076.0,230930.0,1.0
6,RS_GCF_003201855.1,NZ_QJKI01000003.1,NZ_QJKI01000003.1_214,nifD,227419.0,228891.0,-1.0
7,RS_GCF_003201855.1,NZ_QJKI01000003.1,NZ_QJKI01000003.1_207,nifE,221169.0,222572.0,-1.0
8,RS_GCF_003201855.1,NZ_QJKI01000003.1,NZ_QJKI01000003.1_221,K07074,234358.0,235146.0,1.0
9,RS_GCF_003201855.1,NZ_QJKI01000003.1,NZ_QJKI01000003.1_220,rpnB,233179.0,234177.0,-1.0
0,RS_GCF_000496735.2,NZ_AYLO01000018.1,NZ_AYLO01000018.1_29,cfbC,19421.0,20314.0,1.0
1,RS_GCF_000496735.2,NZ_AYLO01000018.1,NZ_AYLO01000018.1_42,apaG,31028.0,31411.0,1.0
2,RS_GCF_000496735.2,NZ_AYLO01000018.1,NZ_AYLO01000018.1_41,ygfZ,30051.0,31013.0,1.0
3,RS_GCF_000496735.2,NZ_AYLO01000018.1,NZ_AYLO01000018.1_31,nifK,22155.0,23714.0,1.0
4,RS_GCF_000496735.2,NZ_AYLO01000018.1,NZ_AYLO01000018.1_33,nifN,25786.0,27159.0,1.0
5,RS_GCF_000496735.2,NZ_AYLO01000018.1,NZ_AYLO01000018.1_25,draT,16657.0,17466.0,-1.0
6,RS_GCF_000496735.2,NZ_AYLO01000018.1,NZ_AYLO01000018.1_30,nifD,20431.0,21891.0,1.0
7,RS_GCF_000496735.2,NZ_AYLO01000018.1,NZ_AYLO01000018.1_32,nifE,24086.0,25777.0,1.0
0,GB_GCA_029267955.1,JAJUHI010000066.1,JAJUHI010000066.1_7,nifH,6412.0,7233.0,-1.0
1,GB_GCA_029267955.1,JAJUHI010000066.1,JAJUHI010000066.1_3,nifK,2677.0,4041.0,-1.0
2,GB_GCA_029267955.1,JAJUHI010000066.1,JAJUHI010000066.1_1,nifN,3.0,1244.0,-1.0
3,GB_GCA_029267955.1,JAJUHI010000066.1,JAJUHI010000066.1_4,nifD,4034.0,5641.0,-1.0
4,GB_GCA_029267955.1,JAJUHI010000066.1,JAJUHI010000066.1_2,nifE,1246.0,2622.0,-1.0
5,GB_GCA_029267955.1,JAJUHI010000066.1,JAJUHI010000066.1_6,nifI1,6055.0,6378.0,-1.0
0,GB_GCA_020049015.1,JAIFLP010000130.1,JAIFLP010000130.1_9,pmmS,5285.0,6445.0,-1.0
1,GB_GCA_020049015.1,JAIFLP010000130.1,JAIFLP010000130.1_22,NUBPL,16968.0,18068.0,-1.0
2,GB_GCA_020049015.1,JAIFLP010000130.1,JAIFLP010000130.1_24,couO,18489.0,19187.0,-1.0
3,GB_GCA_020049015.1,JAIFLP010000130.1,JAIFLP010000130.1_7,nifA,3177.0,4775.0,-1.0
4,GB_GCA_020049015.1,JAIFLP010000130.1,JAIFLP010000130.1_6,sat3,2720.0,3193.0,-1.0
5,GB_GCA_020049015.1,JAIFLP010000130.1,JAIFLP010000130.1_19,vnfH,15100.0,15927.0,-1.0
6,GB_GCA_020049015.1,JAIFLP010000130.1,JAIFLP010000130.1_17,nifI2,14266.0,14643.0,-1.0
7,GB_GCA_020049015.1,JAIFLP010000130.1,JAIFLP010000130.1_15,nifD,11198.0,12577.0,-1.0
8,GB_GCA_020049015.1,JAIFLP010000130.1,JAIFLP010000130.1_13,nifD,8432.0,9844.0,-1.0
9,GB_GCA_020049015.1,JAIFLP010000130.1,JAIFLP010000130.1_14,nifE,9847.0,11178.0,-1.0
10,GB_GCA_020049015.1,JAIFLP010000130.1,JAIFLP010000130.1_16,nifD,12600.0,14234.0,-1.0
11,GB_GCA_020049015.1,JAIFLP010000130.1,JAIFLP010000130.1_12,nifB,7160.0,8419.0,-1.0
0,GB_GCA_030627005.1,DAOUSW010000006.1,DAOUSW010000006.1_13,TDC,13052.0,14632.0,-1.0
1,GB_GCA_030627005.1,DAOUSW010000006.1,DAOUSW010000006.1_12,modC,11722.0,12852.0,1.0
2,GB_GCA_030627005.1,DAOUSW010000006.1,DAOUSW010000006.1_11,cysU,11041.0,11706.0,1.0
3,GB_GCA_030627005.1,DAOUSW010000006.1,DAOUSW010000006.1_16,MEP,18824.0,20017.0,-1.0
4,GB_GCA_030627005.1,DAOUSW010000006.1,DAOUSW010000006.1_15,rebM,17738.0,18619.0,-1.0
5,GB_GCA_030627005.1,DAOUSW010000006.1,DAOUSW010000006.1_2,clohal,522.0,1712.0,-1.0
6,GB_GCA_030627005.1,DAOUSW010000006.1,DAOUSW010000006.1_3,vnfH,1965.0,2786.0,1.0
7,GB_GCA_030627005.1,DAOUSW010000006.1,DAOUSW010000006.1_5,nifI2,3144.0,3521.0,1.0
8,GB_GCA_030627005.1,DAOUSW010000006.1,DAOUSW010000006.1_7,nifK,5153.0,6523.0,1.0
9,GB_GCA_030627005.1,DAOUSW010000006.1,DAOUSW010000006.1_9,nifN,8342.0,9808.0,1.0
10,GB_GCA_030627005.1,DAOUSW010000006.1,DAOUSW010000006.1_6,nifD,3522.0,5126.0,1.0
11,GB_GCA_030627005.1,DAOUSW010000006.1,DAOUSW010000006.1_8,nifE,6751.0,8322.0,1.0
0,GB_GCA_014859725.1,JACUTQ010000054.1,JACUTQ010000054.1_2,cysA,587.0,1726.0,-1.0
1,GB_GCA_014859725.1,JACUTQ010000054.1,JACUTQ010000054.1_3,modB,1705.0,2379.0,-1.0
2,GB_GCA_014859725.1,JACUTQ010000054.1,JACUTQ010000054.1_12,vnfH,10351.0,11175.0,-1.0
3,GB_GCA_014859725.1,JACUTQ010000054.1,JACUTQ010000054.1_10,nifI2,9602.0,9988.0,-1.0
4,GB_GCA_014859725.1,JACUTQ010000054.1,JACUTQ010000054.1_8,nifK,6642.0,8012.0,-1.0
5,GB_GCA_014859725.1,JACUTQ010000054.1,JACUTQ010000054.1_6,nifK,3814.0,5181.0,-1.0
6,GB_GCA_014859725.1,JACUTQ010000054.1,JACUTQ010000054.1_13,nrpRI,11389.0,12366.0,-1.0
7,GB_GCA_014859725.1,JACUTQ010000054.1,JACUTQ010000054.1_7,nifE,5178.0,6617.0,-1.0
8,GB_GCA_014859725.1,JACUTQ010000054.1,JACUTQ010000054.1_9,nifD,8025.0,9605.0,-1.0
0,RS_GCF_000365425.1,NZ_AQOV01000001.1,NZ_AQOV01000001.1_2168,vnfH,2386162.0,2387046.0,1.0
1,RS_GCF_000365425.1,NZ_AQOV01000001.1,NZ_AQOV01000001.1_2165,cmeB,2380167.0,2383253.0,1.0
2,RS_GCF_000365425.1,NZ_AQOV01000001.1,NZ_AQOV01000001.1_2164,cmeB,2377048.0,2380170.0,1.0
3,RS_GCF_000365425.1,NZ_AQOV01000001.1,NZ_AQOV01000001.1_2170,nifK,2388781.0,2390364.0,1.0
4,RS_GCF_000365425.1,NZ_AQOV01000001.1,NZ_AQOV01000001.1_2161,vpsO,2373915.0,2375378.0,1.0
5,RS_GCF_000365425.1,NZ_AQOV01000001.1,NZ_AQOV01000001.1_2173,nifX,2390907.0,2391599.0,1.0
6,RS_GCF_000365425.1,NZ_AQOV01000001.1,NZ_AQOV01000001.1_2163,mdtA,2375837.0,2377045.0,1.0
7,RS_GCF_000365425.1,NZ_AQOV01000001.1,NZ_AQOV01000001.1_2167,K25135,2384280.0,2385602.0,-1.0
8,RS_GCF_000365425.1,NZ_AQOV01000001.1,NZ_AQOV01000001.1_2160,K25135,2372047.0,2373270.0,-1.0
9,RS_GCF_000365425.1,NZ_AQOV01000001.1,NZ_AQOV01000001.1_2169,nifD,2387150.0,2388631.0,1.0
0,RS_GCF_018332455.1,NZ_BOPZ01000004.1,NZ_BOPZ01000004.1_38,UVE1,45042.0,46001.0,-1.0
1,RS_GCF_018332455.1,NZ_BOPZ01000004.1,NZ_BOPZ01000004.1_31,nifK,38471.0,39838.0,-1.0
2,RS_GCF_018332455.1,NZ_BOPZ01000004.1,NZ_BOPZ01000004.1_27,pmmS,32341.0,33159.0,-1.0
3,RS_GCF_018332455.1,NZ_BOPZ01000004.1,NZ_BOPZ01000004.1_28,frbC,33168.0,34217.0,-1.0
4,RS_GCF_018332455.1,NZ_BOPZ01000004.1,NZ_BOPZ01000004.1_39,livF,46119.0,46823.0,-1.0
5,RS_GCF_018332455.1,NZ_BOPZ01000004.1,NZ_BOPZ01000004.1_26,naaA,31653.0,32039.0,-1.0
6,RS_GCF_018332455.1,NZ_BOPZ01000004.1,NZ_BOPZ01000004.1_33,nifI2,41467.0,41850.0,-1.0
7,RS_GCF_018332455.1,NZ_BOPZ01000004.1,NZ_BOPZ01000004.1_35,vnfH,42478.0,43299.0,-1.0
8,RS_GCF_018332455.1,NZ_BOPZ01000004.1,NZ_BOPZ01000004.1_40,livG,46816.0,47598.0,-1.0
9,RS_GCF_018332455.1,NZ_BOPZ01000004.1,NZ_BOPZ01000004.1_29,nifB,34392.0,37034.0,-1.0
10,RS_GCF_018332455.1,NZ_BOPZ01000004.1,NZ_BOPZ01000004.1_41,livM,47604.0,48548.0,-1.0
11,RS_GCF_018332455.1,NZ_BOPZ01000004.1,NZ_BOPZ01000004.1_22,ald,24967.0,26106.0,-1.0
12,RS_GCF_018332455.1,NZ_BOPZ01000004.1,NZ_BOPZ01000004.1_24,murF,29708.0,31117.0,-1.0
13,RS_GCF_018332455.1,NZ_BOPZ01000004.1,NZ_BOPZ01000004.1_30,nifE,37045.0,38406.0,-1.0
14,RS_GCF_018332455.1,NZ_BOPZ01000004.1,NZ_BOPZ01000004.1_32,nifD,39838.0,41445.0,-1.0
0,RS_GCF_012276985.1,NZ_JAAXMM010000001.1,NZ_JAAXMM010000001.1_58,hmgL,66275.0,67444.0,1.0
1,RS_GCF_012276985.1,NZ_JAAXMM010000001.1,NZ_JAAXMM010000001.1_61,etfB,68816.0,69721.0,1.0
2,RS_GCF_012276985.1,NZ_JAAXMM010000001.1,NZ_JAAXMM010000001.1_62,etfA,69829.0,70938.0,1.0
3,RS_GCF_012276985.1,NZ_JAAXMM010000001.1,NZ_JAAXMM010000001.1_54,cfbC,62879.0,63778.0,-1.0
4,RS_GCF_012276985.1,NZ_JAAXMM010000001.1,NZ_JAAXMM010000001.1_57,NFS1,65044.0,66246.0,1.0
5,RS_GCF_012276985.1,NZ_JAAXMM010000001.1,NZ_JAAXMM010000001.1_59,lpxD,67432.0,68241.0,1.0
6,RS_GCF_012276985.1,NZ_JAAXMM010000001.1,NZ_JAAXMM010000001.1_42,acfB,50826.0,53360.0,-1.0
7,RS_GCF_012276985.1,NZ_JAAXMM010000001.1,NZ_JAAXMM010000001.1_55,iscA,64269.0,64589.0,1.0
8,RS_GCF_012276985.1,NZ_JAAXMM010000001.1,NZ_JAAXMM010000001.1_52,nifD,59561.0,61102.0,-1.0
9,RS_GCF_012276985.1,NZ_JAAXMM010000001.1,NZ_JAAXMM010000001.1_48,nifN,55730.0,57112.0,-1.0
10,RS_GCF_012276985.1,NZ_JAAXMM010000001.1,NZ_JAAXMM010000001.1_53,nifD,61270.0,62781.0,-1.0
11,RS_GCF_012276985.1,NZ_JAAXMM010000001.1,NZ_JAAXMM010000001.1_49,nifE,57112.0,58617.0,-1.0
0,RS_GCF_000145615.1,NC_014410.1,NC_014410.1_1872,thiE,1862899.0,1863528.0,-1.0
1,RS_GCF_000145615.1,NC_014410.1,NC_014410.1_1873,thiM,1863531.0,1864331.0,-1.0
2,RS_GCF_000145615.1,NC_014410.1,NC_014410.1_1869,ABC.SP.P1,1861473.0,1862246.0,1.0
3,RS_GCF_000145615.1,NC_014410.1,NC_014410.1_1865,vnfH,1858129.0,1858947.0,-1.0
4,RS_GCF_000145615.1,NC_014410.1,NC_014410.1_1860,nifI2,1854067.0,1854435.0,-1.0
5,RS_GCF_000145615.1,NC_014410.1,NC_014410.1_1863,vnfE,1855138.0,1856514.0,-1.0
6,RS_GCF_000145615.1,NC_014410.1,NC_014410.1_1858,vnfE,1851309.0,1852661.0,-1.0
7,RS_GCF_000145615.1,NC_014410.1,NC_014410.1_1855,gspA,1848166.0,1848966.0,1.0
8,RS_GCF_000145615.1,NC_014410.1,NC_014410.1_1864,nifD,1856502.0,1858109.0,-1.0
9,RS_GCF_000145615.1,NC_014410.1,NC_014410.1_1859,nifE,1852654.0,1854012.0,-1.0
10,RS_GCF_000145615.1,NC_014410.1,NC_014410.1_1868,fbpA,1860664.0,1861452.0,1.0
11,RS_GCF_000145615.1,NC_014410.1,NC_014410.1_1866,nifB,1859277.0,1860326.0,1.0
0,RS_GCF_029017505.1,NZ_JAQGEI010000024.1,NZ_JAQGEI010000024.1_15,vnfH,12269.0,13144.0,1.0
1,RS_GCF_029017505.1,NZ_JAQGEI010000024.1,NZ_JAQGEI010000024.1_8,tsaB,6445.0,6729.0,1.0
2,RS_GCF_029017505.1,NZ_JAQGEI010000024.1,NZ_JAQGEI010000024.1_17,nifK,14932.0,16503.0,1.0
3,RS_GCF_029017505.1,NZ_JAQGEI010000024.1,NZ_JAQGEI010000024.1_27,nifN,23778.0,25502.0,1.0
4,RS_GCF_029017505.1,NZ_JAQGEI010000024.1,NZ_JAQGEI010000024.1_20,nifX,17517.0,18245.0,1.0
5,RS_GCF_029017505.1,NZ_JAQGEI010000024.1,NZ_JAQGEI010000024.1_14,draT,11237.0,12082.0,-1.0
6,RS_GCF_029017505.1,NZ_JAQGEI010000024.1,NZ_JAQGEI010000024.1_16,nifD,13309.0,14790.0,1.0
7,RS_GCF_029017505.1,NZ_JAQGEI010000024.1,NZ_JAQGEI010000024.1_26,nifE,22233.0,23774.0,1.0
0,RS_GCF_024372725.1,NZ_VOUA01000001.1,NZ_VOUA01000001.1_358,araG,381879.0,383009.0,-1.0
1,RS_GCF_024372725.1,NZ_VOUA01000001.1,NZ_VOUA01000001.1_359,cysU,383042.0,383707.0,-1.0
2,RS_GCF_024372725.1,NZ_VOUA01000001.1,NZ_VOUA01000001.1_355,MEP,378971.0,380164.0,-1.0
3,RS_GCF_024372725.1,NZ_VOUA01000001.1,NZ_VOUA01000001.1_353,MEP,375685.0,376902.0,-1.0
4,RS_GCF_024372725.1,NZ_VOUA01000001.1,NZ_VOUA01000001.1_354,MEP,377449.0,378663.0,-1.0
5,RS_GCF_024372725.1,NZ_VOUA01000001.1,NZ_VOUA01000001.1_367,vnfH,391879.0,392700.0,-1.0
6,RS_GCF_024372725.1,NZ_VOUA01000001.1,NZ_VOUA01000001.1_373,OGT,399604.0,400683.0,-1.0
7,RS_GCF_024372725.1,NZ_VOUA01000001.1,NZ_VOUA01000001.1_357,rebM,380689.0,381570.0,1.0
8,RS_GCF_024372725.1,NZ_VOUA01000001.1,NZ_VOUA01000001.1_368,clohal,392982.0,394169.0,1.0
9,RS_GCF_024372725.1,NZ_VOUA01000001.1,NZ_VOUA01000001.1_365,nifI2,391130.0,391507.0,-1.0
10,RS_GCF_024372725.1,NZ_VOUA01000001.1,NZ_VOUA01000001.1_363,nifK,388145.0,389515.0,-1.0
11,RS_GCF_024372725.1,NZ_VOUA01000001.1,NZ_VOUA01000001.1_361,nifN,384880.0,386466.0,-1.0
12,RS_GCF_024372725.1,NZ_VOUA01000001.1,NZ_VOUA01000001.1_364,nifD,389529.0,391127.0,-1.0
13,RS_GCF_024372725.1,NZ_VOUA01000001.1,NZ_VOUA01000001.1_362,nifE,386479.0,388002.0,-1.0
14,RS_GCF_024372725.1,NZ_VOUA01000001.1,NZ_VOUA01000001.1_360,modA,383896.0,384711.0,-1.0
0,GB_GCA_021811385.1,JAJZPC010000088.1,JAJZPC010000088.1_9,nifH,6829.0,7653.0,-1.0
1,GB_GCA_021811385.1,JAJZPC010000088.1,JAJZPC010000088.1_1,sat3,236.0,685.0,-1.0
2,GB_GCA_021811385.1,JAJZPC010000088.1,JAJZPC010000088.1_7,nifI2,6022.0,6396.0,-1.0
3,GB_GCA_021811385.1,JAJZPC010000088.1,JAJZPC010000088.1_5,nifK,2807.0,4180.0,-1.0
4,GB_GCA_021811385.1,JAJZPC010000088.1,JAJZPC010000088.1_6,nifD,4369.0,6009.0,-1.0
5,GB_GCA_021811385.1,JAJZPC010000088.1,JAJZPC010000088.1_8,nifI1,6393.0,6749.0,-1.0
6,GB_GCA_021811385.1,JAJZPC010000088.1,JAJZPC010000088.1_4,nifB,1542.0,2690.0,-1.0
0,GB_GCA_028705785.1,JAQWCT010000029.1,JAQWCT010000029.1_15,ilvE,11624.0,12478.0,1.0
1,GB_GCA_028705785.1,JAQWCT010000029.1,JAQWCT010000029.1_12,vnfH,8968.0,9879.0,-1.0
2,GB_GCA_028705785.1,JAQWCT010000029.1,JAQWCT010000029.1_7,bxn,2769.0,4334.0,-1.0
3,GB_GCA_028705785.1,JAQWCT010000029.1,JAQWCT010000029.1_6,gag-pol,2299.0,2769.0,-1.0
4,GB_GCA_028705785.1,JAQWCT010000029.1,JAQWCT010000029.1_9,nifK,5456.0,7006.0,-1.0
5,GB_GCA_028705785.1,JAQWCT010000029.1,JAQWCT010000029.1_10,nifD,7017.0,8471.0,-1.0
6,GB_GCA_028705785.1,JAQWCT010000029.1,JAQWCT010000029.1_17,K10907,13227.0,14615.0,1.0
0,RS_GCF_000204415.1,NC_015416.1,NC_015416.1_549,hisF,552043.0,552861.0,-1.0
1,RS_GCF_000204415.1,NC_015416.1,NC_015416.1_547,fbpC,549159.0,549872.0,1.0
2,RS_GCF_000204415.1,NC_015416.1,NC_015416.1_546,modB,548279.0,549172.0,1.0
3,RS_GCF_000204415.1,NC_015416.1,NC_015416.1_538,vnfH,539892.0,540707.0,1.0
4,RS_GCF_000204415.1,NC_015416.1,NC_015416.1_540,nifI2,541025.0,541399.0,1.0
5,RS_GCF_000204415.1,NC_015416.1,NC_015416.1_542,nifK,542999.0,544357.0,1.0
6,RS_GCF_000204415.1,NC_015416.1,NC_015416.1_544,nifK,545790.0,547094.0,1.0
7,RS_GCF_000204415.1,NC_015416.1,NC_015416.1_541,nifD,541396.0,543006.0,1.0
8,RS_GCF_000204415.1,NC_015416.1,NC_015416.1_543,nifE,544370.0,545797.0,1.0
0,RS_GCF_013170705.1,NZ_CP033334.1,NZ_CP033334.1_6346,saeR,6612799.0,6613584.0,-1.0
1,RS_GCF_013170705.1,NZ_CP033334.1,NZ_CP033334.1_6361,cntC,6628949.0,6629809.0,-1.0
2,RS_GCF_013170705.1,NZ_CP033334.1,NZ_CP033334.1_6353,nifH,6620793.0,6621686.0,-1.0
3,RS_GCF_013170705.1,NZ_CP033334.1,NZ_CP033334.1_6351,nifK,6617512.0,6619071.0,-1.0
4,RS_GCF_013170705.1,NZ_CP033334.1,NZ_CP033334.1_6352,nifD,6619183.0,6620688.0,-1.0
5,RS_GCF_013170705.1,NZ_CP033334.1,NZ_CP033334.1_6350,nifE,6615961.0,6617451.0,-1.0
6,RS_GCF_013170705.1,NZ_CP033334.1,NZ_CP033334.1_6349,nifN,6614569.0,6615951.0,-1.0
0,GB_GCA_001871085.1,MNUQ01000086.1,MNUQ01000086.1_15,mdh,19139.0,20005.0,-1.0
