GenomeID,contig,operon,cluster,Nitrogenase Set,Location_start,Location_end,Orientation,pos_num,GTDB Taxonomy,ncbi_country,Isolation Source,NCBI Taxonomy,ncbi_taxonomy_unfiltered,Organism,Regulon,Operon,Group No
GB_GCA_036391435.1,DASVZX010000191.1,1,nif,"nifEN, nifB, nifK, nifD, nifH",3,8502,-1,"[4, 1, 5, 6, 7]",d__Bacteria;p__Myxococcota;c__Myxococcia;o__Myxococcales;f__Anaeromyxobacteraceae;g__Anaeromyxobacter;s__Anaeromyxobacter sp036391435,none,none,d__Bacteria;p__Myxococcota;c__Myxococcia;o__Myxococcales;f__Anaeromyxobacteraceae;g__Anaeromyxobacter;s__,d__Bacteria;x__Pseudomonadati;p__Myxococcota;c__Myxococcia;o__Myxococcales;x__Cystobacterineae;f__Anaeromyxobacteraceae;g__Anaeromyxobacter;x__unclassified Anaeromyxobacter;s__Anaeromyxobacter sp.,Anaeromyxobacter sp036391435,,,
GB_GCA_036391735.1,DASVZI010000024.1,2,nif,nifB,14813,16291,-1,[18],d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Rhodocyclaceae;g__Nitricoxidireducens;s__Nitricoxidireducens sp036391735,none,none,d__Bacteria;p__Pseudomonadota;c__Betaproteobacteria;o__Rhodocyclales;f__Rhodocyclaceae;g__;s__,d__Bacteria;x__Pseudomonadati;p__Pseudomonadota;c__Betaproteobacteria;o__Rhodocyclales;f__Rhodocyclaceae;x__unclassified Rhodocyclaceae;s__Rhodocyclaceae bacterium,Nitricoxidireducens sp036391735,,,
GB_GCA_036391735.1,DASVZI010000213.1,1,nif,nifB,1369,2385,-1,[3],d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Rhodocyclaceae;g__Nitricoxidireducens;s__Nitricoxidireducens sp036391735,none,none,d__Bacteria;p__Pseudomonadota;c__Betaproteobacteria;o__Rhodocyclales;f__Rhodocyclaceae;g__;s__,d__Bacteria;x__Pseudomonadati;p__Pseudomonadota;c__Betaproteobacteria;o__Rhodocyclales;f__Rhodocyclaceae;x__unclassified Rhodocyclaceae;s__Rhodocyclaceae bacterium,Nitricoxidireducens sp036391735,,,
GB_GCA_036391815.1,DASVZD010000103.1,1,nif,nifB,6343,7317,1,[6],d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Rhodocyclaceae;g__Nitricoxidireducens;s__Nitricoxidireducens sp036391815,none,none,d__Bacteria;p__Pseudomonadota;c__Betaproteobacteria;o__Rhodocyclales;f__Rhodocyclaceae;g__;s__,d__Bacteria;x__Pseudomonadati;p__Pseudomonadota;c__Betaproteobacteria;o__Rhodocyclales;f__Rhodocyclaceae;x__unclassified Rhodocyclaceae;s__Rhodocyclaceae bacterium,Nitricoxidireducens sp036391815,,,
GB_GCA_036391815.1,DASVZD010000392.1,1,nif,nifB,26,1510,1,[1],d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Rhodocyclaceae;g__Nitricoxidireducens;s__Nitricoxidireducens sp036391815,none,none,d__Bacteria;p__Pseudomonadota;c__Betaproteobacteria;o__Rhodocyclales;f__Rhodocyclaceae;g__;s__,d__Bacteria;x__Pseudomonadati;p__Pseudomonadota;c__Betaproteobacteria;o__Rhodocyclales;f__Rhodocyclaceae;x__unclassified Rhodocyclaceae;s__Rhodocyclaceae bacterium,Nitricoxidireducens sp036391815,,,
GB_GCA_036391875.1,DASVZA010000019.1,1,nif,"nifH, nifD, nifK",83548,87683,1,"[84, 85, 86]",d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Thiobacillaceae;g__Parasulfuritortus;s__Parasulfuritortus sp036391875,none,none,d__Bacteria;p__Pseudomonadota;c__Betaproteobacteria;o__Nitrosomonadales;f__Thiobacillaceae;g__Parasulfuritortus;s__,d__Bacteria;x__Pseudomonadati;p__Pseudomonadota;c__Betaproteobacteria;o__Nitrosomonadales;f__Thiobacillaceae;g__Parasulfuritortus;x__unclassified Parasulfuritortus;s__Parasulfuritortus sp.,Parasulfuritortus sp036391875,,,
GB_GCA_036391875.1,DASVZA010000019.1,2,nif,nifB,54135,55664,1,[57],d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Thiobacillaceae;g__Parasulfuritortus;s__Parasulfuritortus sp036391875,none,none,d__Bacteria;p__Pseudomonadota;c__Betaproteobacteria;o__Nitrosomonadales;f__Thiobacillaceae;g__Parasulfuritortus;s__,d__Bacteria;x__Pseudomonadati;p__Pseudomonadota;c__Betaproteobacteria;o__Nitrosomonadales;f__Thiobacillaceae;g__Parasulfuritortus;x__unclassified Parasulfuritortus;s__Parasulfuritortus sp.,Parasulfuritortus sp036391875,,,
GB_GCA_036394835.1,DASWEI010000145.1,1,nif,nifB,2621,3643,1,[4],d__Bacteria;p__Myxococcota;c__Myxococcia;o__Myxococcales;f__Anaeromyxobacteraceae;g__Anaeromyxobacter;s__Anaeromyxobacter sp036394835,none,none,d__Bacteria;p__Myxococcota;c__Myxococcia;o__Myxococcales;f__Anaeromyxobacteraceae;g__Anaeromyxobacter;s__,d__Bacteria;x__Pseudomonadati;p__Myxococcota;c__Myxococcia;o__Myxococcales;x__Cystobacterineae;f__Anaeromyxobacteraceae;g__Anaeromyxobacter;x__unclassified Anaeromyxobacter;s__Anaeromyxobacter sp.,Anaeromyxobacter sp036394835,,,
GB_GCA_036394835.1,DASWEI010000152.1,1,nif,nifB,792,1589,1,[3],d__Bacteria;p__Myxococcota;c__Myxococcia;o__Myxococcales;f__Anaeromyxobacteraceae;g__Anaeromyxobacter;s__Anaeromyxobacter sp036394835,none,none,d__Bacteria;p__Myxococcota;c__Myxococcia;o__Myxococcales;f__Anaeromyxobacteraceae;g__Anaeromyxobacter;s__,d__Bacteria;x__Pseudomonadati;p__Myxococcota;c__Myxococcia;o__Myxococcales;x__Cystobacterineae;f__Anaeromyxobacteraceae;g__Anaeromyxobacter;x__unclassified Anaeromyxobacter;s__Anaeromyxobacter sp.,Anaeromyxobacter sp036394835,,,
GB_GCA_036395165.1,DASWDS010000042.1,1,nif,nifB,12010,13488,-1,[14],d__Bacteria;p__Myxococcota;c__Myxococcia;o__Myxococcales;f__Anaeromyxobacteraceae;g__Anaeromyxobacter_A;s__Anaeromyxobacter_A sp036395165,none,none,d__Bacteria;p__Myxococcota;c__Myxococcia;o__Myxococcales;f__Anaeromyxobacteraceae;g__;s__,d__Bacteria;x__Pseudomonadati;p__Myxococcota;c__Myxococcia;o__Myxococcales;x__Cystobacterineae;f__Anaeromyxobacteraceae;x__unclassified Anaeromyxobacteraceae;s__Anaeromyxobacteraceae bacterium,Anaeromyxobacter_A sp036395165,,,
GB_GCA_036395165.1,DASWDS010000042.1,2,nif,"nifH, nifD, nifK",13781,17735,1,"[15, 16, 17]",d__Bacteria;p__Myxococcota;c__Myxococcia;o__Myxococcales;f__Anaeromyxobacteraceae;g__Anaeromyxobacter_A;s__Anaeromyxobacter_A sp036395165,none,none,d__Bacteria;p__Myxococcota;c__Myxococcia;o__Myxococcales;f__Anaeromyxobacteraceae;g__;s__,d__Bacteria;x__Pseudomonadati;p__Myxococcota;c__Myxococcia;o__Myxococcales;x__Cystobacterineae;f__Anaeromyxobacteraceae;x__unclassified Anaeromyxobacteraceae;s__Anaeromyxobacteraceae bacterium,Anaeromyxobacter_A sp036395165,,,
GB_GCA_036396915.1,DASWJX010000163.1,1,nif,nifB,17061,18062,-1,[17],d__Bacteria;p__Desulfobacterota;c__Desulfuromonadia;o__Desulfuromonadales;f__Geopsychrobacteraceae;g__BM509;s__BM509 sp036396915,none,none,d__Bacteria;p__Thermodesulfobacteriota;c__Desulfuromonadia;o__Desulfuromonadales;f__Geopsychrobacteraceae;g__;s__,d__Bacteria;x__Pseudomonadati;p__Thermodesulfobacteriota;c__Desulfuromonadia;o__Desulfuromonadales;f__Geopsychrobacteraceae;x__unclassified Geopsychrobacteraceae;s__Geopsychrobacteraceae bacterium,BM509 sp036396915,,,
GB_GCA_036396915.1,DASWJX010000236.1,1,nif,nifB,14222,15559,1,[11],d__Bacteria;p__Desulfobacterota;c__Desulfuromonadia;o__Desulfuromonadales;f__Geopsychrobacteraceae;g__BM509;s__BM509 sp036396915,none,none,d__Bacteria;p__Thermodesulfobacteriota;c__Desulfuromonadia;o__Desulfuromonadales;f__Geopsychrobacteraceae;g__;s__,d__Bacteria;x__Pseudomonadati;p__Thermodesulfobacteriota;c__Desulfuromonadia;o__Desulfuromonadales;f__Geopsychrobacteraceae;x__unclassified Geopsychrobacteraceae;s__Geopsychrobacteraceae bacterium,BM509 sp036396915,,,
GB_GCA_036396915.1,DASWJX010000307.1,1,nif,"nifK, nifD, nifH, nifB",6296,14102,-1,"[15, 16, 17, 10]",d__Bacteria;p__Desulfobacterota;c__Desulfuromonadia;o__Desulfuromonadales;f__Geopsychrobacteraceae;g__BM509;s__BM509 sp036396915,none,none,d__Bacteria;p__Thermodesulfobacteriota;c__Desulfuromonadia;o__Desulfuromonadales;f__Geopsychrobacteraceae;g__;s__,d__Bacteria;x__Pseudomonadati;p__Thermodesulfobacteriota;c__Desulfuromonadia;o__Desulfuromonadales;f__Geopsychrobacteraceae;x__unclassified Geopsychrobacteraceae;s__Geopsychrobacteraceae bacterium,BM509 sp036396915,,,
GB_GCA_036401755.1,DASWUD010000084.1,1,nif,nifB,5233,6699,1,[6],d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Thiohalomonadales;f__Thiohalomonadaceae;g__DASWUD01;s__DASWUD01 sp036401755,none,none,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__;f__;g__;s__,d__Bacteria;x__Pseudomonadati;p__Pseudomonadota;c__Gammaproteobacteria;x__unclassified Gammaproteobacteria;s__Gammaproteobacteria bacterium,DASWUD01 sp036401755,,,
GB_GCA_036406235.1,DASWVO010000134.1,1,nif,nifB,29540,30847,-1,[25],d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiia;o__Opitutales;f__Opitutaceae;g__DASWVO01;s__DASWVO01 sp036406235,none,none,d__Bacteria;p__Verrucomicrobiota;c__Opitutia;o__Opitutales;f__Opitutaceae;g__;s__,d__Bacteria;x__Pseudomonadati;x__PVC group;p__Verrucomicrobiota;c__Opitutia;o__Opitutales;f__Opitutaceae;x__unclassified Opitutaceae;s__Opitutaceae bacterium,DASWVO01 sp036406235,,,
GB_GCA_036406235.1,DASWVO010000374.1,1,nif,"nifD, nifK, nifH",3,3891,-1,"[2, 1, 3]",d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiia;o__Opitutales;f__Opitutaceae;g__DASWVO01;s__DASWVO01 sp036406235,none,none,d__Bacteria;p__Verrucomicrobiota;c__Opitutia;o__Opitutales;f__Opitutaceae;g__;s__,d__Bacteria;x__Pseudomonadati;x__PVC group;p__Verrucomicrobiota;c__Opitutia;o__Opitutales;f__Opitutaceae;x__unclassified Opitutaceae;s__Opitutaceae bacterium,DASWVO01 sp036406235,,,
GB_GCA_036504035.1,DASXVV010000006.1,1,nif,"nifH, nifD, nifK, nifEN, nifB",204695,214548,1,"[176, 177, 178, 179, 182]",d__Bacteria;p__Desulfobacterota;c__Deferrimicrobia;o__Deferrimicrobiales;f__Deferrimicrobiaceae;g__JANXPS01;s__JANXPS01 sp036504035,none,none,d__Bacteria;p__Candidatus Deferrimicrobiota;c__Candidatus Deferrimicrobia;o__Candidatus Deferrimicrobiales;f__Candidatus Deferrimicrobiaceae;g__;s__,d__Bacteria;p__Candidatus Deferrimicrobiota;c__Candidatus Deferrimicrobia;o__Candidatus Deferrimicrobiales;f__Candidatus Deferrimicrobiaceae;x__unclassified Candidatus Deferrimicrobiaceae;s__Candidatus Deferrimicrobiaceae bacterium,JANXPS01 sp036504035,,,
GB_GCA_036504055.1,DASXVU010000009.1,1,nif,nifB,18976,20256,-1,[20],d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Methanomassiliicoccales;f__UBA472;g__DASXVU01;s__DASXVU01 sp036504055,none,none,d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Methanomassiliicoccales;f__;g__;s__,d__Archaea;x__Methanobacteriati;p__Thermoplasmatota;c__Thermoplasmata;o__Methanomassiliicoccales;x__unclassified Methanomassiliicoccales;s__Methanomassiliicoccales archaeon,DASXVU01 sp036504055,,,
GB_GCA_036504055.1,DASXVU010000030.1,1,nif,"anfO, nifN, nifE, nifK, nifD, nifH",36146,44497,-1,"[42, 44, 45, 46, 47, 50]",d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Methanomassiliicoccales;f__UBA472;g__DASXVU01;s__DASXVU01 sp036504055,none,none,d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Methanomassiliicoccales;f__;g__;s__,d__Archaea;x__Methanobacteriati;p__Thermoplasmatota;c__Thermoplasmata;o__Methanomassiliicoccales;x__unclassified Methanomassiliicoccales;s__Methanomassiliicoccales archaeon,DASXVU01 sp036504055,,,
GB_GCA_036504475.1,DASXVB010000047.1,1,nif,nifB,2,901,-1,[1],d__Archaea;p__Halobacteriota;c__Methanosarcinia;o__Methanosarcinales;f__Methanosarcinaceae;g__Methanosarcina;s__Methanosarcina sp036504475,none,none,d__Archaea;p__Methanobacteriota;c__Methanomicrobia;o__Methanosarcinales;f__Methanosarcinaceae;g__Methanosarcina;s__,d__Archaea;x__Methanobacteriati;p__Methanobacteriota;x__Stenosarchaea group;c__Methanomicrobia;o__Methanosarcinales;f__Methanosarcinaceae;g__Methanosarcina;x__unclassified Methanosarcina;s__Methanosarcina sp.,Methanosarcina sp036504475,,,
GB_GCA_036504475.1,DASXVB010000067.1,1,nif,nifB,1,873,1,[1],d__Archaea;p__Halobacteriota;c__Methanosarcinia;o__Methanosarcinales;f__Methanosarcinaceae;g__Methanosarcina;s__Methanosarcina sp036504475,none,none,d__Archaea;p__Methanobacteriota;c__Methanomicrobia;o__Methanosarcinales;f__Methanosarcinaceae;g__Methanosarcina;s__,d__Archaea;x__Methanobacteriati;p__Methanobacteriota;x__Stenosarchaea group;c__Methanomicrobia;o__Methanosarcinales;f__Methanosarcinaceae;g__Methanosarcina;x__unclassified Methanosarcina;s__Methanosarcina sp.,Methanosarcina sp036504475,,,
GB_GCA_036504515.1,DASXVA010000007.1,1,nif,nifB,255580,256641,1,[221],d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Rhodocyclaceae;g__AWTP1-18;s__AWTP1-18 sp036504515,none,none,d__Bacteria;p__Pseudomonadota;c__Betaproteobacteria;o__Rhodocyclales;f__Rhodocyclaceae;g__;s__,d__Bacteria;x__Pseudomonadati;p__Pseudomonadota;c__Betaproteobacteria;o__Rhodocyclales;f__Rhodocyclaceae;x__unclassified Rhodocyclaceae;s__Rhodocyclaceae bacterium,AWTP1-18 sp036504515,,,
GB_GCA_036504515.1,DASXVA010000012.1,2,nif,"nifB, nifH, nifD, nifK",578983,599559,1,"[534, 548, 549, 550]",d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Rhodocyclaceae;g__AWTP1-18;s__AWTP1-18 sp036504515,none,none,d__Bacteria;p__Pseudomonadota;c__Betaproteobacteria;o__Rhodocyclales;f__Rhodocyclaceae;g__;s__,d__Bacteria;x__Pseudomonadati;p__Pseudomonadota;c__Betaproteobacteria;o__Rhodocyclales;f__Rhodocyclaceae;x__unclassified Rhodocyclaceae;s__Rhodocyclaceae bacterium,AWTP1-18 sp036504515,,,
GB_GCA_036504535.1,DASXUY010000026.1,1,nif,"anfOB, nifN, nifE, nifK, nifD, nifH",237101,246089,-1,"[188, 189, 190, 191, 192, 195]",d__Bacteria;p__Armatimonadota;c__Armatimonadia;o__Armatimonadales;f__Capsulimonadaceae;g__JARLGU01;s__JARLGU01 sp036504535,none,none,d__Bacteria;p__Armatimonadota;c__Armatimonadia;o__Capsulimonadales;f__Capsulimonadaceae;g__;s__,d__Bacteria;x__Bacillati;p__Armatimonadota;c__Armatimonadia;o__Capsulimonadales;f__Capsulimonadaceae;x__unclassified Capsulimonadaceae;s__Capsulimonadaceae bacterium,JARLGU01 sp036504535,,,
GB_GCA_036504875.1,DASXUK010000036.1,1,nif,"nifEN, nifK, nifD, nifH, nifB",13708,33714,-1,"[14, 18, 19, 20, 27]",d__Bacteria;p__Desulfobacterota;c__Desulfuromonadia;o__Geobacterales;f__Pseudopelobacteraceae;g__JACPFJ01;s__JACPFJ01 sp036504875,none,none,d__Bacteria;p__Thermodesulfobacteriota;c__Desulfuromonadia;o__Desulfuromonadales;f__Desulfuromonadaceae;g__;s__,d__Bacteria;x__Pseudomonadati;p__Thermodesulfobacteriota;c__Desulfuromonadia;o__Desulfuromonadales;f__Desulfuromonadaceae;x__unclassified Desulfuromonadaceae;s__Desulfuromonadaceae bacterium,JACPFJ01 sp036504875,,,
GB_GCA_036504895.1,DASXUJ010000003.1,1,nif,nifB,19269,20243,1,[17],d__Bacteria;p__Desulfobacterota;c__Syntrophorhabdia;o__Syntrophorhabdales;f__Syntrophorhabdaceae;g__PNOM01;s__PNOM01 sp036504895,none,none,d__Bacteria;p__Thermodesulfobacteriota;c__Syntrophorhabdia;o__Syntrophorhabdales;f__Syntrophorhabdaceae;g__;s__,d__Bacteria;x__Pseudomonadati;p__Thermodesulfobacteriota;c__Syntrophorhabdia;o__Syntrophorhabdales;f__Syntrophorhabdaceae;x__unclassified Syntrophorhabdaceae;s__Syntrophorhabdaceae bacterium,PNOM01 sp036504895,,,
GB_GCA_036504895.1,DASXUJ010000093.1,1,nif,"nifN, nifB, nifH, nifD, nifK, nifE",3991,12801,1,"[9, 10, 3, 6, 7, 8]",d__Bacteria;p__Desulfobacterota;c__Syntrophorhabdia;o__Syntrophorhabdales;f__Syntrophorhabdaceae;g__PNOM01;s__PNOM01 sp036504895,none,none,d__Bacteria;p__Thermodesulfobacteriota;c__Syntrophorhabdia;o__Syntrophorhabdales;f__Syntrophorhabdaceae;g__;s__,d__Bacteria;x__Pseudomonadati;p__Thermodesulfobacteriota;c__Syntrophorhabdia;o__Syntrophorhabdales;f__Syntrophorhabdaceae;x__unclassified Syntrophorhabdaceae;s__Syntrophorhabdaceae bacterium,PNOM01 sp036504895,,,
GB_GCA_036504955.1,DASXUI010000371.1,1,nif,"nifE, nifN, nifB, nifH, nifD, nifK",5776,15013,1,"[8, 9, 10, 3, 6, 7]",d__Bacteria;p__Armatimonadota;c__DTGP01;o__DTGP01;f__DASXUI01;g__DASXUI01;s__DASXUI01 sp036504955,none,none,d__Bacteria;p__Armatimonadota;c__;o__;f__;g__;s__,d__Bacteria;x__Bacillati;p__Armatimonadota;x__unclassified Armatimonadota;s__Armatimonadota bacterium,DASXUI01 sp036504955,,,
GB_GCA_036504995.1,DASXUG010000012.1,1,nif,"nifN, nifE, nifK, nifD, nifH",31628,39310,-1,"[33, 34, 36, 37, 38]",d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Methylophilaceae;g__DASXUG01;s__DASXUG01 sp036504995,none,none,d__Bacteria;p__Pseudomonadota;c__Betaproteobacteria;o__Nitrosomonadales;f__Methylophilaceae;g__;s__,d__Bacteria;x__Pseudomonadati;p__Pseudomonadota;c__Betaproteobacteria;o__Nitrosomonadales;f__Methylophilaceae;x__unclassified Methylophilaceae;s__Methylophilaceae bacterium,DASXUG01 sp036504995,,,
GB_GCA_036504995.1,DASXUG010000012.1,2,nif,nifB,67032,68615,-1,[73],d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Methylophilaceae;g__DASXUG01;s__DASXUG01 sp036504995,none,none,d__Bacteria;p__Pseudomonadota;c__Betaproteobacteria;o__Nitrosomonadales;f__Methylophilaceae;g__;s__,d__Bacteria;x__Pseudomonadati;p__Pseudomonadota;c__Betaproteobacteria;o__Nitrosomonadales;f__Methylophilaceae;x__unclassified Methylophilaceae;s__Methylophilaceae bacterium,DASXUG01 sp036504995,,,
GB_GCA_036507895.1,DATCIG010000012.1,1,nif,"nifEN, nifK, nifD, nifH, nifB",7926,16974,-1,"[16, 17, 18, 19, 11]",d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Anaerosomatales;f__PALSA-660;g__PALSA-660;s__PALSA-660 sp036507895,none,none,d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__;f__;g__;s__,d__Bacteria;x__Bacillati;p__Actinomycetota;c__Coriobacteriia;x__unclassified Coriobacteriia;s__Coriobacteriia bacterium,PALSA-660 sp036507895,,,
GB_GCA_036507975.1,DATCID010000066.1,1,nif,nifB,555,1829,1,[2],d__Bacteria;p__Bacillota;c__Clostridia;o__Acetivibrionales;f__DSM-1351;g__Ruminiclostridium;s__Ruminiclostridium sp036507975,none,none,d__Bacteria;p__Bacillota;c__Clostridia;o__Eubacteriales;f__Oscillospiraceae;g__Ruminiclostridium;s__,d__Bacteria;x__Bacillati;p__Bacillota;c__Clostridia;o__Eubacteriales;f__Oscillospiraceae;g__Ruminiclostridium;x__unclassified Ruminiclostridium;s__Ruminiclostridium sp.,Ruminiclostridium sp036507975,,,
GB_GCA_036507975.1,DATCID010000242.1,1,nif,nifB,1,1140,1,[1],d__Bacteria;p__Bacillota;c__Clostridia;o__Acetivibrionales;f__DSM-1351;g__Ruminiclostridium;s__Ruminiclostridium sp036507975,none,none,d__Bacteria;p__Bacillota;c__Clostridia;o__Eubacteriales;f__Oscillospiraceae;g__Ruminiclostridium;s__,d__Bacteria;x__Bacillati;p__Bacillota;c__Clostridia;o__Eubacteriales;f__Oscillospiraceae;g__Ruminiclostridium;x__unclassified Ruminiclostridium;s__Ruminiclostridium sp.,Ruminiclostridium sp036507975,,,
GB_GCA_036508025.1,DATCIC010000514.1,1,nif,"nifK, nifD, nifH, nifN, nifE",5290,14374,-1,"[15, 16, 17, 8, 9]",d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae_C;g__Rhodoferax;s__Rhodoferax sp036508025,none,none,d__Bacteria;p__Pseudomonadota;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Rhodoferax;s__,d__Bacteria;x__Pseudomonadati;p__Pseudomonadota;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Rhodoferax;x__unclassified Rhodoferax;s__Rhodoferax sp.,Rhodoferax sp036508025,,,
GB_GCA_036508065.1,DATCHY010000008.1,1,nif,nifB,3243,4094,-1,[5],d__Bacteria;p__Desulfobacterota;c__Desulfuromonadia;o__Geobacterales;f__Geobacteraceae;g__Geomonas;s__Geomonas sp036508065,none,none,d__Bacteria;p__Thermodesulfobacteriota;c__Desulfuromonadia;o__Geobacterales;f__Geobacteraceae;g__Geomonas;s__,d__Bacteria;x__Pseudomonadati;p__Thermodesulfobacteriota;c__Desulfuromonadia;o__Geobacterales;f__Geobacteraceae;g__Geomonas;x__unclassified Geomonas;s__Geomonas sp.,Geomonas sp036508065,,,
GB_GCA_036514355.1,DATBXI010000299.1,1,nif,nifB,7847,8710,1,[8],d__Bacteria;p__Desulfobacterota;c__Desulfuromonadia;o__Geobacterales;f__Pseudopelobacteraceae;g__JACPFJ01;s__JACPFJ01 sp036514355,none,none,d__Bacteria;p__Thermodesulfobacteriota;c__Desulfuromonadia;o__Desulfuromonadales;f__Desulfuromonadaceae;g__;s__,d__Bacteria;x__Pseudomonadati;p__Thermodesulfobacteriota;c__Desulfuromonadia;o__Desulfuromonadales;f__Desulfuromonadaceae;x__unclassified Desulfuromonadaceae;s__Desulfuromonadaceae bacterium,JACPFJ01 sp036514355,,,
GB_GCA_036514375.1,DATBXH010000494.1,1,nif,nifB,378,1646,1,[2],d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__JAAUTT01;g__JAAUTT01;s__JAAUTT01 sp036514375,none,none,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__;g__;s__,d__Bacteria;x__Pseudomonadati;x__FCB group;x__Bacteroidota/Chlorobiota group;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;x__unclassified Bacteroidales;s__Bacteroidales bacterium,JAAUTT01 sp036514375,,,
GB_GCA_036514375.1,DATBXH010000776.1,1,nif,nifB,2474,3442,-1,[5],d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__JAAUTT01;g__JAAUTT01;s__JAAUTT01 sp036514375,none,none,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__;g__;s__,d__Bacteria;x__Pseudomonadati;x__FCB group;x__Bacteroidota/Chlorobiota group;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;x__unclassified Bacteroidales;s__Bacteroidales bacterium,JAAUTT01 sp036514375,,,
GB_GCA_036518435.1,DATDNF010000011.1,1,nif,nifB,23553,24527,-1,[22],d__Bacteria;p__Desulfobacterota;c__Desulfuromonadia;o__Geobacterales;f__Geobacteraceae;g__JAMPXD01;s__JAMPXD01 sp036518435,none,none,d__Bacteria;p__Thermodesulfobacteriota;c__Desulfuromonadia;o__Geobacterales;f__Geobacteraceae;g__;s__,d__Bacteria;x__Pseudomonadati;p__Thermodesulfobacteriota;c__Desulfuromonadia;o__Geobacterales;f__Geobacteraceae;x__unclassified Geobacteraceae;s__Geobacteraceae bacterium,JAMPXD01 sp036518435,,,
GB_GCA_036518435.1,DATDNF010000024.1,1,nif,"nifH, nifD, nifK, nifEN, anfO, nifB",13401,35551,1,"[19, 20, 21, 24, 27, 40]",d__Bacteria;p__Desulfobacterota;c__Desulfuromonadia;o__Geobacterales;f__Geobacteraceae;g__JAMPXD01;s__JAMPXD01 sp036518435,none,none,d__Bacteria;p__Thermodesulfobacteriota;c__Desulfuromonadia;o__Geobacterales;f__Geobacteraceae;g__;s__,d__Bacteria;x__Pseudomonadati;p__Thermodesulfobacteriota;c__Desulfuromonadia;o__Geobacterales;f__Geobacteraceae;x__unclassified Geobacteraceae;s__Geobacteraceae bacterium,JAMPXD01 sp036518435,,,
GB_GCA_036518635.1,DATDMT010000036.1,1,nif,nifB,1242,2738,1,[4],d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Rhodocyclaceae;g__AWTP1-18;s__AWTP1-18 sp036518635,none,none,d__Bacteria;p__Pseudomonadota;c__Betaproteobacteria;o__Rhodocyclales;f__Rhodocyclaceae;g__;s__,d__Bacteria;x__Pseudomonadati;p__Pseudomonadota;c__Betaproteobacteria;o__Rhodocyclales;f__Rhodocyclaceae;x__unclassified Rhodocyclaceae;s__Rhodocyclaceae bacterium,AWTP1-18 sp036518635,,,
GB_GCA_036518635.1,DATDMT010000090.1,1,nif,"nifH, nifD, nifK",4718,8843,1,"[5, 6, 7]",d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Rhodocyclaceae;g__AWTP1-18;s__AWTP1-18 sp036518635,none,none,d__Bacteria;p__Pseudomonadota;c__Betaproteobacteria;o__Rhodocyclales;f__Rhodocyclaceae;g__;s__,d__Bacteria;x__Pseudomonadati;p__Pseudomonadota;c__Betaproteobacteria;o__Rhodocyclales;f__Rhodocyclaceae;x__unclassified Rhodocyclaceae;s__Rhodocyclaceae bacterium,AWTP1-18 sp036518635,,,
